t,n_top,dt,dy,dx,dy_residual,dx_residual,confidence,q_eff
743,1000743,5,4.9852793,-66.998228,9.9852793,-66.998228,0.022029928,
744,1000744,5,5.0297509,95.040271,10.029751,95.040271,0.017597151,
745,1000745,5,-5.0098512,-219.06598,-0.009851225,-219.06598,0.016843128,
746,1000746,5,-20.966485,139.95098,-15.966485,139.95098,0.017521395,
747,1000747,5,5.0022054,235.0718,10.002205,235.0718,0.018842541,
748,1000748,5,5.0606455,12.332378,10.060646,12.332378,0.01717728,
749,1000749,5,5.0261807,3.0085025,10.026181,3.0085025,0.021636192,
750,1000750,5,4.9724903,-178.99927,9.9724903,-178.99927,0.016199735,
751,1000751,5,-8.9851126,-21.01271,-3.9851126,-21.01271,0.016460423,
752,1000752,5,5.0042052,-115.037,10.004205,-115.037,0.015571213,
753,1000753,5,5.0578441,218.97458,10.057844,218.97458,0.017594293,
754,1000754,5,5.0595901,234.05965,10.05959,234.05965,0.01623962,
755,1000755,5,20.047534,249.032,25.047534,249.032,0.019232457,
756,1000756,5,4.9815915,-124.94053,9.9815915,-124.94053,0.018702726,
757,1000757,5,4.991058,29.999824,9.991058,29.999824,0.022167333,
758,1000758,5,5.0207883,134.07641,10.020788,134.07641,0.019868186,
759,1000759,5,5.082708,-138.00897,10.082708,-138.00897,0.01791749,
760,1000760,5,4.9778532,-208.99374,9.9778532,-208.99374,0.020802315,
761,1000761,5,26.990045,-238.99222,31.990045,-238.99222,0.018086656,
762,1000762,5,4.9998947,113.00092,9.9998947,113.00092,0.02386571,
763,1000763,5,4.9887619,141.04454,9.9887619,141.04454,0.018507421,
764,1000764,5,40.031566,-126.949,45.031566,-126.949,0.016146418,
765,1000765,5,5.0269859,119.94898,10.026986,119.94898,0.021521912,
766,1000766,5,26.981464,233.02039,31.981464,233.02039,0.01761806,
767,1000767,5,5.0171495,225.97292,10.01715,225.97292,0.019741774,
768,1000768,5,5.0190553,-16.940375,10.019055,-16.940375,0.01614621,
769,1000769,5,5.0292636,-34.997617,10.029264,-34.997617,0.016450343,
770,1000770,5,4.9587593,180.02654,9.9587593,180.02654,0.020838301,
771,1000771,5,5.0324638,45.962025,10.032464,45.962025,0.019161386,
772,1000772,5,5.0160174,-131.97468,10.016017,-131.97468,0.018180444,
773,1000773,5,4.9491827,-205.98877,9.9491827,-205.98877,0.019110099,
774,1000774,5,5.0064736,-76.051786,10.006474,-76.051786,0.022150557,
775,1000775,5,5.0013129,183.00589,10.001313,183.00589,0.017937598,
776,1000776,5,19.054459,-244.00936,24.054459,-244.00936,0.017911471,
777,1000777,5,4.9499451,44.961564,9.9499451,44.961564,0.023008396,
778,1000778,5,4.9999941,177.03407,9.9999941,177.03407,0.023727415,
779,1000779,5,11.966883,-83.015093,16.966883,-83.015093,0.018759568,
780,1000780,5,4.9950045,-89.011947,9.9950045,-89.011947,0.018684745,
781,1000781,5,5.0407492,62.976603,10.040749,62.976603,0.016199873,
782,1000782,5,4.998501,-130.96473,9.998501,-130.96473,0.029268537,
783,1000783,5,5.036683,-161.9843,10.036683,-161.9843,0.017061725,
784,1000784,5,4.9501014,66.990648,9.9501014,66.990648,0.018487068,
785,1000785,5,5.0018668,-204.04289,10.001867,-204.04289,0.018428506,
786,1000786,5,5.0233079,-98.00321,10.023308,-98.00321,0.017473484,
787,1000787,5,-4.9725247,-84.021059,0.027475306,-84.021059,0.016791878,
788,1000788,5,4.973266,-108.88103,9.973266,-108.88103,0.017643909,
789,1000789,5,4.9748385,25.990357,9.9748385,25.990357,0.019773736,
790,1000790,5,4.9696301,-179.94532,9.9696301,-179.94532,0.018107429,
791,1000791,5,4.9987856,-230.02145,9.9987856,-230.02145,0.018434874,
792,1000792,5,5.0302437,50.052299,10.030244,50.052299,0.016250076,
793,1000793,5,5.0283205,-144.96382,10.02832,-144.96382,0.020165552,
794,1000794,5,5.0304887,40.045481,10.030489,40.045481,0.019439418,
