twin_center,control_center,twin_gap,control_gap,twin_entropy,control_entropy,twin_edges,control_edges,twin_gc_fraction,control_gc_fraction,twin_K0,twin_K_used,twin_K_bumps,twin_hit_kmax,control_K0,control_K_used,control_K_bumps,control_hit_kmax,delta_K_used,delta_logK,delta_edges,delta_gc_fraction,d,strict_pass
19182,18498,0.025556907093688463,0.040054421926249306,2.8849642193049263,2.847303651711056,42,40,0.36065573770491804,0.3442622950819672,181,2066,6,0,177,2024,6,0,42,0.020538619272227443,2,0.016393442622950838,-114,1
8430,8670,0.10046370981934344,0.1456165439017157,2.134231777079171,2.0290316749870563,19,17,0.18032786885245902,0.16393442622950818,120,608,4,0,122,413,3,0,195,0.3867272890051341,2,0.016393442622950838,40,0
8430,8238,0.10046370981934344,0.13286260139306852,2.134231777079171,2.3184319110693727,19,25,0.18032786885245902,0.21311475409836064,120,608,4,0,118,599,4,0,9,0.014913283850717995,-6,-0.03278688524590162,-32,1
102252,102144,1.0,0.4999999999999998,1.0397207708399179,0.9743147528693494,11,10,0.06557377049180328,0.06557377049180328,416,4739,6,0,416,4739,6,0,0,0.0,1,0.0,-18,0
102252,101244,1.0,0.5657414540893348,1.0397207708399179,1.3022435533711252,11,11,0.06557377049180328,0.08196721311475409,416,4739,6,0,414,4719,6,0,20,0.00422923024120081,0,-0.01639344262295081,-168,1
165702,165864,1.0,1.0,0.6365141682948128,0.6365141682948128,6,6,0.04918032786885246,0.04918032786885246,530,6042,6,0,530,6042,6,0,0,0.0,0,0.0,27,0
165702,164694,1.0,1.0,0.6365141682948128,1.0397207708399179,6,6,0.04918032786885246,0.06557377049180328,530,6042,6,0,528,6015,6,0,27,0.004478733537837343,0,-0.016393442622950824,-168,1
18540,18714,0.1169436900700984,0.11175062309290104,2.0638136066027446,2.236518055258579,20,19,0.16393442622950818,0.19672131147540983,178,1355,5,0,178,1355,5,0,0,0.0,1,-0.03278688524590165,29,0
18540,18714,0.1169436900700984,0.11175062309290104,2.0638136066027446,2.236518055258579,20,19,0.16393442622950818,0.19672131147540983,178,1355,5,0,178,1355,5,0,0,0.0,1,-0.03278688524590165,29,1
151608,151524,0.4999999999999998,1.0,0.9743147528693494,0.6365141682948128,8,8,0.06557377049180328,0.04918032786885246,507,5783,6,0,507,5783,6,0,0,0.0,0,0.016393442622950824,-14,0
151608,151524,0.4999999999999998,1.0,0.9743147528693494,0.6365141682948128,8,8,0.06557377049180328,0.04918032786885246,507,5783,6,0,507,5783,6,0,0,0.0,0,0.016393442622950824,-14,1
828,648,0.016685816563908863,0.03559580432140209,2.750859213597666,2.84180794034134,27,28,0.32786885245901637,0.36065573770491804,38,57,1,0,34,51,1,0,6,0.11122563511022454,-1,-0.032786885245901676,-30,0
111780,112038,0.3459426679966248,0.6909830056250527,1.2639167128155815,1.3244102569320975,10,10,0.08196721311475409,0.08196721311475409,435,4962,6,0,436,4968,6,0,-6,-0.001208459361569325,0,0.0,43,0
111780,110604,0.3459426679966248,0.6909830056250527,1.2639167128155815,1.3244102569320975,10,10,0.08196721311475409,0.08196721311475409,435,4962,6,0,433,4940,6,0,22,0.004443554069776923,0,0.0,-196,1
19140,18876,0.09584854835912568,0.10583645878891935,2.2472291428496884,2.039306830757038,19,27,0.19672131147540983,0.16393442622950818,180,1368,5,0,179,1364,5,0,4,0.0029282597790878384,-8,0.03278688524590165,-44,0
19140,18714,0.09584854835912568,0.11175062309290104,2.2472291428496884,2.236518055258579,19,19,0.19672131147540983,0.19672131147540983,180,1368,5,0,178,1355,5,0,13,0.009548364868694037,0,0.0,-71,1
153270,153192,1.0,1.0,0.6365141682948128,0.6365141682948128,6,6,0.04918032786885246,0.04918032786885246,509,5804,6,0,509,5804,6,0,0,0.0,0,0.0,-13,0
153270,152220,1.0,1.0,0.6365141682948128,0.6365141682948128,6,6,0.04918032786885246,0.04918032786885246,509,5804,6,0,508,5790,6,0,14,0.002415043437036246,0,0.0,-175,1
128340,128448,0.29289321881345254,1.0,1.6688247689352553,0.6365141682948128,12,10,0.11475409836065574,0.04918032786885246,466,5313,6,0,466,5313,6,0,0,0.0,2,0.06557377049180328,18,0
128340,127578,0.29289321881345254,0.7712864461218314,1.6688247689352553,1.0477551054649423,12,9,0.11475409836065574,0.06557377049180328,466,5313,6,0,465,5304,6,0,9,0.0016953945852442587,3,0.04918032786885246,-127,1
154182,153942,1.0,1.0,0.6365141682948128,0.6365141682948128,8,9,0.04918032786885246,0.04918032786885246,511,5831,6,0,511,5831,6,0,0,0.0,-1,0.0,-40,0
154182,154800,1.0,1.0,0.6365141682948128,1.0397207708399179,8,8,0.04918032786885246,0.06557377049180328,511,5831,6,0,512,5832,6,0,-1,-0.0001714824663388015,0,-0.016393442622950824,103,1
82530,82488,1.0,1.0,0.6365141682948128,0.6365141682948128,8,9,0.04918032786885246,0.04918032786885246,374,4265,6,0,374,4265,6,0,0,0.0,-1,0.0,-7,0
82530,81618,1.0,0.5,0.6365141682948128,0.9743147528693494,8,9,0.04918032786885246,0.06557377049180328,374,4265,6,0,372,4239,6,0,26,0.00611478857314296,-1,-0.016393442622950824,-152,1
34758,34914,0.02036647456562345,0.14202284275436566,2.5529164645343827,2.472510508571389,34,37,0.26229508196721313,0.22950819672131148,243,2775,6,0,243,2775,6,0,0,0.0,-3,0.03278688524590165,26,0
34758,35610,0.02036647456562345,0.1952875252474619,2.5529164645343827,2.3574053344184276,34,33,0.26229508196721313,0.21311475409836064,243,2775,6,0,246,2807,6,0,-32,-0.011465550181347872,1,0.049180327868852486,142,1
103290,103080,1.5,0.7712864461218307,0.6931471805599453,1.047755105464942,9,9,0.04918032786885246,0.06557377049180328,418,4766,6,0,418,4766,6,0,0,0.0,0,-0.016393442622950824,-35,0
103290,102720,1.5,0.5657414540893351,0.6931471805599453,1.3022435533711254,9,9,0.04918032786885246,0.08196721311475409,418,4766,6,0,417,4757,6,0,9,0.0018901612264059509,0,-0.032786885245901634,-95,1
4788,4512,0.04600483608690653,0.016077719000028207,2.593673293457116,2.9422810103918953,44,44,0.26229508196721313,0.3770491803278688,90,458,4,0,88,446,4,0,12,0.026550232094121107,0,-0.1147540983606557,-46,0
4788,4626,0.04600483608690653,0.030023808738588488,2.593673293457116,2.7006402058721415,44,40,0.26229508196721313,0.29508196721311475,90,458,4,0,89,453,4,0,5,0.01097705863115106,4,-0.03278688524590162,-27,1
174330,174084,1.0,2.0,0.6365141682948128,-0.0,3,5,0.04918032786885246,0.03278688524590164,543,6195,6,0,543,6195,6,0,0,0.0,-2,0.016393442622950817,-41,0
174330,173418,1.0,2.0,0.6365141682948128,-0.0,3,3,0.04918032786885246,0.03278688524590164,543,6195,6,0,542,6177,6,0,18,0.002909798367344507,0,0.016393442622950817,-152,1
109470,109368,0.42264973081037416,0.6909830056250527,1.2612028625715657,1.3244102569320977,9,9,0.08196721311475409,0.08196721311475409,431,4919,6,0,430,4901,6,0,18,0.003665991885792863,0,0.0,-17,0
109470,108642,0.42264973081037416,1.0,1.2612028625715657,0.6365141682948128,9,9,0.08196721311475409,0.04918032786885246,431,4919,6,0,429,4892,6,0,27,0.0055040399882777535,0,0.032786885245901634,-138,1
35082,35364,0.04577865832122721,0.2421210711725879,2.841710011107934,1.9982268258673863,32,30,0.3442622950819672,0.14754098360655737,244,2781,6,0,245,2795,6,0,-14,-0.005021531355234643,2,0.19672131147540983,47,0
35082,36222,0.04577865832122721,0.053515818717417674,2.841710011107934,2.830828405619214,32,39,0.3442622950819672,0.3442622950819672,244,2781,6,0,248,2826,6,0,-45,-0.01605170901050812,-7,0.0,190,1
142872,142782,2.0,1.0,-0.0,0.6365141682948128,5,4,0.03278688524590164,0.04918032786885246,492,5607,6,0,492,5607,6,0,0,0.0,1,-0.016393442622950817,-15,0
142872,141774,2.0,1.0,-0.0,0.6365141682948128,5,5,0.03278688524590164,0.04918032786885246,492,5607,6,0,490,5588,6,0,19,0.003394375746820444,0,-0.016393442622950817,-183,1
124782,124584,0.29289321881345254,1.0,1.2215183802660192,1.0397207708399179,9,9,0.08196721311475409,0.06557377049180328,460,5243,6,0,459,5237,6,0,6,0.001145038293046241,0,0.01639344262295081,-33,0
124782,123606,0.29289321881345254,0.4999999999999998,1.2215183802660192,0.9743147528693494,9,9,0.08196721311475409,0.06557377049180328,460,5243,6,0,458,5223,6,0,20,0.0038219041362346218,0,0.01639344262295081,-196,1
194070,193896,1.0,1.0,1.0397207708399179,0.6365141682948128,5,4,0.06557377049180328,0.04918032786885246,573,6533,6,0,573,6533,6,0,0,0.0,1,0.016393442622950824,-29,0
194070,193098,1.0,2.0,1.0397207708399179,-0.0,5,5,0.06557377049180328,0.03278688524590164,573,6533,6,0,572,6519,6,0,14,0.0021452659162122245,0,0.03278688524590164,-162,1
107718,107712,1.0,1.5,0.6365141682948128,0.6931471805599453,8,8,0.04918032786885246,0.04918032786885246,427,4872,6,0,427,4872,6,0,0,0.0,0,0.0,-1,0
107718,107712,1.0,1.5,0.6365141682948128,0.6931471805599453,8,8,0.04918032786885246,0.04918032786885246,427,4872,6,0,427,4872,6,0,0,0.0,0,0.0,-1,1
152028,151764,0.42264973081037427,2.0,1.261202862571566,-0.0,8,8,0.08196721311475409,0.03278688524590164,507,5783,6,0,507,5783,6,0,0,0.0,0,0.04918032786885245,-44,0
152028,151524,0.42264973081037427,1.0,1.261202862571566,0.6365141682948128,8,8,0.08196721311475409,0.04918032786885246,507,5783,6,0,507,5783,6,0,0,0.0,0,0.032786885245901634,-84,1
38652,38442,0.3415926988229925,0.24719299904852737,1.660586626497174,1.8077877079374833,20,21,0.11475409836065574,0.13114754098360656,256,2916,6,0,255,2915,6,0,1,0.00034299434395634876,-1,-0.016393442622950824,-35,0
38652,37602,0.3415926988229925,0.19248109241726405,1.660586626497174,1.9294952076996577,20,20,0.11475409836065574,0.14754098360655737,256,2916,6,0,253,2888,6,0,28,0.009648593115832327,0,-0.032786885245901634,-175,1
93912,93744,0.4999999999999998,1.0,0.9743147528693494,1.0397207708399179,14,12,0.06557377049180328,0.06557377049180328,399,4554,6,0,399,4554,6,0,0,0.0,2,0.0,-28,0
93912,92850,0.4999999999999998,0.42264973081037427,0.9743147528693494,1.261202862571566,14,14,0.06557377049180328,0.08196721311475409,399,4554,6,0,397,4527,6,0,27,0.005946499187727383,0,-0.01639344262295081,-177,1
49170,49326,0.7257081148225683,0.24681935356203727,1.3498943414398354,1.980709725954196,23,22,0.08196721311475409,0.14754098360655737,289,3299,6,0,289,3299,6,0,0,0.0,1,-0.06557377049180328,26,0
49170,49848,0.7257081148225683,1.0,1.3498943414398354,1.0397207708399179,23,23,0.08196721311475409,0.06557377049180328,289,3299,6,0,291,3321,6,0,-22,-0.006646550148165176,0,0.01639344262295081,113,1
50022,49776,0.11034519475478193,0.34594266799662543,2.1251203005031107,1.2639167128155817,20,20,0.18032786885245902,0.08196721311475409,291,3321,6,0,291,3321,6,0,0,0.0,0,0.09836065573770493,-41,0
50022,49398,0.11034519475478193,0.14107571509191388,2.1251203005031107,1.7521139811601023,20,19,0.18032786885245902,0.13114754098360656,291,3321,6,0,289,3299,6,0,22,0.006646550148165176,1,0.04918032786885246,-104,1
4050,4194,0.07346021639558434,0.1860762871788094,2.3173224504745376,2.237430758437477,26,21,0.21311475409836064,0.19672131147540983,83,282,3,0,85,288,3,0,-6,-0.021053409197832273,5,0.01639344262295081,24,0
4050,4194,0.07346021639558434,0.1860762871788094,2.3173224504745376,2.237430758437477,26,21,0.21311475409836064,0.19672131147540983,83,282,3,0,85,288,3,0,-6,-0.021053409197832273,5,0.01639344262295081,24,1
54540,54378,0.12830548637803904,0.16865435597794826,1.785767249031035,2.054944275131085,22,22,0.13114754098360656,0.16393442622950818,304,3464,6,0,304,3464,6,0,0,0.0,0,-0.03278688524590162,-27,0
54540,54378,0.12830548637803904,0.16865435597794826,1.785767249031035,2.054944275131085,22,22,0.13114754098360656,0.16393442622950818,304,3464,6,0,304,3464,6,0,0,0.0,0,-0.03278688524590162,-27,1
178350,178128,0.7712864461218313,0.5,1.0477551054649423,0.9743147528693494,7,7,0.06557377049180328,0.06557377049180328,550,6269,6,0,549,6258,6,0,11,0.0017562070451404566,0,0.0,-37,0
178350,177924,0.7712864461218313,1.0,1.0477551054649423,1.0397207708399179,7,7,0.06557377049180328,0.06557377049180328,550,6269,6,0,549,6258,6,0,11,0.0017562070451404566,0,0.0,-71,1
68448,68154,0.37408976942981353,0.0645885630732191,1.5099389659125095,2.142068188445975,19,19,0.09836065573770492,0.18032786885245902,341,3888,6,0,340,3875,6,0,13,0.003349223792881162,0,-0.0819672131147541,-49,0
68448,69570,0.37408976942981353,0.20310992691531046,1.5099389659125095,1.8181066501971204,19,20,0.09836065573770492,0.13114754098360656,341,3888,6,0,343,3915,6,0,-27,-0.0069204428445743815,-1,-0.03278688524590165,187,1
196500,196266,1.0,1.0,1.0397207708399179,0.6365141682948128,7,7,0.06557377049180328,0.04918032786885246,577,6579,6,0,576,6561,6,0,18,0.002739727741118969,0,0.016393442622950824,-39,0
196500,195588,1.0,2.0,1.0397207708399179,-0.0,7,7,0.06557377049180328,0.03278688524590164,577,6579,6,0,575,6560,6,0,19,0.0028921551478617857,0,0.03278688524590164,-152,1
176460,176178,1.0,1.0,0.6365141682948128,1.0397207708399179,7,7,0.04918032786885246,0.06557377049180328,547,6237,6,0,546,6224,6,0,13,0.0020865106678940037,0,-0.016393442622950824,-47,0
176460,176112,1.0,0.4226497308103742,0.6365141682948128,1.2612028625715659,7,7,0.04918032786885246,0.08196721311475409,547,6237,6,0,546,6224,6,0,13,0.0020865106678940037,0,-0.032786885245901634,-58,1
13830,13590,0.1605384199790011,0.1329508334543289,2.0750179287068287,2.2741858296007536,35,30,0.16393442622950818,0.19672131147540983,153,1166,5,0,152,1155,5,0,11,0.009478743954543845,5,-0.03278688524590165,-40,0
13830,14406,0.1605384199790011,0.16468851515333294,2.0750179287068287,2.2793539783590027,35,34,0.16393442622950818,0.19672131147540983,153,1166,5,0,157,1196,5,0,-30,-0.025403567600139176,1,-0.03278688524590165,96,1
7458,7386,0.10044697340697636,0.13013928614933631,2.4184965035909216,2.3429069776670852,30,23,0.22950819672131148,0.21311475409836064,113,575,4,0,112,567,4,0,8,0.014010737069598989,7,0.016393442622950838,-12,0
7458,6822,0.10044697340697636,0.2616557116107464,2.4184965035909216,2.3842445270901456,30,32,0.22950819672131148,0.21311475409836064,113,575,4,0,108,548,4,0,27,0.048094753849334815,-2,0.016393442622950838,-106,1
129630,129654,0.19604355854258393,0.5,1.4520821133100175,0.9743147528693494,10,7,0.09836065573770492,0.06557377049180328,469,5346,6,0,469,5346,6,0,0,0.0,3,0.032786885245901634,4,0
129630,128448,0.19604355854258393,1.0,1.4520821133100175,0.6365141682948128,10,10,0.09836065573770492,0.04918032786885246,469,5346,6,0,466,5313,6,0,33,0.0061919702479205085,0,0.04918032786885246,-197,1
92568,92484,0.5657414540893351,1.0,1.3022435533711252,1.0397207708399179,11,11,0.08196721311475409,0.06557377049180328,396,4514,6,0,396,4514,6,0,0,0.0,0,0.01639344262295081,-14,0
92568,91650,0.5657414540893351,1.0,1.3022435533711252,0.6365141682948128,11,11,0.08196721311475409,0.04918032786885246,396,4514,6,0,394,4494,6,0,20,0.00444050463220691,0,0.032786885245901634,-153,1
179382,179478,1.0,2.0,0.6365141682948128,-0.0,5,5,0.04918032786885246,0.03278688524590164,551,6285,6,0,551,6285,6,0,0,0.0,0,0.016393442622950817,16,0
179382,178470,1.0,2.0,0.6365141682948128,-0.0,5,5,0.04918032786885246,0.03278688524590164,551,6285,6,0,550,6269,6,0,16,0.0025489897503785386,0,0.016393442622950817,-152,1
44772,44628,0.5000000000000001,0.48677175000722606,1.313834033192747,1.5198881970588443,17,16,0.08196721311475409,0.09836065573770492,276,3146,6,0,275,3140,6,0,6,0.001909004715923146,1,-0.016393442622950824,-24,0
44772,44436,0.5000000000000001,0.4226497308103744,1.313834033192747,1.2612028625715657,17,18,0.08196721311475409,0.08196721311475409,276,3146,6,0,275,3140,6,0,6,0.001909004715923146,-1,0.0,-56,1
198348,198066,2.0,2.0,-0.0,-0.0,3,1,0.03278688524590164,0.03278688524590164,579,6602,6,0,579,6602,6,0,0,0.0,2,0.0,-47,0
198348,197334,2.0,2.0,-0.0,-0.0,3,3,0.03278688524590164,0.03278688524590164,579,6602,6,0,578,6588,6,0,14,0.002122821115607465,0,0.0,-169,1
122322,122352,1.5,0.7712864461218313,0.6931471805599453,1.0477551054649423,12,10,0.04918032786885246,0.06557377049180328,455,5192,6,0,455,5192,6,0,0,0.0,2,-0.016393442622950824,5,0
122322,122670,1.5,1.5,0.6931471805599453,0.6931471805599453,12,11,0.04918032786885246,0.04918032786885246,455,5192,6,0,456,5196,6,0,-4,-0.0007701194065639072,1,0.0,58,1
128982,128994,2.0,1.0,-0.0,0.6365141682948128,5,7,0.03278688524590164,0.04918032786885246,467,5327,6,0,467,5327,6,0,0,0.0,-2,-0.016393442622950817,2,0
128982,128148,2.0,2.0,-0.0,-0.0,5,5,0.03278688524590164,0.03278688524590164,467,5327,6,0,466,5313,6,0,14,0.0026315804660566045,0,0.0,-139,1
1620,1440,0.06661202964120215,0.08523961516893896,2.291207676639763,1.9804661513520938,28,28,0.21311475409836064,0.16393442622950818,53,120,2,0,50,113,2,0,7,0.060103924069704995,0,0.04918032786885246,-30,0
1620,1764,0.06661202964120215,0.12366924167896022,2.291207676639763,2.0159164922811903,28,21,0.21311475409836064,0.16393442622950818,53,120,2,0,55,125,2,0,-5,-0.0408219945202557,7,0.04918032786885246,24,1
178440,178254,1.0,2.0,0.6365141682948128,-0.0,7,7,0.04918032786885246,0.03278688524590164,550,6269,6,0,549,6258,6,0,11,0.0017562070451404566,0,0.016393442622950817,-31,0
178440,177924,1.0,1.0,0.6365141682948128,1.0397207708399179,7,7,0.04918032786885246,0.06557377049180328,550,6269,6,0,549,6258,6,0,11,0.0017562070451404566,0,-0.016393442622950824,-86,1
186870,187074,2.0,2.0,-0.0,-0.0,3,3,0.03278688524590164,0.03278688524590164,562,6407,6,0,563,6420,6,0,-13,-0.0020269750449841695,0,0.0,34,0
186870,185940,2.0,2.0,-0.0,-0.0,3,3,0.03278688524590164,0.03278688524590164,562,6407,6,0,561,6398,6,0,9,0.001405701129558068,0,0.0,-155,1
8970,8940,0.060474119385004105,0.0837907675721356,2.8448672710935696,2.7398166109543096,38,37,0.3442622950819672,0.3114754098360656,124,944,5,0,123,939,5,0,5,0.005310686937237463,1,0.03278688524590162,-5,0
8970,8940,0.060474119385004105,0.0837907675721356,2.8448672710935696,2.7398166109543096,38,37,0.3442622950819672,0.3114754098360656,124,944,5,0,123,939,5,0,5,0.005310686937237463,1,0.03278688524590162,-5,1
55662,55410,0.2840476724302531,0.15376157219871872,1.676237618437033,1.803263846463071,25,26,0.11475409836065574,0.13114754098360656,307,3504,6,0,307,3504,6,0,0,0.0,-1,-0.016393442622950824,-42,0
55662,55410,0.2840476724302531,0.15376157219871872,1.676237618437033,1.803263846463071,25,26,0.11475409836065574,0.13114754098360656,307,3504,6,0,307,3504,6,0,0,0.0,-1,-0.016393442622950824,-42,1
56892,57030,0.6240393134633428,0.12485524891044172,1.5602243727604543,1.8225787979278563,19,21,0.09836065573770492,0.13114754098360656,311,3551,6,0,311,3551,6,0,0,0.0,-2,-0.03278688524590165,23,0
56892,56094,0.6240393134633428,0.6909830056250527,1.5602243727604543,1.3244102569320977,19,19,0.09836065573770492,0.08196721311475409,311,3551,6,0,308,3510,6,0,41,0.011613216483175037,0,0.016393442622950824,-133,1
111828,112038,0.7712864461218313,0.6909830056250527,1.0477551054649423,1.3244102569320975,11,10,0.06557377049180328,0.08196721311475409,435,4962,6,0,436,4968,6,0,-6,-0.001208459361569325,1,-0.01639344262295081,35,0
111828,112860,0.7712864461218313,1.0,1.0477551054649423,0.6365141682948128,11,11,0.06557377049180328,0.04918032786885246,435,4962,6,0,437,4982,6,0,-20,-0.004022531570379684,0,0.016393442622950824,172,1
11172,11202,0.06252560242654666,0.044650695816571655,2.8672089448326417,2.8916548375747633,52,48,0.3442622950819672,0.36065573770491804,138,1578,6,0,138,1052,5,0,526,0.4054651081081637,4,-0.016393442622950838,5,0
11172,11496,0.06252560242654666,0.057251181233266474,2.8672089448326417,2.7420513947785548,52,52,0.3442622950819672,0.3114754098360656,138,1578,6,0,140,1598,6,0,-20,-0.012594624920400754,0,0.03278688524590162,54,1
185958,185946,1.0,2.0,0.6365141682948128,-0.0,6,4,0.04918032786885246,0.03278688524590164,561,6398,6,0,561,6398,6,0,0,0.0,2,0.016393442622950817,-2,0
185958,185088,1.0,0.42264973081037427,0.6365141682948128,1.261202862571566,6,6,0.04918032786885246,0.08196721311475409,561,6398,6,0,560,6380,6,0,18,0.0028173441706282887,0,-0.032786885245901634,-145,1
88608,88890,1.0,1.0,0.6365141682948128,0.6365141682948128,9,6,0.04918032786885246,0.04918032786885246,387,4415,6,0,388,4422,6,0,-7,-0.0015842483793306883,3,0.0,47,0
88608,88110,1.0,1.5,0.6365141682948128,0.6931471805599453,9,9,0.04918032786885246,0.04918032786885246,387,4415,6,0,386,4401,6,0,14,0.0031760462269705414,0,0.0,-83,1
122502,122310,0.29289321881345254,1.0,1.2215183802660192,0.6365141682948128,6,6,0.08196721311475409,0.04918032786885246,456,5196,6,0,455,5192,6,0,4,0.0007701194065639072,0,0.032786885245901634,-32,0
122502,121314,0.29289321881345254,2.0,1.2215183802660192,-0.0,6,6,0.08196721311475409,0.03278688524590164,456,5196,6,0,453,5165,6,0,31,0.0059839962367504995,0,0.04918032786885245,-198,1
186300,186030,1.0,2.0,0.6365141682948128,-0.0,4,3,0.04918032786885246,0.03278688524590164,562,6407,6,0,561,6398,6,0,9,0.001405701129558068,1,0.016393442622950817,-45,0
186300,185154,1.0,1.0,0.6365141682948128,0.6365141682948128,4,4,0.04918032786885246,0.04918032786885246,562,6407,6,0,560,6380,6,0,27,0.004223045300186357,0,0.0,-191,1
10500,10782,0.051252605903701724,0.0311249470020192,3.323684519873248,3.3611494817659318,81,83,0.5245901639344263,0.5573770491803278,134,1530,6,0,135,1547,6,0,-17,-0.011049836186584727,-2,-0.032786885245901565,47,0
10500,10782,0.051252605903701724,0.0311249470020192,3.323684519873248,3.3611494817659318,81,83,0.5245901639344263,0.5573770491803278,134,1530,6,0,135,1547,6,0,-17,-0.011049836186584727,-2,-0.032786885245901565,47,1
156228,156066,1.0,1.0,0.6365141682948128,0.6365141682948128,5,5,0.04918032786885246,0.04918032786885246,514,5859,6,0,514,5859,6,0,0,0.0,0,0.0,-27,0
156228,155124,1.0,1.0,0.6365141682948128,0.6365141682948128,5,5,0.04918032786885246,0.04918032786885246,514,5859,6,0,513,5850,6,0,9,0.001537279318885254,0,0.0,-184,1
109830,109878,0.3740897694298131,0.7712864461218313,1.5099389659125095,1.0477551054649423,11,11,0.09836065573770492,0.06557377049180328,431,4919,6,0,431,4919,6,0,0,0.0,0,0.032786885245901634,8,0
109830,109878,0.3740897694298131,0.7712864461218313,1.5099389659125095,1.0477551054649423,11,11,0.09836065573770492,0.06557377049180328,431,4919,6,0,431,4919,6,0,0,0.0,0,0.032786885245901634,8,1
184272,184344,1.0,1.0,1.0397207708399179,0.6365141682948128,5,5,0.06557377049180328,0.04918032786885246,559,6377,6,0,559,6377,6,0,0,0.0,0,0.016393442622950824,12,0
184272,184344,1.0,1.0,1.0397207708399179,0.6365141682948128,5,5,0.06557377049180328,0.04918032786885246,559,6377,6,0,559,6377,6,0,0,0.0,0,0.016393442622950824,12,1
