center,is_twin_center,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy
1399,0,401,3703,150,150.0,138,0.34413965087281795,241,0.600997506234414,3692,0.2643429173867032,5.461937511018293,81,121,35,47,0.5802469135802469,0.06898170006468637,3.7262995789249387
581,0,401,8531,101,101.0,89,0.22194513715710723,290,0.7231920199501247,8520,0.3413764368714082,5.656847166587447,81,351,23,59,0.7283950617283951,0.2568378027758411,4.017904675339938
1009,0,401,4998,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4985,0.2734129203329158,5.534335888285238,81,153,31,48,0.5925925925925926,0.04437013217183773,3.759390677934971
1404,0,401,3693,149,149.0,136,0.33915211970074816,241,0.600997506234414,3681,0.2593729740382536,5.461858282906276,81,129,35,45,0.5555555555555556,0.10887246502825482,3.688893129459095
845,0,401,6214,120,120.0,107,0.26683291770573564,270,0.6733167082294265,6202,0.2869354884841298,5.582279726056064,81,229,31,50,0.6172839506172839,0.17840929255779636,3.8236969226882427
737,0,401,6889,113,113.0,98,0.24438902743142144,275,0.685785536159601,6875,0.3169065605720933,5.601994624577689,81,256,28,54,0.6666666666666666,0.18904403030687755,3.908837700177759
709,0,401,7113,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7101,0.3054560014747604,5.620341386357623,81,262,28,54,0.6666666666666666,0.18788748543107658,3.9150317318123173
1444,0,401,3523,150,150.0,136,0.33915211970074816,239,0.5960099750623441,3510,0.2752515632961707,5.452602226219776,81,105,36,44,0.5432098765432098,0.009871483333489165,3.6355951433022424
667,0,401,7446,109,109.0,96,0.23940149625935161,281,0.7007481296758105,7434,0.31579837454434717,5.624535714334215,81,273,25,57,0.7037037037037037,0.15149318391222738,3.9591748273859775
796,0,401,6625,117,117.0,104,0.2593516209476309,273,0.6807980049875312,6613,0.28361662723054776,5.593931739562784,81,254,25,57,0.7037037037037037,0.17399969537284737,3.9589705372727417
1354,0,401,3845,148,148.0,138,0.34413965087281795,245,0.6109725685785536,3836,0.2632786003923505,5.477741776957094,81,139,33,49,0.6049382716049383,0.09068520068618612,3.7570548629045892
1053,0,401,4869,133,133.0,120,0.29925187032418954,257,0.6408977556109726,4857,0.2666894512483767,5.530027178268836,81,147,33,47,0.5802469135802469,0.09048365705336794,3.735451206165416
592,0,401,8444,102,102.0,91,0.22693266832917705,290,0.7231920199501247,8434,0.33974027533248813,5.656798060560069,81,335,24,58,0.7160493827160493,0.22853259577882884,3.999194587817295
1035,0,401,4880,133,133.0,119,0.2967581047381546,256,0.6384039900249376,4867,0.2797295164214146,5.526329211946246,81,156,32,48,0.5925925925925926,0.14256842116442583,3.7563754340862596
1215,0,401,4422,139,139.0,122,0.30423940149625933,247,0.6159600997506235,4406,0.27190389035015694,5.488628828028707,81,147,32,48,0.5925925925925926,0.1037041673061709,3.743703552787367
1448,0,401,3497,151,151.0,138,0.34413965087281795,239,0.5960099750623441,3485,0.2733521779954759,5.452406096286572,81,102,37,43,0.5308641975308642,0.01789386688090288,3.6080462309726062
651,0,401,7665,106,106.0,91,0.22693266832917705,282,0.7032418952618454,7651,0.3306100579047454,5.628478098993975,81,263,27,55,0.6790123456790124,0.14757677249375406,3.9267669955928577
1339,0,401,3884,147,147.0,136,0.33915211970074816,245,0.6109725685785536,3874,0.2614027598057725,5.477788400923538,81,142,34,47,0.5802469135802469,0.08056058585550682,3.727306643888664
1176,0,401,4433,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4421,0.26178262874099023,5.499978353857557,81,146,31,48,0.5925925925925926,0.10131569503412928,3.7485340649645287
1010,0,401,5017,130,130.0,116,0.2892768079800499,259,0.6458852867830424,5004,0.27411550426532627,5.5382186164776055,81,160,30,52,0.6419753086419753,0.05282371754683332,3.83534045153782
690,0,401,7317,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7306,0.312368821948822,5.620742056087936,81,274,27,55,0.6790123456790124,0.2057686281694206,3.933728653390975
1125,0,401,4511,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4499,0.27288611702402765,5.5009494164547865,81,160,31,51,0.6296296296296297,0.061327999984225785,3.8071839470984
1320,1,401,3955,145,145.0,132,0.32917705735660846,245,0.6109725685785536,3943,0.27937212022207214,5.478616746868802,81,150,35,45,0.5555555555555556,0.11030537185232503,3.6905481652008327
598,0,401,8429,103,103.0,92,0.22942643391521197,289,0.7206982543640897,8419,0.32841938233222895,5.653904434639461,81,311,24,58,0.7160493827160493,0.22168456395517275,3.9930533454605337
771,0,401,6737,115,115.0,101,0.2518703241895262,274,0.683291770573566,6724,0.3032893237978912,5.5975679429713265,81,255,25,57,0.7037037037037037,0.20875637183443313,3.957138154369183
1020,1,401,4867,131,131.0,117,0.29177057356608477,258,0.6433915211970075,4854,0.27242075595368753,5.533887338601266,81,155,31,51,0.6296296296296297,0.04619925326957711,3.813528102959764
1271,0,401,4125,141,141.0,124,0.3092269326683292,245,0.6109725685785536,4109,0.27654882161319255,5.479512221963579,81,169,34,46,0.5679012345679012,0.06389926879640316,3.716345930528819
917,0,401,5440,127,127.0,113,0.2817955112219451,262,0.6533665835411472,5427,0.28494843969967426,5.550709567237996,81,224,30,52,0.6419753086419753,0.12198470877278471,3.8634790371605074
567,0,401,8677,98,98.0,85,0.2119700748129676,292,0.7281795511221946,8665,0.3389745408038643,5.664265209347013,81,387,21,61,0.7530864197530864,0.20939528562333443,4.051911688946328
1312,0,401,3946,146,146.0,132,0.32917705735660846,243,0.6059850374064838,3933,0.2756141201612807,5.470388969906167,81,154,36,44,0.5432098765432098,0.13468412164859958,3.682047361220197
1272,0,401,4061,141,141.0,124,0.3092269326683292,245,0.6109725685785536,4045,0.2708979775357484,5.4792761925691895,81,171,33,47,0.5802469135802469,0.06386879441807833,3.7362723074198887
973,0,401,5228,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5214,0.28401615648259027,5.550080534066857,81,205,31,50,0.6172839506172839,0.1847593819993074,3.825315240053305
1500,0,401,3346,149,149.0,133,0.3316708229426434,238,0.5935162094763092,3331,0.259132393178856,5.447227412506992,81,114,35,45,0.5555555555555556,0.07381702632971758,3.6621096463405935
1432,0,401,3619,149,149.0,135,0.33665835411471323,240,0.5985037406483791,3606,0.2510348921202027,5.457230559762102,81,99,36,44,0.5432098765432098,0.021774599306438065,3.628707254965645
750,0,401,6882,113,113.0,99,0.24688279301745636,276,0.6882793017456359,6869,0.3178356621388131,5.605449989490711,81,269,26,56,0.691358024691358,0.16836728763273195,3.944482612465955
689,0,401,7276,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7265,0.3141900285714061,5.620700360636872,81,268,27,55,0.6790123456790124,0.20884686902989597,3.93296521660241
1453,0,401,3578,149,149.0,137,0.341645885286783,242,0.6034912718204489,3567,0.27540866909828754,5.465194842362976,81,93,37,44,0.5432098765432098,0.013858691795625275,3.615802750793123
883,0,401,5778,122,122.0,106,0.26433915211970077,265,0.6608478802992519,5763,0.2833968819713769,5.5629504936151655,81,217,28,54,0.6666666666666666,0.11759249396315358,3.8857004076131516
839,0,401,6228,121,121.0,109,0.2718204488778055,270,0.6733167082294265,6217,0.28551771916437313,5.58228546313209,81,203,29,53,0.654320987654321,0.08838399304487929,3.8621799805883734
681,0,401,7302,110,110.0,97,0.24189526184538654,280,0.6982543640897756,7290,0.3142081406735686,5.620775562749996,81,280,26,56,0.691358024691358,0.19964888666947067,3.950662851946908
906,0,401,5628,125,125.0,112,0.2793017456359102,265,0.6608478802992519,5616,0.2784811691258014,5.562445282947281,81,235,28,54,0.6666666666666666,0.10532387143876432,3.90433960978924
683,0,401,7300,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7289,0.3146587381891609,5.620757117249154,81,276,27,55,0.6790123456790124,0.19933994547211445,3.933135338341852
1313,0,401,3944,146,146.0,132,0.32917705735660846,243,0.6059850374064838,3931,0.2757869794712105,5.470397225423236,81,155,35,45,0.5555555555555556,0.12507458021643814,3.7038420135060908
1088,0,401,4809,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4795,0.26511699990061804,5.529514888863221,81,155,31,51,0.6296296296296297,0.11618574957512608,3.8118786231347803
1199,0,401,4491,139,139.0,123,0.30673316708229426,248,0.6184538653366584,4476,0.27460357213921777,5.492622449381932,81,145,33,46,0.5679012345679012,0.1316014830343891,3.715018161114855
1407,0,401,3675,150,150.0,138,0.34413965087281795,241,0.600997506234414,3664,0.26201624549893643,5.461777934933321,81,105,37,43,0.5308641975308642,0.030237968536432895,3.619415157092745
755,0,401,6891,114,114.0,100,0.24937655860349128,275,0.685785536159601,6878,0.3158476247031013,5.601800925495634,81,268,28,51,0.6296296296296297,0.24902315756058593,3.8575648045765534
925,0,401,5517,127,127.0,115,0.286783042394015,264,0.6583541147132169,5506,0.288901489231941,5.558577473207972,81,235,28,54,0.6666666666666666,0.11595694825080291,3.8982551091770548
1028,0,401,4846,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4832,0.27487822496589526,5.53006572835009,81,163,31,51,0.6296296296296297,0.10730731768552365,3.8199447070010186
1211,0,401,4435,140,140.0,124,0.3092269326683292,247,0.6159600997506235,4420,0.2682096452690173,5.488620465913187,81,135,33,47,0.5802469135802469,0.11448425235327805,3.7191176973424267
929,0,401,5431,128,128.0,116,0.2892768079800499,263,0.655860349127182,5420,0.2906973708321997,5.554601126961673,81,244,27,55,0.6790123456790124,0.12086324744572141,3.922786707757049
