center,is_twin_center,n_nodes,n_edges,n_components,zero_count_all,isolated_nodes,isolated_fraction,gc_size,gc_fraction,gc_edges,gc_spectral_gap,gc_entropy,core_nodes,core_edges,core_components,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy
1329,0,401,3882,146,146.0,134,0.3341645885286783,245,0.6109725685785536,3871,0.25980507155377386,5.477658266935505,41,29,23,17,0.4146341463414634,0.13352981175920967,2.6323533236505217
541,0,401,8966,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8952,0.34066679230743513,5.671465975252146,41,93,11,31,0.7560975609756098,0.06526245681197856,3.3092253927310304
738,0,401,6926,113,113.0,98,0.24438902743142144,275,0.685785536159601,6912,0.315718243180097,5.602064213818252,41,47,18,23,0.5609756097560976,0.06939528740490232,2.974171443766928
623,0,401,8076,105,105.0,93,0.23192019950124687,286,0.713216957605985,8065,0.3281502872884182,5.643083780119525,41,56,17,21,0.5121951219512195,0.1149246183729583,2.8994220284805863
1397,0,401,3706,151,151.0,139,0.34663341645885287,240,0.5985037406483791,3695,0.268208737306175,5.457833085727671,41,29,22,11,0.2682926829268293,0.23560205362543551,2.1919501075134638
1014,0,401,4978,131,131.0,118,0.2942643391521197,259,0.6458852867830424,4966,0.2766270923302475,5.538078020060665,41,28,23,10,0.24390243902439024,0.26734282083259103,2.1181170092881465
722,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,41,59,15,26,0.6341463414634146,0.05926080062757702,3.1052342840022717
1431,0,401,3591,150,150.0,136,0.33915211970074816,239,0.5960099750623441,3578,0.2500368781438191,5.4529610078564215,41,20,27,5,0.12195121951219512,0.7257081148225679,1.3498943414398354
1324,0,401,3876,146,146.0,133,0.3316708229426434,244,0.6084788029925187,3864,0.23121361519258088,5.4733960840333475,41,33,21,21,0.5121951219512195,0.026624951153595918,2.835683099904026
1277,0,401,4085,142,142.0,125,0.3117206982543641,244,0.6084788029925187,4069,0.26985138950117266,5.475374796904645,41,28,24,16,0.3902439024390244,0.08506357036335722,2.570541125445374
1071,0,401,4741,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4727,0.26274637272797435,5.529365563782424,41,22,27,9,0.21951219512195122,0.391484835985087,1.9902716781441807
1188,0,401,4495,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4481,0.2740652889129571,5.492635126200309,41,32,23,12,0.2926829268292683,0.35258785880436005,2.3139873675663445
691,0,401,7283,111,111.0,99,0.24688279301745636,280,0.6982543640897756,7272,0.3144143688199503,5.620713687675935,41,51,17,17,0.4146341463414634,0.1313144563282413,2.6511541521787825
764,0,401,6756,114,114.0,99,0.24688279301745636,274,0.683291770573566,6742,0.30719683372332673,5.597813513140617,41,60,15,25,0.6097560975609756,0.1859304926527056,3.075777728805839
1105,0,401,4627,138,138.0,124,0.3092269326683292,251,0.6259351620947631,4614,0.2752573603631731,5.505587288237852,41,38,20,20,0.4878048780487805,0.03959809227472513,2.798422865043363
946,0,401,5360,126,126.0,111,0.27680798004987534,262,0.6533665835411472,5346,0.28743915432340117,5.550538627300468,41,51,19,22,0.5365853658536586,0.04821354865492913,2.9272462737082336
1033,0,401,4884,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4871,0.277535630164232,5.530191604012491,41,29,23,11,0.2682926829268293,0.12331409104604263,2.1850027271728707
633,0,401,7927,106,106.0,93,0.23192019950124687,284,0.7082294264339152,7915,0.3289562919063406,5.635914378355473,41,53,17,22,0.5365853658536586,0.10648198566398716,2.9319552031010376
542,0,401,8977,94,94.0,79,0.1970074812967581,294,0.7331670822942643,8963,0.34111745575216307,5.671469596594541,41,93,11,31,0.7560975609756098,0.06526245681197856,3.3092253927310304
669,0,401,7452,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7440,0.31314209796691145,5.628050708212788,41,54,16,24,0.5853658536585366,0.07878067543110041,3.010394644487839
809,0,401,6611,118,118.0,104,0.2593516209476309,271,0.6758104738154613,6598,0.2867010975123679,5.586670860427175,41,53,17,24,0.5853658536585366,0.07677006804898068,3.0214183880070165
1388,0,401,3729,150,150.0,137,0.341645885286783,240,0.5985037406483791,3717,0.26193219199846746,5.457814950246801,41,27,25,12,0.2926829268292683,0.2249920822047445,2.297863431948717
1355,0,401,3846,147,147.0,136,0.33915211970074816,245,0.6109725685785536,3836,0.2632786003923505,5.477741776957094,41,26,26,7,0.17073170731707318,0.6615518386889868,1.7583315325374371
509,0,401,9504,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9490,0.3403520968366432,5.688784446839239,41,97,12,30,0.7317073170731707,0.18038370947392804,3.278468903758926
654,0,401,7613,107,107.0,92,0.22942643391521197,281,0.7007481296758105,7599,0.3305988715066891,5.624878647828345,41,59,16,22,0.5365853658536586,0.06322124965668763,2.9338100026898175
735,0,401,6908,112,112.0,97,0.24189526184538654,276,0.6882793017456359,6894,0.315416864741909,5.605553924636318,41,54,17,24,0.5853658536585366,0.09033661875174973,3.0301789889057247
860,0,401,6008,121,121.0,104,0.2593516209476309,265,0.6608478802992519,5992,0.2897711391905776,5.563486147756823,41,51,19,22,0.5365853658536586,0.15656679630159195,2.9318909560600193
1055,0,401,4867,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4854,0.2682405146127455,5.5300594666443486,41,39,20,19,0.4634146341463415,0.11257558134830176,2.7651260601731047
852,0,401,6053,122,122.0,107,0.26683291770573564,266,0.6633416458852868,6039,0.28762259031015625,5.567244298183952,41,48,19,22,0.5365853658536586,0.1179380722596115,2.9232773169477295
661,0,401,7606,108,108.0,95,0.23690773067331672,282,0.7032418952618454,7594,0.32111973756697165,5.6284102563728595,41,57,16,23,0.5609756097560976,0.14149930588890738,2.977071039975989
897,0,401,5599,125,125.0,111,0.27680798004987534,264,0.6583541147132169,5586,0.2791703574977126,5.558736163688019,41,48,19,19,0.4634146341463415,0.1585705281014717,2.7694670482285635
832,0,401,6237,119,119.0,105,0.26184538653366585,270,0.6733167082294265,6224,0.2841965847566779,5.582308470541319,41,42,18,23,0.5609756097560976,0.01882331219290264,2.9405424880991826
513,0,401,9393,89,89.0,75,0.18703241895261846,300,0.7481296758104738,9380,0.33847532783471984,5.69193381336288,41,93,11,31,0.7560975609756098,0.2132987555827891,3.3206604528902885
550,0,401,8939,95,95.0,82,0.20448877805486285,295,0.7356608478802993,8927,0.3339128560910874,5.674773886842445,41,99,12,28,0.6829268292682927,0.27483608122130865,3.2249365318714958
562,0,401,8757,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8746,0.3319574491095313,5.667729628245452,41,99,13,27,0.6585365853658537,0.2685398564888133,3.2028320244082975
1231,0,401,4436,139,139.0,124,0.3092269326683292,249,0.6209476309226932,4422,0.27584222021979327,5.496706296319423,41,26,24,8,0.1951219512195122,0.36328220943581946,1.8775396566532954
957,0,401,5289,128,128.0,113,0.2817955112219451,260,0.6483790523690773,5275,0.2956343526388845,5.542310931579742,41,42,20,19,0.4634146341463415,0.0408935185815827,2.76727441142025
580,0,401,8614,101,101.0,89,0.22194513715710723,290,0.7231920199501247,8603,0.3422618667469258,5.656931977203458,41,102,12,30,0.7317073170731707,0.16694381323988136,3.298320509181277
899,0,401,5653,125,125.0,112,0.2793017456359102,265,0.6608478802992519,5641,0.27677946302592055,5.562572436948943,41,50,18,20,0.4878048780487805,0.13168265955428152,2.818008512038959
1321,0,401,3944,145,145.0,132,0.32917705735660846,245,0.6109725685785536,3932,0.27151679509666293,5.478546863776494,41,30,22,20,0.4878048780487805,0.027616961959184724,2.7725791371559576
1441,0,401,3580,149,149.0,135,0.33665835411471323,240,0.5985037406483791,3567,0.277571136621408,5.457037106778394,41,14,29,5,0.12195121951219512,0.34594266799662543,1.2639167128155817
1310,0,401,3987,145,145.0,131,0.3266832917705736,244,0.6084788029925187,3974,0.27469327841194013,5.4749947227588995,41,30,24,16,0.3902439024390244,0.13695299969556277,2.5880247477902203
511,0,401,9445,89,89.0,74,0.18453865336658354,299,0.7456359102244389,9431,0.3412437693746183,5.688697030151149,41,91,12,30,0.7317073170731707,0.17602674636823473,3.275450530610083
1293,0,401,3967,146,146.0,131,0.3266832917705736,242,0.6034912718204489,3953,0.2687119679567595,5.4668124428630716,41,37,22,18,0.43902439024390244,0.13481505988990042,2.720669390007586
1232,0,401,4463,138,138.0,123,0.30673316708229426,250,0.6234413965087282,4449,0.2762726402759642,5.500776513970627,41,22,25,7,0.17073170731707318,0.3496723071493728,1.7090578532911531
878,0,401,5900,121,121.0,105,0.26184538653366585,266,0.6633416458852868,5885,0.2867280810475445,5.56691607141185,41,50,20,16,0.3902439024390244,0.1282690724691314,2.607052575341149
721,0,401,7004,111,111.0,97,0.24189526184538654,278,0.6932668329177057,6991,0.3090411988869671,5.612940366174191,41,55,16,25,0.6097560975609756,0.07612305110305359,3.059226814986782
1197,0,401,4490,140,140.0,125,0.3117206982543641,248,0.6184538653366584,4476,0.27460357213921777,5.492622449381932,41,25,25,13,0.3170731707317073,0.15996554965608206,2.3562083665932008
1027,0,401,4845,132,132.0,118,0.2942643391521197,257,0.6408977556109726,4832,0.27487822496589526,5.53006572835009,41,33,22,16,0.3902439024390244,0.04725251861240963,2.566106349530195
1282,0,401,4068,144,144.0,128,0.3192019950124688,243,0.6059850374064838,4053,0.26971612539013395,5.471260844458572,41,28,23,17,0.4146341463414634,0.04367830270854138,2.617561170172663
625,0,401,8080,105,105.0,93,0.23192019950124687,286,0.713216957605985,8069,0.32726788321953587,5.643084821032162,41,65,16,22,0.5365853658536586,0.16081924042536408,2.9625102358657447
994,0,401,5048,129,129.0,115,0.286783042394015,260,0.6483790523690773,5035,0.2807915273621676,5.5421621783906385,41,33,21,17,0.4146341463414634,0.19027210477599746,2.657978935554193
1139,0,401,4517,139,139.0,127,0.3167082294264339,252,0.628428927680798,4506,0.2676712332524885,5.5085071468549245,41,32,22,17,0.4146341463414634,0.12227030094569578,2.6354863622130353
563,0,401,8798,98,98.0,86,0.2144638403990025,293,0.7306733167082294,8787,0.3321948245603247,5.667826908524788,41,102,12,28,0.6829268292682927,0.2602735252480691,3.2399712696413316
514,0,401,9479,89,89.0,76,0.18952618453865336,301,0.7506234413965087,9467,0.34141193408864606,5.695335391465585,41,98,11,31,0.7560975609756098,0.22455571247723682,3.3222560600048636
1144,0,401,4612,138,138.0,127,0.3167082294264339,254,0.6334164588528678,4602,0.26893550100809616,5.516517130452253,41,28,24,14,0.34146341463414637,0.1042834651430111,2.4275016411812946
1006,0,401,4974,131,131.0,116,0.2892768079800499,257,0.6408977556109726,4960,0.27194123198964476,5.530407195995424,41,41,17,23,0.5609756097560976,0.06404073729699537,2.944756879285579
834,0,401,6247,120,120.0,107,0.26683291770573564,270,0.6733167082294265,6235,0.2845379042242688,5.582328922932209,41,42,18,23,0.5609756097560976,0.018690468943190784,2.938101854876363
1380,0,401,3653,151,151.0,140,0.3491271820448878,241,0.600997506234414,3643,0.2590104215862908,5.460925723673609,41,34,22,15,0.36585365853658536,0.22212830255097643,2.5406155797920977
1127,0,401,4537,140,140.0,127,0.3167082294264339,250,0.6234413965087282,4525,0.27189338059068163,5.501034832140007,41,30,21,18,0.43902439024390244,0.052923145252006316,2.6611685514861247
932,0,401,5405,127,127.0,114,0.28428927680798005,263,0.655860349127182,5393,0.2947568051438863,5.554535137385822,41,50,18,20,0.4878048780487805,0.16326038892720268,2.8537600570184667
1066,0,401,4799,132,132.0,117,0.29177057356608477,256,0.6384039900249376,4785,0.2707456212671988,5.525877410581259,41,26,26,12,0.2926829268292683,0.29485392472961536,2.3007572510495757
707,0,401,7142,110,110.0,98,0.24438902743142144,281,0.7007481296758105,7131,0.30604927969828505,5.623916142887432,41,53,16,26,0.6341463414634146,0.07670385633061666,3.098628012037215
875,0,401,5898,122,122.0,108,0.26932668329177056,267,0.6658354114713217,5885,0.28578406050683136,5.5706160498239266,41,55,19,18,0.43902439024390244,0.19976331200268907,2.7424669841769704
