t,center,is_twin,core_edges,core_components,core_isolated_nodes,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy,t_mod_13,is_forbidden_13,dist_to_forbid_13,t_mod_17,is_forbidden_17,dist_to_forbid_17,t_mod_19,is_forbidden_19,dist_to_forbid_19,layer_hits_L1,layer_hits_L2,layer_hits_L3,layer_allow_L1,layer_allow_L2,layer_allow_L3
37532,1040387040,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,13,0,1,7,0,6,0,0,0,1,1,1
154673,4287535560,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,7,0,2,13,0,5,0,0,0,1,1,1
157402,4363183440,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,16,0,4,6,0,5,0,0,0,1,1,1
124383,3447896760,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,11,0,1,9,0,8,0,0,0,1,1,1
76559,2122215480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,8,0,3,8,0,7,0,0,0,1,1,1
189721,5259066120,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,6,0,5,0,0,0,1,1,1
104203,2888507160,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,10,0,2,7,0,6,0,0,0,1,1,1
123479,3422837880,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,17,0,1,0,0,0,1,1,1
65832,1824863040,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,8,0,3,16,0,2,0,0,0,1,1,1
160745,4455851400,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,10,0,2,5,0,4,0,0,0,1,1,1
34667,960969240,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,4,0,1,11,0,7,0,0,0,1,1,1
1107,30686040,1,2,59,57,2,0.03278688524590164,2.0,-0.0,2,0,1,2,0,3,5,0,4,0,0,0,1,1,1
198392,5499426240,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,2,0,3,13,0,5,0,0,0,1,1,1
158128,4383308160,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,11,0,1,10,0,8,0,0,0,1,1,1
105146,2914647120,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,1,0,4,0,0,1,0,0,0,1,1,1
192181,5327257320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,13,0,1,15,0,3,0,0,0,1,1,1
33440,926956800,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,1,0,4,0,0,1,0,0,0,1,1,1
12701,352071720,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,2,0,3,9,0,8,0,0,0,1,1,1
111200,3082464000,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,3,0,2,12,0,6,0,0,0,1,1,1
146464,4059982080,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,9,0,3,12,0,6,0,0,0,1,1,1
111568,3092664960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,14,0,2,0,0,1,0,0,0,1,1,1
131920,3656822400,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,0,0,5,3,0,2,0,0,0,1,1,1
95425,2645181000,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,4,0,1,7,0,6,0,0,0,1,1,1
110532,3063947040,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,15,0,3,9,0,8,0,0,0,1,1,1
63525,1760913000,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,13,0,1,8,0,7,0,0,0,1,1,1
141871,3932664120,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,6,0,1,17,0,1,0,0,0,1,1,1
105081,2912845320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,11,0,7,0,0,0,1,1,1
55781,1546249320,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,4,0,1,16,0,2,0,0,0,1,1,1
52235,1447954200,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,11,0,1,4,0,3,0,0,0,1,1,1
118710,3290641200,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,16,0,4,17,0,1,0,0,0,1,1,1
15416,427331520,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,14,0,2,7,0,6,0,0,0,1,1,1
129981,3603073320,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,16,0,4,2,0,1,0,0,0,1,1,1
116536,3230377920,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,1,0,4,9,0,8,0,0,0,1,1,1
160364,4445290080,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,3,0,2,4,0,3,0,0,0,1,1,1
79132,2193539040,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,14,0,2,16,0,2,0,0,0,1,1,1
50533,1400774760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,9,0,3,12,0,6,0,0,0,1,1,1
182028,5045816160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,9,0,3,8,0,7,0,0,0,1,1,1
116943,3241659960,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,0,0,5,17,0,1,0,0,0,1,1,1
17133,474926760,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,14,0,2,14,0,4,0,0,0,1,1,1
89029,2467883880,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,0,0,5,14,0,4,0,0,0,1,1,1
79131,2193511320,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,13,0,1,15,0,3,0,0,0,1,1,1
161279,4470653880,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,0,0,5,7,0,6,0,0,0,1,1,1
199909,5541477480,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,6,0,1,10,0,8,0,0,0,1,1,1
97482,2702201040,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,4,0,1,12,0,6,0,0,0,1,1,1
13312,369008640,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,1,0,4,12,0,6,0,0,0,1,1,1
118093,3273537960,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,11,0,1,8,0,7,0,0,0,1,1,1
12476,345834720,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,15,0,3,12,0,6,0,0,0,1,1,1
192652,5340313440,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,11,0,7,0,0,0,1,1,1
120606,3343198320,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,13,0,5,0,0,0,1,1,1
89896,2491917120,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,0,0,5,7,0,6,0,0,0,1,1,1
29222,810033840,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,16,0,4,0,0,1,0,0,0,1,1,1
148227,4108852440,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,4,0,1,8,0,7,0,0,0,1,1,1
188128,5214908160,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,6,0,1,9,0,8,0,0,0,1,1,1
98502,2730475440,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,4,0,1,6,0,5,0,0,0,1,1,1
72016,1996283520,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,4,0,1,6,0,5,0,0,0,1,1,1
140486,3894271920,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,15,0,3,0,0,1,0,0,0,1,1,1
79299,2198168280,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,11,0,1,12,0,6,0,0,0,1,1,1
138449,3837806280,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,15,0,3,0,0,0,1,1,1
183671,5091360120,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,3,0,2,17,0,1,0,0,0,1,1,1
187258,5190791760,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,3,0,2,13,0,5,0,0,0,1,1,1
105345,2920163400,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,13,0,1,9,0,8,0,0,0,1,1,1
73771,2044932120,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,8,0,3,13,0,5,0,0,0,1,1,1
144260,3998887200,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,15,0,3,12,0,6,0,0,0,1,1,1
188760,5232427200,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,9,0,3,14,0,4,0,0,0,1,1,1
82152,2277253440,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,15,0,3,0,0,0,1,1,1
11791,326846520,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,10,0,2,11,0,7,0,0,0,1,1,1
52844,1464835680,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,8,0,3,5,0,4,0,0,0,1,1,1
33756,935716320,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,11,0,1,12,0,6,0,0,0,1,1,1
4047,112182840,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,1,0,4,0,0,1,0,0,0,1,1,1
134556,3729892320,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,1,0,4,17,0,1,0,0,0,1,1,1
158976,4406814720,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,9,0,3,3,0,2,0,0,0,1,1,1
36360,1007899200,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,14,0,2,13,0,5,0,0,0,1,1,1
152255,4220508600,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,3,0,2,8,0,7,0,0,0,1,1,1
173301,4803903720,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,3,0,2,2,0,1,0,0,0,1,1,1
10184,282300480,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,1,0,4,0,0,1,0,0,0,1,1,1
149840,4153564800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,2,0,3,6,0,5,0,0,0,1,1,1
175881,4875421320,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,16,0,4,17,0,1,0,0,0,1,1,1
39566,1096769520,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,7,0,2,8,0,7,0,0,0,1,1,1
98889,2741203080,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,0,0,5,13,0,5,0,0,0,1,1,1
114608,3176933760,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,11,0,1,0,0,1,0,0,0,1,1,1
64937,1800053640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,14,0,2,14,0,4,0,0,0,1,1,1
197230,5467215600,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,13,0,1,10,0,8,0,0,0,1,1,1
7317,202827240,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,7,0,2,2,0,1,0,0,0,1,1,1
147380,4085373600,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,7,0,2,16,0,2,0,0,0,1,1,1
161820,4485650400,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,14,0,2,16,0,2,0,0,0,1,1,1
198601,5505219720,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,7,0,2,13,0,5,0,0,0,1,1,1
86498,2397724560,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,2,0,3,10,0,8,0,0,0,1,1,1
190471,5279856120,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,3,0,2,15,0,3,0,0,0,1,1,1
2710,75121200,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,7,0,2,12,0,6,0,0,0,1,1,1
96909,2686317480,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,9,0,3,9,0,8,0,0,0,1,1,1
120029,3327203880,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,9,0,3,6,0,5,0,0,0,1,1,1
66987,1856879640,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,7,0,2,12,0,6,0,0,0,1,1,1
15444,428107680,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,8,0,3,16,0,2,0,0,0,1,1,1
75375,2089395000,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,14,0,2,2,0,1,0,0,0,1,1,1
85350,2365902000,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,10,0,2,2,0,1,0,0,0,1,1,1
48515,1344835800,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,14,0,2,8,0,7,0,0,0,1,1,1
130363,3613662360,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,7,0,2,4,0,3,0,0,0,1,1,1
110252,3056185440,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,7,0,2,14,0,4,0,0,0,1,1,1
133566,3702449520,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,14,0,2,15,0,3,0,0,0,1,1,1
10350,286902000,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,14,0,2,14,0,4,0,0,0,1,1,1
2503,69383160,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,4,0,1,14,0,4,0,0,0,1,1,1
159103,4410335160,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,0,0,5,16,0,2,0,0,0,1,1,1
47416,1314371520,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,3,0,2,11,0,7,0,0,0,1,1,1
57525,1594593000,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,14,0,2,12,0,6,0,0,0,1,1,1
11277,312598440,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,6,0,1,10,0,8,0,0,0,1,1,1
80547,2232762840,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,6,0,5,0,0,0,1,1,1
169352,4694437440,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,15,0,3,5,0,4,0,0,0,1,1,1
47706,1322410320,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,4,0,1,16,0,2,0,0,0,1,1,1
171596,4756641120,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,15,0,3,7,0,6,0,0,0,1,1,1
56194,1557697680,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,9,0,3,11,0,7,0,0,0,1,1,1
91304,2530946880,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,14,0,2,9,0,8,0,0,0,1,1,1
160122,4438581840,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,16,0,4,9,0,8,0,0,0,1,1,1
148907,4127702040,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,4,0,1,4,0,3,0,0,0,1,1,1
84522,2342949840,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,15,0,3,10,0,8,0,0,0,1,1,1
170331,4721575320,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,8,0,3,15,0,3,0,0,0,1,1,1
24317,674067240,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,7,0,2,16,0,2,0,0,0,1,1,1
27828,771392160,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,16,0,4,12,0,6,0,0,0,1,1,1
139713,3872844360,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,7,0,2,6,0,5,0,0,0,1,1,1
177092,4908990240,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,3,0,2,12,0,6,0,0,0,1,1,1
181377,5027770440,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,4,0,1,3,0,2,0,0,0,1,1,1
83461,2313538920,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,8,0,3,13,0,5,0,0,0,1,1,1
56633,1569866760,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,6,0,1,13,0,5,0,0,0,1,1,1
167858,4653023760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,0,0,5,12,0,6,0,0,0,1,1,1
16751,464337720,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,6,0,1,12,0,6,0,0,0,1,1,1
121999,3381812280,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,7,0,2,0,0,1,0,0,0,1,1,1
126965,3519469800,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,9,0,3,7,0,6,0,0,0,1,1,1
141772,3929919840,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,9,0,3,13,0,5,0,0,0,1,1,1
30216,837587520,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,7,0,2,6,0,5,0,0,0,1,1,1
14825,410949000,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,1,0,4,5,0,4,0,0,0,1,1,1
186394,5166841680,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,6,0,1,4,0,3,0,0,0,1,1,1
136014,3770308080,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,14,0,2,12,0,6,0,0,0,1,1,1
137332,3806843040,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,6,0,1,0,0,1,0,0,0,1,1,1
166463,4614354360,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,16,0,4,4,0,3,0,0,0,1,1,1
109940,3047536800,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,6,0,5,0,0,0,1,1,1
43656,1210144320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,0,0,5,13,0,5,0,0,0,1,1,1
157781,4373689320,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,4,0,1,5,0,4,0,0,0,1,1,1
37192,1030962240,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,13,0,1,9,0,8,0,0,0,1,1,1
56453,1564877160,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,13,0,1,4,0,3,0,0,0,1,1,1
61963,1717614360,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,15,0,3,4,0,3,0,0,0,1,1,1
71622,1985361840,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,1,0,4,11,0,7,0,0,0,1,1,1
8787,243575640,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,15,0,3,9,0,8,0,0,0,1,1,1
72567,2011557240,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,11,0,1,6,0,5,0,0,0,1,1,1
61095,1693553400,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,14,0,2,10,0,8,0,0,0,1,1,1
126052,3494161440,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,14,0,2,6,0,5,0,0,0,1,1,1
5631,156091320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,4,0,1,7,0,6,0,0,0,1,1,1
2026,56160720,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,3,0,2,12,0,6,0,0,0,1,1,1
129247,3582726840,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,13,0,1,9,0,8,0,0,0,1,1,1
97384,2699484480,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,8,0,3,9,0,8,0,0,0,1,1,1
177818,4929114960,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,15,0,3,16,0,2,0,0,0,1,1,1
6743,186915960,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,11,0,1,17,0,1,0,0,0,1,1,1
9854,273152880,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,11,0,1,12,0,6,0,0,0,1,1,1
73114,2026720080,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,14,0,2,2,0,1,0,0,0,1,1,1
137203,3803267160,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,13,0,1,4,0,3,0,0,0,1,1,1
87364,2421730080,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,1,0,4,2,0,1,0,0,0,1,1,1
53751,1489977720,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,14,0,2,0,0,1,0,0,0,1,1,1
91624,2539817280,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,11,0,1,6,0,5,0,0,0,1,1,1
30710,851281200,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,8,0,3,6,0,5,0,0,0,1,1,1
84533,2343254760,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,9,0,3,2,0,1,0,0,0,1,1,1
98519,2730946680,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,4,0,1,4,0,3,0,0,0,1,1,1
62090,1721134800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,6,0,1,17,0,1,0,0,0,1,1,1
165680,4592649600,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,15,0,3,0,0,1,0,0,0,1,1,1
5655,156756600,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,11,0,1,12,0,6,0,0,0,1,1,1
111503,3090863160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,0,0,5,11,0,7,0,0,0,1,1,1
43399,1203020280,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,15,0,3,3,0,2,0,0,0,1,1,1
148316,4111319520,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,8,0,3,2,0,1,0,0,0,1,1,1
66120,1832846400,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,7,0,2,0,0,1,0,0,0,1,1,1
129830,3598887600,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,1,0,4,3,0,2,0,0,0,1,1,1
65325,1810809000,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,11,0,1,3,0,2,0,0,0,1,1,1
164101,4548879720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,0,0,5,17,0,1,0,0,0,1,1,1
136732,3790211040,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,1,0,4,8,0,7,0,0,0,1,1,1
121407,3365402040,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,10,0,2,16,0,2,0,0,0,1,1,1
182737,5065469640,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,4,0,1,14,0,4,0,0,0,1,1,1
54760,1517947200,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,3,0,2,2,0,1,0,0,0,1,1,1
121179,3359081880,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,3,0,2,16,0,2,0,0,0,1,1,1
19639,544393080,1,0,61,61,1,0.01639344262295082,0.0,0.0,9,0,1,4,0,1,12,0,6,0,0,0,1,1,1
159139,4411333080,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,2,0,3,14,0,4,0,0,0,1,1,1
10061,278890920,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,14,0,2,10,0,8,0,0,0,1,1,1
85990,2383642800,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,4,0,1,15,0,3,0,0,0,1,1,1
38842,1076700240,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,14,0,2,6,0,5,0,0,0,1,1,1
151646,4203627120,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,6,0,1,7,0,6,0,0,0,1,1,1
29015,804295800,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,13,0,1,2,0,1,0,0,0,1,1,1
34630,959943600,1,0,61,61,1,0.01639344262295082,0.0,0.0,11,0,1,1,0,4,12,0,6,0,0,0,1,1,1
33347,924378840,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,10,0,2,2,0,1,0,0,0,1,1,1
146186,4052275920,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,3,0,2,0,0,1,0,0,0,1,1,1
108655,3011916600,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,8,0,3,13,0,5,0,0,0,1,1,1
179284,4969752480,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,2,0,3,0,0,1,0,0,0,1,1,1
3580,99237600,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,10,0,2,8,0,7,0,0,0,1,1,1
140420,3892442400,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,0,0,5,10,0,8,0,0,0,1,1,1
167949,4655546280,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,6,0,1,8,0,7,0,0,0,1,1,1
108765,3014965800,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,16,0,4,9,0,8,0,0,0,1,1,1
111813,3099456360,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,4,0,1,17,0,1,0,0,0,1,1,1
62562,1734218640,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,2,0,3,14,0,4,0,0,0,1,1,1
121406,3365374320,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,9,0,3,15,0,3,0,0,0,1,1,1
11369,315148680,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,13,0,1,7,0,6,0,0,0,1,1,1
28535,790990200,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,9,0,3,16,0,2,0,0,0,1,1,1
163353,4528145160,1,0,61,61,1,0.01639344262295082,0.0,0.0,8,0,2,0,0,5,10,0,8,0,0,0,1,1,1
25251,699957720,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,6,0,1,0,0,1,0,0,0,1,1,1
195259,5412579480,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,14,0,2,15,0,3,0,0,0,1,1,1
21283,589964760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,16,0,4,3,0,2,0,0,0,1,1,1
60333,1672430760,1,0,61,61,1,0.01639344262295082,0.0,0.0,0,0,3,0,0,5,8,0,7,0,0,0,1,1,1
119303,3307079160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2,0,1,14,0,2,2,0,1,0,0,0,1,1,1
51960,1440331200,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,8,0,3,14,0,4,0,0,0,1,1,1
131221,3637446120,1,0,61,61,1,0.01639344262295082,0.0,0.0,12,0,2,15,0,3,7,0,6,0,0,0,1,1,1
151454,4198304880,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,1,0,4,5,0,4,0,0,0,1,1,1
39345,1090643400,1,0,61,61,1,0.01639344262295082,0.0,0.0,7,0,3,7,0,2,15,0,3,0,0,0,1,1,1
995,27581400,1,3,58,55,2,0.03278688524590164,2.0,-0.0,7,0,3,9,0,3,7,0,6,0,0,0,1,1,1
46766,1296353520,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,16,0,4,7,0,6,0,0,0,1,1,1
22548,625030560,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,6,0,1,14,0,4,0,0,0,1,1,1
100819,2794702680,1,0,61,61,1,0.01639344262295082,0.0,0.0,4,0,1,9,0,3,5,0,4,0,0,0,1,1,1
7363,204102360,1,0,61,61,1,0.01639344262295082,0.0,0.0,5,0,2,2,0,3,10,0,8,0,0,0,1,1,1
26248,727594560,1,0,61,61,1,0.01639344262295082,0.0,0.0,1,0,2,0,0,5,9,0,8,0,0,0,1,1,1
41385,1147192200,1,0,61,61,1,0.01639344262295082,0.0,0.0,6,0,3,7,0,2,3,0,2,0,0,0,1,1,1
