p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,ap_count_delta_20000000,ap_harm_delta_20000000,ap_count_delta_50000000,ap_harm_delta_50000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000,survive_20000000,survive_50000000
15737,0,4,0.20250626566416038,7,0.23288417264090455,15,0.27434524693467943,26,0.29984293288455344,46,0.32135855251518297,102,0.3483242929959353,1,1,1,1,1,1
15739,0,3,0.11805555555555554,5,0.14479166666666662,13,0.1842658447834875,24,0.20798913101700187,41,0.22843171941367138,94,0.25402844845895745,1,1,1,1,1,1
15749,0,3,0.07369482173174872,4,0.08349874330037618,11,0.11983361319909969,22,0.1441316856490414,43,0.1676539219726166,101,0.19503817248968694,1,1,1,1,1,0
15761,0,4,0.09856950844854069,8,0.14345443618230563,15,0.1801084303105368,26,0.2043731602068268,43,0.22385352757385535,90,0.24564207306645547,0,0,0,0,0,0
15767,0,4,0.13187423687423688,4,0.13187423687423688,9,0.15631586980271195,17,0.17300100424740517,36,0.19443629268015852,90,0.22010220619627213,0,0,0,0,0,0
15773,0,2,0.04946236559139785,5,0.08338330576233802,11,0.11179435374521703,24,0.1396491652171074,46,0.1637837991859419,103,0.19062709920722593,1,1,1,1,1,1
15787,0,0,0.0,1,0.011111111111111112,6,0.03854368364022238,18,0.06589671280611034,41,0.09332313376091805,90,0.11656174560998256,1,1,1,1,1,1
15791,1,1,0.03125,3,0.05256519274376417,12,0.09389502202270338,20,0.11406445044624346,40,0.1366689238373499,97,0.16355629147085518,0,0,0,0,0,0
15797,0,2,0.10476190476190475,4,0.12767857142857142,12,0.17038094947881996,27,0.20179012618531622,51,0.2285127545699845,108,0.2553798253415718,1,1,1,1,1,1
15803,1,1,0.041666666666666664,4,0.07336766148241557,14,0.1201641933657635,24,0.1428042745351681,42,0.1637521775622141,92,0.1886499177528302,0,0,0,0,0,0
15809,0,5,0.27274278887182113,6,0.2818336979627302,13,0.3139328255060241,21,0.3318904406321734,43,0.355957093006806,89,0.3775268530729179,1,1,1,1,1,1
15817,0,0,0.0,2,0.026263297872340427,9,0.05712212353037584,17,0.07542521817557243,40,0.10044168663658078,97,0.12843847083726,1,1,1,1,1,1
15823,0,1,0.1,3,0.12052845528455285,9,0.14922944621495804,20,0.1732775651770897,40,0.19587456495685576,86,0.21735312213036004,1,1,1,1,1,1
15859,0,5,0.22601822338130656,9,0.2685326533957366,16,0.30196837113380803,27,0.3254144519019792,53,0.35355191589583734,122,0.3857869673420187,0,0,0,0,0,0
15877,0,0,0.0,2,0.024184149184149184,10,0.06177111185231681,28,0.1001519467858939,48,0.12216791761113684,97,0.14517758142138887,1,0,0,0,0,0
15881,0,1,0.017857142857142856,4,0.053657453657453655,11,0.09218890640080804,17,0.10678436276183303,44,0.13491161067819304,99,0.16148870160547585,1,1,1,1,1,1
15887,0,3,0.08035714285714285,6,0.11183315431435731,12,0.14013118331083235,24,0.16676465599343823,38,0.18209399624526007,102,0.21367725923853337,0,0,0,0,0,0
15889,0,0,0.0,3,0.028916795712154317,8,0.052766445274823534,14,0.06445649336881648,38,0.09057728742553384,94,0.11567342479694341,1,1,1,1,1,1
15901,0,2,0.05507246376811594,3,0.06340579710144928,10,0.10017943881433009,17,0.11512933283344937,37,0.1372121582158882,85,0.16112660517432056,0,0,0,0,0,0
15907,0,0,0.0,3,0.03594911377930246,9,0.06703789441487934,21,0.09247183675211429,44,0.11776715819190407,103,0.14505630505372677,1,1,1,0,0,0
15913,1,2,0.06719367588932806,3,0.0755270092226614,11,0.1137366867092463,19,0.1313029142589824,38,0.15080576058203904,93,0.17726124696205717,0,0,0,0,0,0
15919,0,4,0.20436507936507936,7,0.24028228715728714,12,0.2665476863875619,24,0.2925029987904131,41,0.31194834575814256,95,0.33761255829360454,1,0,0,0,0,0
15923,1,1,0.02,4,0.05029970760233918,8,0.06537107219034438,18,0.08726022431155728,43,0.11591757046777856,105,0.14536367239390408,0,0,0,0,0,0
15937,0,4,0.13518518518518519,4,0.13518518518518519,12,0.1776659637992881,25,0.20604247859339483,43,0.22507264325620038,93,0.24868728387041544,1,1,1,1,1,1
15959,0,1,0.023809523809523808,5,0.06523274084749495,15,0.11423019816278317,27,0.1419915244306947,42,0.1589183599117219,101,0.18688667309840543,1,1,1,1,1,1
15971,0,1,0.020833333333333332,3,0.04583333333333334,9,0.07601422602906974,19,0.09916994512312913,38,0.12023277563648695,89,0.14510337451502497,1,1,1,1,1,1
15973,0,2,0.05507246376811594,3,0.06896135265700483,7,0.08774886322792057,14,0.10447754107431957,32,0.12430351241841757,89,0.1515162893270147,0,0,0,0,0,0
15991,0,1,0.1,5,0.14609663710273466,14,0.19171986568176966,24,0.2156544725907849,38,0.2311132219960425,86,0.25466931850644353,0,0,0,0,0,0
16001,0,1,0.020833333333333332,2,0.03125,6,0.053670506498176396,12,0.06758824741492887,35,0.09375511994294862,78,0.11489155585835654,1,1,1,1,1,1
16007,0,1,0.02,5,0.06827226345083488,12,0.10052582317415265,18,0.11389475357485562,37,0.13409864187154988,91,0.16025600311573673,1,1,1,1,1,1
16033,0,1,0.018518518518518517,2,0.027447089947089946,7,0.04712255915165185,15,0.06497322402259054,28,0.0799638015138587,81,0.10659671378413368,1,1,1,1,1,1
16057,0,3,0.06525764895330113,5,0.08509586158812395,12,0.12199210388408574,21,0.14028227966183843,41,0.16327825501131768,92,0.1877844344663165,1,1,1,1,1,1
16061,0,3,0.16196236559139787,3,0.16196236559139787,13,0.20734508032584126,20,0.22184256191819726,34,0.23751458484703405,87,0.26350263513697886,1,1,1,1,1,1
16063,0,1,0.023809523809523808,3,0.04880952380952381,6,0.05992243051066581,14,0.0771901994036694,36,0.10034467371403127,84,0.12487236588596716,1,1,1,1,1,1
16067,0,2,0.03869047619047619,4,0.05744047619047619,13,0.10493452932085415,28,0.1392051618374827,47,0.15954801855206124,105,0.19007218698566486,1,1,1,1,1,1
16069,0,2,0.075,4,0.10064935064935066,10,0.12796778213588347,17,0.143328472634904,32,0.1602387602770896,88,0.18805826055108854,1,1,1,1,1,1
16073,0,3,0.10780423280423279,6,0.14582102866986588,9,0.1602828589211698,19,0.1820594248959007,41,0.2070172917425826,101,0.23776549570201821,1,1,1,1,1,1
16087,0,1,0.017241379310344827,3,0.04163830913490623,12,0.08765577881964674,20,0.10464190200066854,36,0.12387313000499996,97,0.15505083587409854,1,1,1,1,1,0
16091,1,2,0.041666666666666664,4,0.06097449908925319,9,0.0848890129336929,15,0.0979182556020401,33,0.11810265098748778,82,0.1418204747923881,0,0,0,0,0,0
16097,0,2,0.0625,5,0.09944841979725699,15,0.1518347739978138,26,0.17690335943575283,43,0.19562955427900303,97,0.22166602106197245,1,1,1,1,1,1
16103,0,0,0.0,2,0.019444444444444445,7,0.04241129679019958,13,0.05546420833208924,33,0.07815858498915026,95,0.10842634440337962,1,1,1,1,1,0
16111,0,1,0.05555555555555555,5,0.09917061450080318,10,0.12352574863943658,16,0.13703341728823423,35,0.15858110858145583,89,0.18462458859719466,1,1,1,1,1,1
16127,0,1,0.038461538461538464,5,0.08924195174195174,11,0.1134809953383308,18,0.12726536054871188,37,0.14944201199568066,94,0.1782462902327708,1,1,1,1,1,1
16139,0,3,0.17625,6,0.21145408163265306,13,0.24451571559785903,25,0.27066246842472963,47,0.2944801245864118,99,0.3206013761179281,1,1,1,1,1,0
16141,0,1,0.025,2,0.03480392156862745,7,0.06149722313624245,13,0.07656680445494447,27,0.09263849063587985,82,0.12140613691145052,1,1,1,1,0,0
16183,0,2,0.125,3,0.1337719298245614,9,0.16937209420793264,15,0.1830730664451154,33,0.2028992777380968,92,0.2319042372604411,0,0,0,0,0,0
16187,0,5,0.26091269841269843,8,0.2946016285302,12,0.31835071049846003,20,0.33578152916806864,38,0.3555389839854753,82,0.37649756317468147,1,1,1,1,1,1
16189,0,1,0.03333333333333333,1,0.03333333333333333,8,0.0680448639225575,20,0.09481535281753191,39,0.11664193644414146,94,0.1438172623657524,1,1,1,1,1,1
16193,1,1,0.017857142857142856,2,0.02827380952380952,8,0.062262604077098785,18,0.08565060190352272,37,0.10701291320563876,86,0.13222301173957524,0,0,0,0,0,0
16217,0,4,0.19702380952380952,5,0.20663919413919413,13,0.24491889694506092,21,0.2650355788532797,40,0.2867830284135994,88,0.31004361931979924,1,1,1,1,1,1
16223,0,2,0.041666666666666664,8,0.10019514686253254,13,0.12461168501013128,17,0.13317225933128096,34,0.1532440150261965,96,0.18375120851905807,1,1,1,1,1,1
16229,0,3,0.11857769423558896,4,0.13139820705610178,7,0.14732851295329508,18,0.17407974986278713,39,0.19779933466850963,84,0.21918299605410038,1,1,1,0,0,0
16231,0,1,0.0625,4,0.0940403600464576,12,0.13360513922968245,18,0.14621702849585863,35,0.16542566540643922,79,0.18646011116962594,0,0,0,0,0,0
16249,0,1,0.03333333333333333,5,0.07672311348781938,12,0.10870372477153122,24,0.13589047844857416,41,0.15521176496263644,94,0.1826840790306429,1,1,0,0,0,0
16253,0,0,0.0,3,0.02912296037296037,8,0.05632969053934802,17,0.07651272252356045,39,0.09965787833215754,91,0.12516894978087792,1,1,1,1,1,1
16267,0,3,0.1763888888888889,6,0.20668859649122806,12,0.23818210298473458,21,0.2585390317623551,43,0.28307510490875576,94,0.3081207072618604,0,0,0,0,0,0
16273,0,2,0.06018518518518518,2,0.06018518518518518,8,0.09448950015615507,19,0.11966830315143681,39,0.14280776230193143,85,0.16540181617506747,0,0,0,0,0,0
16301,0,1,0.125,2,0.1375,7,0.1639891305413838,18,0.18792340764443638,39,0.2127837219613042,89,0.2379336610177514,1,1,1,1,1,1
16319,0,1,0.125,2,0.1388888888888889,12,0.1883291589209647,24,0.2168694676285484,43,0.23901321678632417,102,0.26844641735160374,0,0,0,0,0,0
16333,0,5,0.1732121944078466,7,0.19134944930980738,13,0.21921948553576015,22,0.23914090937727567,43,0.26337463813379464,94,0.2889449864509136,1,1,1,1,1,1
16339,0,2,0.08055555555555555,4,0.10069112174375332,7,0.11743597879850862,17,0.13960633761056085,37,0.16254323553168853,91,0.1891768181050227,0,0,0,0,0,0
16349,0,3,0.12351190476190475,6,0.1568200998348057,11,0.17856364664017663,19,0.19688534433389335,33,0.21363379649586567,86,0.2405943265950553,1,1,1,1,1,1
16361,0,3,0.06994047619047619,5,0.0899017165005537,12,0.12141152832937148,20,0.13915649703895042,41,0.16445448589668205,95,0.19178354513758758,1,1,1,0,0,0
16363,0,1,0.029411764705882353,2,0.038340336134453784,6,0.059835425230117596,14,0.07721302777512679,38,0.10494685027574577,97,0.13561560845029075,1,1,1,1,1,1
16369,0,1,0.041666666666666664,3,0.06731601731601732,9,0.09322099292850525,18,0.11516921936885255,35,0.13393630261772682,94,0.16529984409978737,1,1,1,1,1,1
16381,0,2,0.04673913043478261,6,0.09260906931942739,9,0.10565479426397266,19,0.12773924713193438,33,0.14312913573441896,81,0.16748285055602763,1,1,1,1,1,1
16411,0,0,0.0,1,0.008928571428571428,13,0.07351891696217418,22,0.09551453928169915,43,0.11954541186580564,99,0.1473632759134021,1,1,1,1,1,1
16417,0,3,0.07685185185185185,7,0.12139244543905563,12,0.14624849600812584,24,0.17244405142016195,42,0.19503166123674773,105,0.2284093538505349,1,1,1,1,1,1
16421,0,2,0.05416666666666667,3,0.06458333333333334,12,0.11097358599399079,23,0.13621428000913235,38,0.1519735656314889,89,0.1775797556314715,1,1,1,1,1,1
16427,0,4,0.11881868131868131,7,0.14926739926739926,13,0.17363457137699725,20,0.18798228735221262,39,0.21082319534105803,98,0.24033143990409578,0,0,0,0,0,0
16433,0,2,0.11309523809523808,4,0.13251454427925013,10,0.16561822369758472,24,0.1965631545357671,37,0.21090724158381258,90,0.2376011328819099,1,1,1,1,1,1
16447,0,3,0.19722222222222222,5,0.22161915204678362,14,0.26424239512838715,27,0.29437997212709616,44,0.31626660951319135,91,0.3389421372827977,0,0,0,0,0,0
16451,0,3,0.07631868131868133,7,0.12410908535908537,13,0.1597820183549112,21,0.1750429130828962,34,0.1904784392856696,90,0.21998303946507775,1,0,0,0,0,0
16453,0,2,0.06719367588932806,5,0.10095593079128884,9,0.12429484199164584,14,0.134947601638069,31,0.1541232421920688,79,0.17939516736440025,1,1,1,1,1,1
16477,0,3,0.08423913043478261,5,0.10407734306960542,10,0.12689118414341813,17,0.14255512395478534,30,0.1585084221946102,85,0.18542408602190602,1,1,1,1,1,1
16481,1,2,0.15625,5,0.18782051282051282,10,0.20913543593235934,20,0.23237290955091433,41,0.25765052286425094,97,0.2862426196199248,0,0,0,0,0,0
16487,0,3,0.11485042735042734,5,0.13360042735042735,12,0.16948835877118365,24,0.19932848184774085,44,0.22289591586403232,96,0.24943153517009725,1,1,1,1,1,1
16493,0,0,0.0,2,0.021431828545371637,7,0.04649879879934977,20,0.07782064870260802,35,0.09427602940567566,96,0.12529419331411948,1,1,1,1,1,1
16519,0,1,0.023809523809523808,3,0.043849206349206346,11,0.08077493763589756,21,0.10383393707084727,48,0.1344120120921613,98,0.15943350028850542,1,1,1,1,1,1
16529,0,2,0.15625,3,0.1723790322580645,9,0.2034529617980982,17,0.2213543135385013,34,0.24015393277971292,82,0.26453491953312774,0,0,0,0,0,0
16547,0,1,0.017857142857142856,5,0.0680499492999493,13,0.10693267180038701,23,0.12690701804917218,44,0.15057454831798464,86,0.17295629932578854,1,1,1,1,1,1
16553,0,1,0.018518518518518517,3,0.0385505698005698,10,0.07315899711634896,20,0.09536975523492602,32,0.10963377128361602,80,0.13312814022192845,1,1,1,1,1,1
16561,1,2,0.08423913043478261,4,0.10745341614906832,7,0.12364068269778067,18,0.14908279542159145,35,0.17007984434177995,89,0.19618869905682756,0,0,0,0,0,0
16567,0,2,0.04583333333333334,3,0.05694444444444445,10,0.08955492191864345,18,0.10547020177442878,35,0.12517192709623393,89,0.15402188828290736,1,1,1,1,1,1
16573,0,3,0.14962121212121213,5,0.17953192640692642,10,0.20624271561771562,20,0.22985543630863686,39,0.25212256358844914,87,0.27629245091471893,0,0,0,0,0,0
16603,0,4,0.19047619047619047,5,0.1994047619047619,10,0.2226732600756974,19,0.24223914209841638,38,0.2625479369012655,89,0.2893244016779189,0,0,0,0,0,0
16607,0,2,0.16666666666666666,7,0.21874964642821784,11,0.23789458956558684,21,0.2611531772808559,38,0.2791364112143267,88,0.3042329137765612,1,1,1,1,1,1
16619,0,3,0.19047619047619047,4,0.20398970398970398,7,0.22178660007607376,15,0.24256195522015633,33,0.26328653012912834,90,0.2921937249336521,1,1,1,1,1,1
16631,0,2,0.08680555555555555,4,0.11180555555555556,13,0.1577429932497485,18,0.16798572361335676,41,0.19448940130262365,96,0.22275386459355428,1,1,1,1,1,1
16633,0,1,0.0625,3,0.08702718676122932,9,0.11778055218081637,17,0.13698109354652274,35,0.15683971640858546,86,0.18499522772860394,1,1,1,1,1,1
16649,0,1,0.041666666666666664,3,0.06378205128205128,8,0.08577307567397081,18,0.11033351152926268,39,0.13475402561323657,89,0.16085388839476913,1,1,1,1,1,1
16651,0,4,0.12855090311986864,6,0.15589754022260333,9,0.16928907461413772,18,0.1913725837582367,34,0.2102876035880398,81,0.23498155216479574,1,1,1,1,1,1
16657,0,3,0.0967391304347826,6,0.13512442099168334,9,0.15321717892819128,20,0.17859823772338498,35,0.1959411074101667,88,0.22214541523621698,0,0,0,0,0,0
16661,0,0,0.0,2,0.02297979797979798,8,0.054401391611757464,21,0.08495602362543742,37,0.10184159651437542,87,0.1273187202305619,1,1,1,1,1,0
16673,0,1,0.07142857142857142,3,0.09301948051948052,9,0.12152994125642283,21,0.1510354651964057,37,0.16864229266204916,82,0.192893446028837,1,1,1,1,1,1
16691,0,4,0.14907661782661782,5,0.16018772893772892,12,0.19586520619916523,23,0.2214138443849481,40,0.24104898293263763,92,0.26713113665309324,1,1,1,1,1,1
16693,0,2,0.05185185185185185,4,0.07119708994708994,13,0.11651815566872138,26,0.14758182761730784,47,0.17291456453725046,97,0.1987191016855967,1,1,0,0,0,0
16699,0,3,0.10877684407096172,4,0.12266573295985062,5,0.1303580406521583,12,0.14554327504423722,29,0.16610350279093197,78,0.19019311460111848,0,0,0,0,0,0
16703,0,1,0.023809523809523808,4,0.05549812030075187,5,0.059771624574256145,15,0.08113031159710309,34,0.10413324965158521,86,0.12934431976249244,1,1,1,1,1,1
16729,0,1,0.018518518518518517,3,0.04416786916786916,5,0.05380433244883372,14,0.07402170583879898,30,0.09399187991626669,80,0.11959646375729993,1,1,1,1,1,1
16741,0,2,0.22916666666666666,4,0.24656981436642453,7,0.26100522538720144,19,0.2877681775126712,35,0.3055003794337821,95,0.3361223965647857,0,0,0,0,0,0
16747,0,3,0.1763888888888889,6,0.20760315418334285,9,0.22222368989762858,17,0.24103861965402595,40,0.26769895343875627,86,0.291911078391542,0,0,0,0,0,0
16759,0,0,0.0,4,0.041259259567988704,7,0.06303054383927298,13,0.0750414609588687,31,0.09540720543803347,86,0.12392404903446747,1,1,1,1,1,1
16763,0,2,0.08012820512820512,5,0.11127136752136751,12,0.14789591284905948,26,0.17945234440788257,36,0.19097835323372103,87,0.21609083616231178,1,1,1,1,1,1
16787,0,4,0.13187423687423688,6,0.15106283336546494,14,0.19054009714809234,22,0.2084248663706298,42,0.23144761010496148,96,0.25849624778618113,0,0,0,0,0,0
16811,1,2,0.14583333333333334,3,0.15972222222222224,8,0.18394567378293414,18,0.20779776030000846,30,0.22133662604557494,85,0.25016287751633876,0,0,0,0,0,0
16823,1,0,0.0,0,0.0,5,0.026582221319063425,14,0.04901872842374103,21,0.05619385964642866,76,0.08330617498326302,0,0,0,0,0,0
16829,0,3,0.13601190476190475,4,0.14990079365079365,11,0.1868436098708774,20,0.20854200586032864,35,0.22652975329958158,87,0.25326457356106963,0,0,0,0,0,0
16831,0,2,0.08055555555555555,4,0.10208333333333333,7,0.1172533195970696,18,0.1445156890769521,34,0.1630756418615969,86,0.19076409429209626,0,0,0,0,0,0
16843,0,1,0.023809523809523808,3,0.05284992784992785,10,0.08785772120487266,20,0.11098921353596619,40,0.13543938468537367,100,0.16643052033238837,1,1,1,1,1,1
16871,0,3,0.09722222222222221,3,0.09722222222222221,8,0.12185805246411308,18,0.14236589526689714,33,0.15968901139345718,91,0.18864176707497585,0,0,0,0,0,0
16879,0,3,0.07524509803921568,5,0.09880385635407156,9,0.12157221118764377,18,0.14098950679891686,31,0.15511245946982907,97,0.18933917672721898,1,1,1,1,1,1
16883,1,0,0.0,3,0.03643018018018018,9,0.06313473285816118,20,0.08809180291399321,41,0.11256082034372358,90,0.13723740848770952,0,0,0,0,0,0
16889,0,1,0.018518518518518517,4,0.061036439665471925,12,0.09916008819088816,23,0.12454507649296118,40,0.14462843492608,89,0.1701037452614277,1,1,1,1,1,1
16901,0,1,0.125,4,0.15671534348004937,11,0.19717640593562147,19,0.21644053930190535,35,0.23442120806545994,85,0.26008425148539477,1,1,1,1,1,1
16903,0,2,0.05322128851540616,5,0.0978866925558102,12,0.13279816599177138,19,0.1508473651731319,29,0.16325842988387435,80,0.1893422166025754,1,1,1,0,0,0
16921,0,4,0.3079545454545454,8,0.3593663281163281,10,0.37012640137640135,21,0.39626406616039606,35,0.413685470390176,89,0.4430237968141571,1,1,1,1,1,1
16927,0,3,0.14305555555555555,5,0.16483585858585856,11,0.19342028633039868,23,0.221054299587701,43,0.24433758303041353,91,0.2686378848885165,0,0,0,0,0,0
16931,1,3,0.1842948717948718,5,0.2069989534275249,12,0.24094152118142703,17,0.2530456884666265,39,0.2800445187993387,98,0.31066980502187,0,0,0,0,0,0
16937,0,1,0.125,2,0.1346153846153846,11,0.18026292166007915,18,0.1973289844867396,36,0.2194655752781475,89,0.24754868398859697,0,0,0,0,0,0
16943,0,2,0.06166666666666666,5,0.0959066759066759,10,0.12147603637291472,17,0.13800705358900514,35,0.15922869716754695,86,0.18614205132497894,1,1,1,1,1,1
16963,0,3,0.11572128851540617,6,0.1523133402911871,11,0.17633689025057234,25,0.20748747706109863,40,0.2248159467668883,87,0.24889962795717716,0,0,0,0,0,0
16979,0,0,0.0,1,0.009615384615384616,6,0.02956010035976655,16,0.05576363468104637,34,0.07708720809749145,88,0.10512042346323083,1,1,1,0,0,0
16981,0,1,0.021739130434782608,2,0.035628019323671496,12,0.08491637728211533,20,0.10392953506024928,39,0.12604649229894802,85,0.1493270222640535,1,1,0,0,0,0
16987,0,1,0.029411764705882353,3,0.05567439096850862,14,0.10861469214559195,20,0.12250559229189259,41,0.14671966862315078,84,0.16887669657357723,1,1,1,1,1,1
16993,0,1,0.041666666666666664,2,0.057291666666666664,10,0.0991336894621223,20,0.12016750785830548,35,0.13897074402940846,97,0.17167619216080388,1,1,1,1,1,1
17011,0,3,0.1488095238095238,5,0.1686601527403414,8,0.18339229559748427,18,0.2093582356586041,35,0.22929116902732571,84,0.2543443259736637,1,1,1,1,1,1
17021,0,0,0.0,1,0.016129032258064516,9,0.05678887570016602,19,0.08017908866438507,40,0.10552224123403002,86,0.13075553360146708,1,1,1,1,1,1
17027,0,3,0.18346153846153845,6,0.2165822867608582,8,0.2273008857946746,16,0.24573089459720582,39,0.27131228382965256,89,0.29710388803068466,0,0,0,0,0,0
17029,0,1,0.045454545454545456,3,0.06502141475545731,6,0.07967554602315678,17,0.10794649268828455,36,0.13057616374416958,80,0.15350338716609624,1,1,1,1,1,1
