p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000
45121,0,0,0.0,1,0.025,4,0.06700089126559716,7,0.08813184364654955,1,1,1,1
45127,0,0,0.0,1,0.025,1,0.025,2,0.0322463768115942,1,1,1,1
45131,1,1,0.05555555555555555,2,0.09401709401709402,5,0.13637820512820512,8,0.15535274065525206,0,0,0,0
45137,0,0,0.0,1,0.041666666666666664,4,0.09054232804232804,7,0.11036576014819685,1,1,1,1
45139,0,1,0.05555555555555555,4,0.15163398692810456,6,0.18383095662507426,9,0.20417257153190657,1,1,1,1
45161,0,1,0.16666666666666666,1,0.16666666666666666,3,0.19337606837606838,4,0.20118856837606838,1,1,1,1
45179,1,1,0.125,2,0.16666666666666666,4,0.19038426181283324,8,0.21735494940136982,0,0,0,0
45181,0,1,0.045454545454545456,1,0.045454545454545456,5,0.10319802746273335,7,0.11467238643709232,1,1,1,1
45191,0,0,0.0,2,0.05505952380952381,5,0.10019841269841269,8,0.12022986790344553,1,1,1,1
45197,0,1,0.125,1,0.125,5,0.17816142191142192,6,0.1856241084785861,1,1,1,1
45233,0,1,0.07142857142857142,1,0.07142857142857142,5,0.11779592956063542,8,0.13730651157121743,1,1,1,1
45247,0,1,0.05555555555555555,3,0.1099673202614379,5,0.14804203290511608,6,0.1542920329051161,1,1,1,1
45259,0,0,0.0,2,0.05322128851540616,5,0.10518489004797321,8,0.12433553107361424,1,1,1,1
45263,1,0,0.0,0,0.0,1,0.010416666666666666,3,0.02390463917525773,0,0,0,0
45281,0,0,0.0,1,0.02631578947368421,3,0.05044369645042839,6,0.06674495182935368,1,1,1,1
45289,0,0,0.0,2,0.06666666666666667,4,0.09191919191919191,8,0.1157114578799863,1,1,1,1
45293,0,1,0.07142857142857142,1,0.07142857142857142,4,0.10263486513486514,8,0.12758691416458406,1,1,1,1
45307,0,1,0.05555555555555555,1,0.05555555555555555,5,0.10214229559748428,9,0.12715317181803792,1,1,1,1
45317,0,1,0.16666666666666666,1,0.16666666666666666,5,0.2103021494009866,8,0.22659844569728288,1,1,0,0
45319,0,0,0.0,1,0.041666666666666664,2,0.053030303030303025,5,0.07277667984189723,1,1,1,1
45329,0,1,0.125,3,0.19999999999999998,8,0.26920218459592277,12,0.2924625026503736,1,1,1,1
45337,0,1,0.0625,2,0.10416666666666666,2,0.10416666666666666,7,0.1322441840607382,1,1,1,1
45341,0,0,0.0,1,0.03125,4,0.06657071743426052,6,0.07620034706389014,1,1,1,1
45343,0,0,0.0,3,0.09488795518207283,3,0.09488795518207283,9,0.13194422213998128,1,0,0,0
45361,0,0,0.0,0,0.0,1,0.013888888888888888,4,0.032296888053467,1,1,1,1
45377,0,3,0.363095238095238,3,0.363095238095238,4,0.37559523809523804,8,0.40163656824104577,1,1,1,1
45389,0,0,0.0,2,0.05756578947368421,3,0.0714546783625731,5,0.08199968890758365,1,1,1,1
45403,0,1,0.1,2,0.125,3,0.13719512195121952,5,0.14930996788959489,1,1,1,1
45413,0,0,0.0,0,0.0,4,0.05610155973059199,8,0.07996945428814171,1,1,1,1
45427,0,0,0.0,1,0.041666666666666664,4,0.07976641414141414,13,0.13261627353497635,1,1,1,1
45433,0,0,0.0,0,0.0,3,0.03667996453900709,8,0.0701552655789633,1,1,0,0
45439,0,0,0.0,0,0.0,1,0.020833333333333332,5,0.04974345829608987,1,1,1,1
45481,0,1,0.16666666666666666,2,0.19999999999999998,6,0.2523587523587524,9,0.2709489863104321,0,0,0,0
45491,0,0,0.0,1,0.038461538461538464,5,0.10221153846153846,8,0.11748542579424934,1,1,1,1
45497,0,2,0.29166666666666663,3,0.32499999999999996,5,0.35247252747252744,8,0.3690466015466015,1,1,1,1
45503,0,0,0.0,1,0.038461538461538464,3,0.06807692307692309,6,0.08546509046509047,1,1,1,1
45523,0,1,0.0625,1,0.0625,3,0.0885840108401084,6,0.11002228666434914,0,0,0,0
45533,0,1,0.07142857142857142,1,0.07142857142857142,4,0.10880089527876474,7,0.1293949941623373,1,1,1,1
45541,0,0,0.0,1,0.025,2,0.035416666666666666,6,0.06399891774891775,1,1,1,1
45553,0,0,0.0,1,0.041666666666666664,3,0.07769151138716357,7,0.1007787433559745,1,1,1,1
45557,0,0,0.0,1,0.02631578947368421,2,0.039136302294197026,6,0.06957878684115917,1,1,1,1
45569,0,0,0.0,1,0.041666666666666664,2,0.05555555555555555,5,0.0773380355276907,1,1,1,1
45587,0,0,0.0,1,0.041666666666666664,6,0.10935023310023309,7,0.1143502331002331,1,1,1,1
45589,0,0,0.0,0,0.0,3,0.04197732921137176,8,0.07447885980842557,1,1,0,0
45599,1,0,0.0,1,0.041666666666666664,3,0.06805555555555555,9,0.10725592486497222,0,0,0,0
45613,0,0,0.0,0,0.0,2,0.024527186761229315,8,0.06551955377440327,1,1,1,1
45631,0,0,0.0,0,0.0,4,0.05847690530196838,8,0.08413341790701039,1,1,1,1
45641,0,1,0.125,1,0.125,6,0.1883982439129498,8,0.19983156021340967,1,1,1,0
45659,0,0,0.0,0,0.0,1,0.020833333333333332,4,0.04143999705145216,1,1,1,1
45667,0,1,0.05555555555555555,1,0.05555555555555555,2,0.07638888888888888,6,0.10190843518332998,1,1,1,1
45673,0,0,0.0,0,0.0,1,0.013888888888888888,3,0.027033730158730156,1,1,1,1
45677,0,0,0.0,1,0.03333333333333333,2,0.04375,8,0.08183634137093326,1,1,1,1
45691,0,1,0.0625,1,0.0625,5,0.10912908421537046,10,0.14133353846283545,1,1,1,1
45697,0,0,0.0,0,0.0,2,0.026263297872340427,4,0.03702337113241369,1,1,1,1
45707,0,1,0.05555555555555555,2,0.09722222222222221,6,0.15129696022553166,8,0.16277590492365443,1,1,1,1
45737,0,1,0.16666666666666666,1,0.16666666666666666,2,0.17628205128205127,8,0.21621012288272948,1,1,1,1
45751,0,2,0.15555555555555556,2,0.15555555555555556,3,0.1763888888888889,4,0.1836352657004831,1,1,1,1
45757,0,0,0.0,0,0.0,0,0.0,5,0.027879420180521138,1,1,1,1
45763,0,1,0.0625,4,0.15738795518207283,5,0.17253947033358796,6,0.1779742529422836,0,0,0,0
45767,0,0,0.0,0,0.0,2,0.023717595146166573,7,0.053664765935088454,1,1,1,1
45779,0,0,0.0,2,0.05505952380952381,4,0.08005952380952382,8,0.10504556227525337,1,1,1,1
45817,0,0,0.0,2,0.058333333333333334,6,0.12186933436933436,10,0.14615448895109914,1,1,1,1
45821,0,0,0.0,0,0.0,1,0.010416666666666666,4,0.030634669479606184,1,1,1,1
45823,0,1,0.0625,1,0.0625,1,0.0625,3,0.07760141093474426,1,1,1,1
45827,0,0,0.0,0,0.0,3,0.04476689976689977,8,0.07685250818314138,1,1,1,1
45833,0,0,0.0,1,0.03125,2,0.040865384615384616,6,0.06599753132520123,1,1,1,1
45841,0,1,0.16666666666666666,2,0.2121212121212121,4,0.24577505827505827,10,0.2831471979571731,1,0,0,0
45853,0,0,0.0,0,0.0,0,0.0,3,0.021130952380952382,1,1,1,1
45863,0,0,0.0,0,0.0,1,0.013888888888888888,3,0.02562247543256767,1,1,1,1
45869,0,1,0.125,4,0.2263157894736842,7,0.2712231968810916,9,0.282670083327978,1,1,1,1
45887,0,1,0.125,1,0.125,2,0.13541666666666666,7,0.16834411891525145,1,1,1,1
45893,0,0,0.0,1,0.041666666666666664,4,0.07968346253229974,8,0.10905936440820162,1,1,1,1
45943,0,0,0.0,2,0.05322128851540616,3,0.06265525077955711,7,0.08779670748089176,1,1,1,1
45949,0,0,0.0,1,0.025,4,0.06916786916786917,8,0.09697070960228855,1,1,1,1
45953,0,1,0.16666666666666666,2,0.19999999999999998,3,0.2161290322580645,5,0.2261917345234367,0,0,0,0
45959,0,1,0.125,2,0.16666666666666666,5,0.21027777777777776,6,0.21503968253968253,0,0,0,0
45971,1,0,0.0,2,0.06227106227106227,2,0.06227106227106227,7,0.09685050066080766,0,0,0,0
45979,0,1,0.1,2,0.14166666666666666,6,0.20143123306233063,10,0.22438276438230767,1,1,1,1
45989,0,1,0.07142857142857142,3,0.14434523809523808,5,0.16664915966386554,6,0.1716996647143706,1,1,1,1
46021,0,0,0.0,1,0.045454545454545456,3,0.07761034255599474,8,0.1072634902021671,1,1,1,1
46027,0,1,0.0625,1,0.0625,2,0.07386363636363637,3,0.08155594405594406,1,1,1,1
46049,0,1,0.07142857142857142,3,0.14434523809523808,6,0.18748249299719888,9,0.20948146338057966,1,1,1,1
46051,0,1,0.0625,2,0.0875,3,0.09693396226415094,6,0.11746416745858343,1,1,1,1
46061,0,0,0.0,1,0.02631578947368421,3,0.05163630229419702,11,0.1027133820681872,1,1,1,1
46073,0,2,0.23809523809523808,3,0.2714285714285714,5,0.30383597883597885,10,0.3365492580283869,0,0,0,0
46091,0,2,0.18055555555555555,3,0.20436507936507936,5,0.23737373737373735,7,0.2507787920185461,1,1,1,1
46093,0,0,0.0,1,0.041666666666666664,3,0.06792996453900708,8,0.10250820675543389,1,0,0,0
46099,0,1,0.1,2,0.12380952380952381,3,0.14464285714285716,7,0.1670767901191489,1,1,1,1
46103,0,0,0.0,3,0.09352106227106227,6,0.13776709401709403,7,0.1434489121989122,1,0,0,0
46133,0,0,0.0,0,0.0,0,0.0,2,0.009854368932038834,1,1,1,1
46141,0,1,0.16666666666666666,2,0.19999999999999998,3,0.21136363636363634,7,0.24137766174780131,1,1,1,0
46147,0,0,0.0,1,0.025,3,0.04652777777777778,7,0.07159207280175023,1,1,1,1
46153,0,1,0.16666666666666666,3,0.2371212121212121,6,0.2816813973063973,12,0.32141246539405843,0,0,0,0
46171,0,0,0.0,1,0.023809523809523808,1,0.023809523809523808,5,0.04840678660010579,1,1,1,1
46181,0,1,0.16666666666666666,1,0.16666666666666666,4,0.20821661998132585,7,0.23132268058738645,1,1,1,1
46183,0,0,0.0,0,0.0,2,0.02332285115303983,6,0.046505917008644995,1,1,1,1
46187,0,1,0.05555555555555555,2,0.09722222222222221,5,0.13630391755391755,7,0.1486247060843835,1,0,0,0
46199,1,1,0.05555555555555555,2,0.08680555555555555,3,0.09642094017094016,6,0.11527043228737437,0,0,0,0
46219,0,1,0.1,2,0.14166666666666666,3,0.15555555555555556,6,0.17096057625948932,1,1,1,1
46229,0,1,0.125,1,0.125,1,0.125,7,0.16292384412075453,1,1,1,1
46237,0,0,0.0,0,0.0,5,0.08819720939286156,9,0.11124985119550337,1,1,1,1
46261,0,1,0.16666666666666666,2,0.19166666666666665,3,0.2125,6,0.23597457627118643,1,1,1,1
46271,0,2,0.18055555555555555,3,0.21180555555555555,3,0.21180555555555555,6,0.23342149318479802,1,1,1,1
46273,0,1,0.16666666666666666,2,0.2121212121212121,5,0.25491530709500176,6,0.2615819737616684,1,1,1,1
46279,0,1,0.05555555555555555,2,0.08496732026143791,3,0.09885620915032681,7,0.12214823109399023,1,1,1,1
46301,0,0,0.0,0,0.0,3,0.03875346664720479,6,0.0618595272532654,1,1,0,0
46307,0,0,0.0,0,0.0,0,0.0,5,0.030516897140938064,1,1,1,1
46309,0,0,0.0,0,0.0,3,0.03762693423597679,5,0.0506215687094845,1,1,1,1
46327,0,2,0.11805555555555555,3,0.14305555555555555,5,0.16385315418334284,7,0.1771584763121944,1,1,1,1
46337,0,1,0.07142857142857142,2,0.10476190476190475,6,0.1563623392111764,8,0.1692591646080018,1,1,1,1
46349,0,2,0.19642857142857142,4,0.2610119047619047,6,0.29573412698412693,9,0.31487574090817755,0,0,0,0
46351,0,1,0.1,1,0.1,2,0.11111111111111112,4,0.1244213963315087,1,1,1,1
46381,0,0,0.0,0,0.0,2,0.024089635854341734,6,0.05099175473804598,1,1,1,1
46399,0,0,0.0,3,0.07822128851540616,3,0.07822128851540616,7,0.10536235397168903,1,1,1,1
46411,0,1,0.05555555555555555,2,0.08055555555555555,4,0.10916057122953675,8,0.13490511653929946,1,0,0,0
46439,0,1,0.125,1,0.125,3,0.1487175951461666,8,0.18132345511310421,1,1,1,1
46441,0,0,0.0,0,0.0,4,0.06374002170037976,12,0.11655071784118426,1,1,1,1
46447,0,1,0.05555555555555555,1,0.05555555555555555,3,0.08223089713005133,8,0.11357773811048277,1,1,1,1
46451,0,0,0.0,1,0.038461538461538464,1,0.038461538461538464,4,0.05761489059186428,1,1,1,1
46457,0,1,0.16666666666666666,2,0.20833333333333331,2,0.20833333333333331,7,0.2441328463203463,0,0,0,0
46471,0,0,0.0,1,0.023809523809523808,2,0.03600464576074332,7,0.06468859717002447,1,1,1,0
46477,0,0,0.0,1,0.041666666666666664,3,0.07903079710144928,8,0.11068223191306248,1,1,1,1
46489,0,0,0.0,1,0.03333333333333333,3,0.05742296918767507,8,0.08964680864777987,1,1,1,1
46499,0,0,0.0,0,0.0,1,0.0125,5,0.04115527510336254,1,1,1,0
46507,0,2,0.1625,3,0.1875,5,0.21875,8,0.23767329965694145,1,1,1,1
46511,0,0,0.0,2,0.06227106227106227,4,0.09033228676085818,6,0.10166101179926063,1,0,0,0
46523,1,0,0.0,2,0.05505952380952381,3,0.07291666666666666,8,0.10159076841936159,0,0,0,0
46549,0,0,0.0,2,0.06666666666666667,3,0.07647058823529412,8,0.1071173248916606,1,1,1,1
46559,0,2,0.18055555555555555,3,0.21180555555555555,6,0.2665277777777778,8,0.2807185990338164,1,1,0,0
46567,0,1,0.05555555555555555,2,0.09722222222222221,2,0.09722222222222221,7,0.13063396218282136,1,0,0,0
46573,0,0,0.0,0,0.0,3,0.0484292328042328,8,0.07838340383726031,1,1,1,1
46589,0,0,0.0,1,0.041666666666666664,2,0.05555555555555555,5,0.07237917497411168,1,1,1,0
46591,0,0,0.0,0,0.0,3,0.04583333333333334,4,0.050595238095238096,1,1,1,1
46601,0,2,0.29166666666666663,4,0.35624999999999996,7,0.3961517165005537,10,0.4157176768559877,0,0,0,0
46619,1,0,0.0,2,0.06547619047619047,4,0.09148970398970398,8,0.11303888945336313,0,0,0,0
46633,0,1,0.0625,2,0.0875,5,0.1263129010469436,8,0.14421199743248575,1,1,1,1
46639,0,0,0.0,1,0.025,4,0.07418582375478928,7,0.09320022849573864,1,1,1,1
46643,1,0,0.0,2,0.06971153846153846,5,0.10512820512820514,8,0.12881241565452092,0,0,0,0
46649,0,1,0.125,3,0.19999999999999998,4,0.2185185185185185,9,0.24800329622323294,1,1,1,1
46663,0,0,0.0,3,0.09047619047619047,6,0.13344782757892515,7,0.14237639900749657,1,1,1,1
46679,0,1,0.05555555555555555,2,0.08680555555555555,6,0.14745835513692657,7,0.15341073608930753,1,1,1,1
46681,0,0,0.0,1,0.025,2,0.037820512820512825,4,0.054685592185592186,1,1,1,1
46687,0,0,0.0,0,0.0,5,0.08021486415882968,11,0.1194488790861638,1,1,1,1
46691,1,1,0.05555555555555555,1,0.05555555555555555,3,0.0873015873015873,6,0.10786587417618118,0,0,0,0
46703,1,0,0.0,1,0.023809523809523808,5,0.0698550886050886,6,0.07506342193842193,0,0,0,0
46723,0,0,0.0,0,0.0,3,0.03204575088203712,4,0.040974322310608546,1,1,1,1
46727,0,0,0.0,0,0.0,0,0.0,4,0.02535438890728533,1,1,1,1
46747,0,3,0.21805555555555556,3,0.21805555555555556,4,0.2352969348659004,8,0.2604239817320777,1,1,1,1
46751,1,1,0.125,2,0.1488095238095238,5,0.18757215007215008,7,0.20172125233600646,0,0,0,0
46757,0,0,0.0,2,0.05964912280701754,2,0.05964912280701754,4,0.07504831731068964,1,1,1,1
46769,0,1,0.07142857142857142,2,0.10476190476190475,4,0.1284547152194211,8,0.15711374017042365,1,0,0,0
46771,0,2,0.11805555555555555,2,0.11805555555555555,4,0.14666057122953674,9,0.1825176596856351,1,1,1,1
46807,0,1,0.1,2,0.125,5,0.16209200824116243,8,0.18101530789810388,1,1,1,1
46811,0,1,0.05555555555555555,1,0.05555555555555555,3,0.08597222222222223,6,0.10370389023189186,1,1,1,1
46817,0,2,0.19642857142857142,2,0.19642857142857142,3,0.20892857142857144,8,0.2401937884708727,1,1,1,1
46819,0,1,0.1,2,0.12380952380952381,2,0.12380952380952381,6,0.15462122418644159,1,1,1,1
46829,0,0,0.0,2,0.07291666666666666,4,0.1098790322580645,6,0.1239699413489736,1,1,1,1
46831,0,1,0.0625,1,0.0625,3,0.08582285115303984,7,0.11009800476287085,1,1,1,1
46853,0,1,0.07142857142857142,1,0.07142857142857142,5,0.1355611720390415,8,0.15533389931176877,1,1,1,1
46861,0,1,0.16666666666666666,2,0.19166666666666665,3,0.20448717948717948,4,0.2134157509157509,0,0,0,0
46867,0,1,0.05555555555555555,1,0.05555555555555555,2,0.06666666666666667,9,0.10857516820875866,1,1,1,1
46877,0,1,0.125,2,0.15833333333333333,2,0.15833333333333333,6,0.1866041007085783,1,1,1,1
46889,0,1,0.125,2,0.1513157894736842,4,0.18265482081271556,8,0.20902751609988454,1,1,1,1
46901,0,1,0.125,3,0.1825657894736842,5,0.21292293233082707,11,0.2508597177676125,1,0,0,0
46919,0,0,0.0,1,0.023809523809523808,4,0.06595804988662131,8,0.09042763176971781,1,1,1,1
46933,0,1,0.0625,2,0.10795454545454546,4,0.132260101010101,6,0.14563139155530458,1,0,0,0
46957,0,0,0.0,1,0.025,2,0.039285714285714285,5,0.06059925978423498,1,1,1,0
46993,0,1,0.16666666666666666,2,0.19999999999999998,3,0.21041666666666664,6,0.22964042888345357,0,0,0,0
46997,0,1,0.07142857142857142,1,0.07142857142857142,3,0.10178571428571427,4,0.10873015873015872,1,1,1,1
47017,0,2,0.22916666666666666,2,0.22916666666666666,5,0.2739484830575256,12,0.31918307004383106,0,0,0,0
47041,0,0,0.0,2,0.07045454545454546,3,0.08087121212121214,7,0.10319264917810138,1,1,1,1
47051,0,1,0.05555555555555555,1,0.05555555555555555,3,0.0796485260770975,4,0.08485685941043083,1,1,1,1
47057,0,0,0.0,0,0.0,1,0.010416666666666666,3,0.02283045977011494,1,1,1,1
47059,0,0,0.0,0,0.0,2,0.02943650126156434,8,0.06507662286914154,1,1,1,1
47087,0,0,0.0,0,0.0,4,0.07384199134199135,5,0.08108836815358555,1,1,1,1
47093,0,1,0.16666666666666666,3,0.23124999999999998,6,0.2754960317460317,8,0.2895764915161467,1,1,1,1
47111,0,1,0.125,3,0.18727106227106227,5,0.207891810570382,8,0.22347648798973685,1,1,1,1
47119,0,1,0.05555555555555555,1,0.05555555555555555,4,0.0996951219512195,8,0.12963818613341413,1,1,1,1
47123,0,0,0.0,1,0.041666666666666664,4,0.0748931623931624,7,0.097093354654638,1,1,1,1
47129,0,0,0.0,0,0.0,2,0.028133903133903133,5,0.04892431961397478,1,1,1,1
47137,0,0,0.0,0,0.0,3,0.0437410646707594,7,0.06783964038290333,1,1,1,1
47143,0,1,0.0625,2,0.09191176470588236,2,0.09191176470588236,3,0.09840527119938886,1,1,1,1
47147,0,1,0.05555555555555555,1,0.05555555555555555,4,0.0986844536844537,5,0.10436627186627187,1,1,1,1
47149,0,0,0.0,0,0.0,1,0.010638297872340425,7,0.050010457276562184,1,1,1,1
47161,0,1,0.0625,1,0.0625,2,0.07386363636363637,4,0.08462370962370962,1,1,1,1
47189,0,1,0.125,2,0.15625,4,0.1797542735042735,11,0.22924877117731435,1,1,1,1
47207,0,1,0.05555555555555555,2,0.09722222222222221,5,0.13970398970398967,9,0.16782137995984747,1,1,1,1
47221,0,0,0.0,2,0.058333333333333334,2,0.058333333333333334,7,0.09363557741863338,1,0,0,0
47237,0,0,0.0,2,0.06798245614035087,4,0.09121963562753035,6,0.10562676663913897,1,1,1,1
47251,0,0,0.0,1,0.025,4,0.06958801641307949,6,0.08463995620532032,1,1,1,1
47269,0,0,0.0,0,0.0,2,0.031339031339031334,5,0.0471570079782421,1,1,1,1
47279,1,0,0.0,1,0.041666666666666664,1,0.041666666666666664,5,0.06861971757089987,0,0,0,0
47287,0,1,0.0625,1,0.0625,5,0.1275633490073145,6,0.1363352788318759,1,1,1,1
47293,0,1,0.0625,2,0.10795454545454546,6,0.16865441384881444,9,0.18805447650545604,1,1,1,1
47297,0,0,0.0,1,0.041666666666666664,3,0.07181309216192937,8,0.10927205680839402,1,1,1,0
47303,0,0,0.0,0,0.0,2,0.02361111111111111,5,0.04251561862695357,1,1,1,1
47309,0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,4,0.09266996605437644,1,1,1,1
47317,0,0,0.0,1,0.03333333333333333,3,0.06043956043956043,6,0.08419191448852466,1,1,1,1
47339,0,1,0.125,1,0.125,3,0.15972222222222224,10,0.20916622182552272,1,1,1,1
47351,0,1,0.125,2,0.16346153846153846,3,0.17366562009419154,6,0.19225284903611156,0,0,0,0
47353,0,0,0.0,1,0.025,3,0.05393518518518518,6,0.07381921638387155,1,1,1,1
47363,1,0,0.0,1,0.03125,4,0.0707070707070707,6,0.08405843119380384,0,0,0,0
47381,0,0,0.0,0,0.0,4,0.06420727205610927,6,0.0758414711903084,1,1,1,1
47387,0,1,0.125,2,0.16666666666666666,6,0.2254292929292929,9,0.24413897034864773,1,1,1,1
47389,0,0,0.0,1,0.041666666666666664,3,0.06984126984126984,6,0.0897030096735329,1,1,1,1
47407,0,0,0.0,0,0.0,2,0.026041666666666664,6,0.05099760695279562,1,1,1,1
47417,0,0,0.0,0,0.0,2,0.02204457364341085,6,0.046502117178624285,1,1,1,1
47419,0,1,0.05555555555555555,3,0.1222222222222222,5,0.1508272378962034,8,0.1717243881793186,1,0,0,0
47431,0,2,0.15555555555555556,2,0.15555555555555556,5,0.1977969348659004,7,0.21267788724685277,1,1,1,1
47441,0,0,0.0,1,0.03333333333333333,2,0.04375,6,0.07170135133576172,1,1,1,1
47459,0,1,0.05555555555555555,1,0.05555555555555555,4,0.10010648403505545,7,0.12269465271495192,1,1,1,1
47491,0,1,0.1,3,0.1488095238095238,4,0.16964285714285715,7,0.18840186031197267,1,1,1,1
47497,0,1,0.0625,2,0.09583333333333333,4,0.13840579710144926,5,0.14435817805383022,1,1,1,1
47501,0,1,0.16666666666666666,2,0.19298245614035087,3,0.20548245614035088,7,0.22845321969819474,1,1,1,1
47507,0,0,0.0,1,0.038461538461538464,4,0.07911433804290946,10,0.11525686817155975,1,1,1,1
47513,0,1,0.16666666666666666,2,0.19791666666666666,6,0.24778899051685999,10,0.2717016423486446,0,0,0,0
47521,0,0,0.0,0,0.0,3,0.038591269841269836,8,0.07226046143865056,1,1,1,0
47527,0,2,0.1625,3,0.19191176470588237,4,0.2127450980392157,8,0.2437387139130943,1,0,0,0
47533,0,1,0.16666666666666666,2,0.2121212121212121,5,0.2630171589468537,7,0.2779698267609673,0,0,0,0
47543,1,0,0.0,1,0.041666666666666664,3,0.0647955647955648,7,0.08738426694309047,0,0,0,0
47563,0,1,0.0625,2,0.08630952380952381,5,0.12454631242740999,9,0.1476750965791171,1,0,0,0
47569,0,0,0.0,1,0.045454545454545456,4,0.08745543672014261,8,0.1128491395166317,1,0,0,0
47581,0,1,0.0625,2,0.09583333333333333,5,0.14085081585081582,9,0.16650875062019638,1,1,1,1
47591,0,1,0.125,1,0.125,5,0.18390151515151518,7,0.19692234848484852,0,0,0,0
47599,0,1,0.1,3,0.15441176470588236,6,0.19690566926875244,10,0.22395221822541375,0,0,0,0
47609,0,1,0.07142857142857142,1,0.07142857142857142,2,0.08531746031746032,5,0.10640331890331892,1,1,0,0
47623,0,0,0.0,0,0.0,0,0.0,4,0.024963591272278592,1,1,1,1
47629,0,0,0.0,1,0.025,4,0.06179255793226381,9,0.0922433661819851,1,1,1,1
47639,1,0,0.0,1,0.03125,4,0.06447649572649572,9,0.09738772321081063,0,0,0,0
47653,0,0,0.0,2,0.0787878787878788,4,0.10248068924539513,6,0.11366259829087239,1,1,1,1
47657,0,0,0.0,1,0.02631578947368421,5,0.08713987064660259,7,0.10012688363361558,1,1,1,1
47659,0,1,0.1,3,0.16666666666666666,4,0.1875,8,0.2154441237774571,1,1,1,1
47681,0,0,0.0,0,0.0,1,0.01282051282051282,2,0.02063301282051282,1,1,1,1
47699,0,0,0.0,0,0.0,3,0.05401360544217687,8,0.08629143745880391,1,1,0,0
47701,0,0,0.0,1,0.025,2,0.04583333333333334,9,0.09176232811891348,1,1,1,1
47711,0,0,0.0,1,0.038461538461538464,4,0.08497514390371533,8,0.11182130141706391,1,1,1,1
47713,0,1,0.0625,3,0.13295454545454546,5,0.15317513368983957,9,0.18344334426045278,1,1,1,1
47717,0,1,0.125,2,0.15833333333333333,4,0.18646723646723645,6,0.19789618108583623,1,1,1,1
47737,0,0,0.0,2,0.075,2,0.075,5,0.09543478260869565,1,1,1,1
47741,0,0,0.0,0,0.0,1,0.013888888888888888,5,0.036308899433899436,1,1,1,1
47743,0,0,0.0,1,0.029411764705882353,3,0.06363795518207283,6,0.08516573295985061,1,1,1,1
47777,0,1,0.07142857142857142,1,0.07142857142857142,2,0.08104395604395603,5,0.10206886025851541,0,0,0,0
47779,0,1,0.1,3,0.17107843137254902,7,0.2282754010695187,8,0.23348373440285206,1,1,1,1
47791,0,2,0.11805555555555555,3,0.14305555555555555,3,0.14305555555555555,7,0.17418260751594083,1,1,1,1
47797,0,0,0.0,1,0.025,4,0.07300242830712303,7,0.08952729233198706,1,1,1,1
47807,0,1,0.125,1,0.125,5,0.18477613977613977,8,0.20453308422058422,0,0,0,0
47809,0,0,0.0,1,0.041666666666666664,3,0.08101851851851852,6,0.10095759743647068,1,1,1,1
47819,0,1,0.125,1,0.125,3,0.16583333333333333,4,0.1717857142857143,1,1,1,1
47837,0,0,0.0,2,0.075,4,0.10247252747252747,6,0.11546830806324478,1,1,1,1
47843,0,0,0.0,0,0.0,4,0.06107642357642357,7,0.08163563410273934,1,1,1,1
