p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000
42223,0,2,0.1625,2,0.1625,4,0.18346705177578093,8,0.2055916921244312,1,1,1,1
42227,0,1,0.125,2,0.16346153846153846,4,0.18328100470957615,11,0.21928704486238168,1,1,1,1
42239,0,0,0.0,0,0.0,1,0.01020408163265306,5,0.036369978571885946,1,1,1,1
42257,0,2,0.23809523809523808,4,0.29774436090225564,6,0.3230648737227685,9,0.342412699809725,1,1,1,1
42281,0,0,0.0,1,0.03125,2,0.04407051282051282,6,0.06853780307727675,1,1,1,1
42283,0,0,0.0,2,0.04880952380952381,6,0.09441738816738818,9,0.10927556986024728,1,1,1,1
42293,0,0,0.0,2,0.06458333333333333,5,0.11106950844854069,10,0.13529859510641296,1,1,1,1
42299,0,0,0.0,0,0.0,2,0.03111111111111111,6,0.06270004256751406,1,1,1,1
42307,0,0,0.0,1,0.041666666666666664,2,0.0625,2,0.0625,1,1,1,1
42323,0,0,0.0,2,0.07291666666666666,5,0.11445707070707069,6,0.11961170988232842,1,1,1,1
42331,0,0,0.0,0,0.0,2,0.020039682539682538,5,0.03696446130074448,1,1,1,1
42337,0,0,0.0,2,0.075,4,0.10914351851851851,5,0.11419402356902357,1,1,1,1
42349,0,0,0.0,1,0.03333333333333333,3,0.0616557734204793,4,0.06670627847098436,1,1,1,1
42359,1,0,0.0,0,0.0,2,0.029605263157894735,7,0.057656341727276954,0,0,0,0
42373,0,1,0.045454545454545456,2,0.07045454545454546,4,0.09588346702317291,6,0.10501760115730703,1,1,1,1
42379,0,2,0.15555555555555556,3,0.19722222222222222,5,0.22504234417344174,8,0.2425311959014239,1,1,1,1
42391,0,1,0.05555555555555555,2,0.08055555555555555,4,0.10999205681711989,8,0.13118799797273847,1,1,1,0
42397,0,1,0.16666666666666666,1,0.16666666666666666,2,0.17708333333333331,6,0.20378438694244289,0,0,0,0
42403,0,0,0.0,2,0.07107843137254902,5,0.10443583861277651,12,0.1428713688829842,1,1,1,1
42407,0,1,0.125,2,0.16346153846153846,6,0.21493754991875294,8,0.2291283711747916,1,1,1,1
42409,0,1,0.045454545454545456,2,0.08712121212121213,5,0.13506077256077256,9,0.1627523434419986,0,0,0,0
42433,0,0,0.0,2,0.058333333333333334,6,0.10308110832985676,11,0.12915162597265192,1,1,1,1
42437,0,2,0.23809523809523808,3,0.27976190476190477,5,0.3096861471861472,10,0.3374136029027333,1,1,1,1
42443,0,0,0.0,2,0.06227106227106227,6,0.12325710325710326,10,0.14758296420577122,1,1,0,0
42451,0,0,0.0,0,0.0,4,0.04560786435786436,8,0.07206720413242151,1,1,0,0
42457,0,0,0.0,0,0.0,2,0.02844551282051282,6,0.05368257216901795,1,1,1,1
42461,0,0,0.0,0,0.0,1,0.010416666666666666,7,0.04534026905234934,1,1,1,1
42463,0,1,0.0625,2,0.08630952380952381,4,0.10743321718931474,6,0.1193990291551267,1,1,1,0
42467,0,0,0.0,1,0.041666666666666664,5,0.09423185941043084,7,0.10474384198123693,1,1,1,1
42473,0,0,0.0,1,0.041666666666666664,2,0.05329457364341085,6,0.07622433940084651,1,1,1,1
42487,0,1,0.0625,1,0.0625,3,0.09327651515151515,6,0.11201661988906234,1,1,1,1
42491,0,1,0.05555555555555555,2,0.09401709401709402,4,0.12166860916860917,6,0.13379382962716296,1,1,1,1
42499,0,0,0.0,1,0.029411764705882353,2,0.038183694530443756,4,0.048446420310410916,1,1,1,1
42509,0,1,0.125,1,0.125,3,0.15972222222222224,7,0.1817799480585522,0,0,0,0
42533,0,0,0.0,0,0.0,4,0.059355459355459356,10,0.09381551319051318,1,1,1,1
42557,0,0,0.0,2,0.075,4,0.09743589743589742,8,0.12461153631095062,1,0,0,0
42569,0,1,0.07142857142857142,3,0.13601190476190475,4,0.1568452380952381,8,0.18010555614968893,0,0,0,0
42571,0,1,0.0625,1,0.0625,5,0.11684738217757085,8,0.13606830088213134,1,1,1,1
42577,0,0,0.0,1,0.041666666666666664,5,0.10073419734323989,8,0.12064160475064731,1,1,1,1
42589,0,0,0.0,1,0.041666666666666664,2,0.053030303030303025,7,0.08034126566354319,1,1,1,1
42611,1,2,0.18055555555555555,2,0.18055555555555555,5,0.21972789115646257,10,0.25038539108226615,0,0,0,0
42641,0,1,0.16666666666666666,1,0.16666666666666666,4,0.21228074875861822,12,0.26045536148486137,1,1,1,1
42643,0,1,0.0625,3,0.11691176470588235,6,0.15210296239708004,10,0.17818371607684363,1,1,1,1
42649,0,1,0.045454545454545456,2,0.08712121212121213,6,0.13379430852835109,12,0.1703590000173463,1,1,1,1
42667,0,1,0.0625,1,0.0625,6,0.1311269454985426,9,0.14963037988556743,1,1,1,1
42677,0,0,0.0,2,0.06798245614035087,4,0.0993214874793822,5,0.10725799541589014,1,1,1,1
42683,0,0,0.0,0,0.0,3,0.042624042624042624,7,0.06432646259496355,1,1,0,0
42689,0,0,0.0,0,0.0,2,0.02262443438914027,8,0.05882844628280734,1,1,1,1
42697,0,0,0.0,2,0.06340579710144928,3,0.0740440949737897,10,0.11628140440837667,1,1,1,1
42701,0,0,0.0,2,0.05756578947368421,3,0.0714546783625731,6,0.09277502468291943,1,1,1,1
42703,0,0,0.0,0,0.0,3,0.04297163710273466,5,0.05422642637476532,1,1,1,1
42709,0,1,0.045454545454545456,1,0.045454545454545456,3,0.08017676767676768,6,0.09767603086568603,1,1,1,1
42719,1,0,0.0,1,0.041666666666666664,5,0.10461538461538461,7,0.1133531746031746,0,0,0,0
42727,0,0,0.0,0,0.0,1,0.010416666666666666,6,0.038193750693750694,1,1,1,1
42737,0,1,0.16666666666666666,1,0.16666666666666666,3,0.1861742424242424,3,0.1861742424242424,1,1,1,1
42743,1,0,0.0,1,0.03125,3,0.06166666666666667,6,0.07868933697881066,0,0,0,0
42751,0,1,0.0625,2,0.08630952380952381,5,0.13322686798296554,10,0.1659647360790618,1,1,1,1
42767,0,1,0.05555555555555555,1,0.05555555555555555,5,0.10020549625812783,9,0.12218633404778916,1,1,1,1
42773,0,1,0.16666666666666666,2,0.19791666666666666,3,0.21643518518518517,8,0.24810693935693934,1,1,1,1
42787,0,1,0.05555555555555555,3,0.1099673202614379,6,0.1475935828877005,11,0.17861641472574974,1,1,1,1
42793,0,0,0.0,0,0.0,3,0.0484292328042328,8,0.07999410677189304,1,1,1,1
42797,0,0,0.0,1,0.041666666666666664,4,0.08944805194805194,7,0.1052456834353386,1,1,1,1
42821,0,1,0.125,2,0.15833333333333333,5,0.20361508646392368,6,0.2082447160935533,1,1,1,1
42829,0,0,0.0,0,0.0,2,0.02492401215805471,6,0.04813448224352479,1,1,1,1
42839,0,0,0.0,0,0.0,1,0.0125,4,0.030229043937162494,1,1,1,1
42841,0,0,0.0,2,0.058333333333333334,5,0.09144605394605394,8,0.11061117597262175,1,1,1,1
42853,0,1,0.0625,2,0.10416666666666666,3,0.12268518518518517,6,0.13906468968968969,1,1,1,1
42859,0,0,0.0,2,0.07107843137254902,6,0.12757644724556488,8,0.13833652050563816,1,1,1,1
42863,0,0,0.0,0,0.0,3,0.040986040986040986,4,0.0454503267003267,1,1,1,1
42899,0,1,0.125,3,0.19047619047619047,5,0.2313095238095238,8,0.2517680776014109,0,0,0,0
42901,0,2,0.22916666666666666,3,0.25416666666666665,7,0.315995115995116,10,0.3342452868768658,0,0,0,0
42923,1,0,0.0,1,0.041666666666666664,3,0.06994047619047619,6,0.08945079828473046,0,0,0,0
42929,0,1,0.125,2,0.16666666666666666,2,0.16666666666666666,5,0.1871603260869565,1,1,1,1
42937,0,1,0.0625,1,0.0625,4,0.11321548821548821,6,0.12537612169965112,1,1,0,0
42943,0,1,0.1,1,0.1,4,0.1337719298245614,7,0.15164660915757408,1,1,1,1
42953,0,0,0.0,2,0.07291666666666666,7,0.13440929225812945,8,0.14274262559146278,1,1,1,1
42961,0,1,0.045454545454545456,3,0.10378787878787879,6,0.14484180035650623,9,0.15920450221920812,1,1,1,1
42967,0,2,0.11805555555555555,2,0.11805555555555555,2,0.11805555555555555,5,0.13420462387853693,0,0,0,0
42979,0,1,0.1,2,0.12941176470588237,5,0.1788501137131969,6,0.18446809124128677,1,1,1,1
42989,0,1,0.125,1,0.125,4,0.16054833844207655,7,0.18054235333004273,1,1,1,1
43003,0,0,0.0,0,0.0,4,0.04444654453283077,7,0.06171985232337994,1,1,1,1
43013,0,0,0.0,0,0.0,3,0.03944805194805195,6,0.06182301921697051,1,1,1,1
43019,0,2,0.18055555555555555,3,0.2222222222222222,6,0.2657596371882086,9,0.28031703124674945,1,1,1,1
43037,0,0,0.0,1,0.03333333333333333,3,0.06467236467236467,6,0.085992710992711,1,1,1,1
43049,0,1,0.07142857142857142,3,0.13107769423558896,4,0.14496658312447785,8,0.1677057401027653,1,1,1,1
43051,0,2,0.15555555555555556,2,0.15555555555555556,3,0.16597222222222222,9,0.20041221099688844,0,0,0,0
43063,0,0,0.0,1,0.029411764705882353,5,0.07486298745973669,7,0.08444311213887126,1,1,1,1
43067,0,0,0.0,0,0.0,5,0.0675412912912913,8,0.08648968997948663,1,1,1,1
43093,0,0,0.0,2,0.06666666666666667,2,0.06666666666666667,6,0.09175135726859864,1,1,1,1
43103,0,0,0.0,0,0.0,1,0.013888888888888888,8,0.05993568578811892,1,1,1,1
43117,0,2,0.22916666666666666,4,0.2925724637681159,5,0.30321076164045635,7,0.3161977746274693,0,0,0,0
43133,0,0,0.0,0,0.0,3,0.044402841781874036,4,0.051069508448540704,1,1,1,1
43151,0,1,0.05555555555555555,1,0.05555555555555555,4,0.08958333333333333,9,0.11684680263981338,0,0,0,0
43159,0,0,0.0,0,0.0,3,0.03636363636363636,4,0.04179841897233201,1,1,0,0
43177,0,0,0.0,1,0.041666666666666664,2,0.05595238095238095,2,0.05595238095238095,1,1,1,1
43189,0,0,0.0,1,0.041666666666666664,3,0.06195887445887445,5,0.07314078350435171,1,1,1,1
43201,0,1,0.045454545454545456,2,0.06719367588932806,6,0.12493715789751594,8,0.13847882456418262,1,1,0,0
43207,0,0,0.0,0,0.0,2,0.03125,8,0.07274843278163962,1,1,1,1
43223,0,0,0.0,0,0.0,4,0.04199842555105713,9,0.07263102215695094,1,1,1,1
43237,0,0,0.0,0,0.0,1,0.010416666666666666,7,0.0473114859361163,1,1,1,1
43261,0,0,0.0,2,0.04673913043478261,4,0.07384535754100971,8,0.09660765441375876,1,1,0,0
43271,0,2,0.18055555555555555,4,0.23561507936507936,6,0.2569302721088435,12,0.29298849085088574,0,0,0,0
43283,0,0,0.0,2,0.06971153846153846,4,0.09364171864171865,7,0.11089761089761091,1,1,0,0
43291,0,1,0.05555555555555555,1,0.05555555555555555,2,0.07638888888888888,6,0.10386598043295553,1,1,1,0
43313,0,1,0.07142857142857142,2,0.11309523809523808,5,0.15291708081081892,7,0.16523413631002193,0,0,0,0
43319,0,1,0.125,2,0.16666666666666666,3,0.17628205128205127,7,0.20022210976158344,1,1,1,0
43321,0,1,0.0625,2,0.09583333333333333,2,0.09583333333333333,5,0.11651029055690074,1,1,1,1
43331,0,1,0.125,1,0.125,3,0.158008658008658,5,0.1702550348202522,0,0,0,0
43391,1,1,0.125,1,0.125,3,0.14631519274376417,4,0.15356156955535838,0,0,0,0
43397,0,1,0.125,2,0.16666666666666666,4,0.19912790697674418,6,0.21082741436590674,1,1,1,1
43399,0,0,0.0,3,0.09607843137254901,6,0.14191176470588232,10,0.1631945229977629,1,1,1,1
43403,0,0,0.0,1,0.041666666666666664,4,0.08509199134199134,10,0.11689893045902269,1,1,1,1
43411,0,2,0.15555555555555556,2,0.15555555555555556,3,0.16944444444444445,5,0.18297022512708788,1,1,1,1
43427,0,0,0.0,1,0.038461538461538464,3,0.06447505197505198,5,0.07578865275783084,1,1,1,1
43441,0,1,0.16666666666666666,1,0.16666666666666666,2,0.18055555555555555,4,0.18986775236775238,1,1,1,1
43451,0,1,0.125,2,0.1488095238095238,3,0.1688095238095238,7,0.1919226676418457,1,1,1,1
43457,0,0,0.0,1,0.03333333333333333,1,0.03333333333333333,4,0.050700893883041394,1,1,1,1
43481,0,1,0.125,3,0.1825657894736842,3,0.1825657894736842,6,0.1999647793726741,1,1,1,1
43487,0,0,0.0,0,0.0,2,0.031037414965986394,6,0.054942054141244125,1,1,1,1
43499,0,2,0.18055555555555555,3,0.21180555555555555,5,0.24430555555555555,11,0.283672684667962,1,1,1,1
43517,0,0,0.0,2,0.075,4,0.11369047619047618,6,0.1263095238095238,1,1,1,1
43541,0,0,0.0,1,0.03125,3,0.055698419797257,6,0.07248570049901139,1,1,1,1
43543,0,0,0.0,0,0.0,2,0.030776515151515152,6,0.05661376233777224,1,1,1,1
43573,0,1,0.16666666666666666,1,0.16666666666666666,4,0.19990079365079363,8,0.22441051463938785,0,0,0,0
43577,0,2,0.29166666666666663,3,0.32499999999999996,9,0.40331913456913454,13,0.42779275324216753,1,1,1,1
43579,0,1,0.05555555555555555,2,0.07936507936507936,4,0.10635371572871573,7,0.1255133599234723,1,1,1,1
43591,0,1,0.0625,2,0.0875,4,0.12052845528455283,7,0.13976466461977208,1,1,1,1
43597,0,1,0.0625,3,0.12916666666666665,5,0.16331018518518517,9,0.18548153774134798,1,1,1,1
43607,0,0,0.0,0,0.0,1,0.02,7,0.054770601789102744,1,1,1,1
43609,0,0,0.0,1,0.025,3,0.04992401215805471,5,0.06202546143341703,1,1,1,1
43613,0,1,0.07142857142857142,1,0.07142857142857142,3,0.0943452380952381,9,0.12950844002739131,0,0,0,0
43627,0,1,0.05555555555555555,1,0.05555555555555555,3,0.07803030303030303,7,0.10246708629061571,1,1,1,1
43633,0,2,0.2121212121212121,2,0.2121212121212121,4,0.23667478354978352,6,0.24580891768391766,1,1,1,1
43649,0,0,0.0,0,0.0,1,0.013888888888888888,6,0.046264880952380946,1,1,1,1
43651,0,1,0.0625,2,0.08630952380952381,3,0.09523809523809523,6,0.11330756264384584,1,1,1,1
43661,0,0,0.0,2,0.06458333333333333,2,0.06458333333333333,6,0.08421197296197296,1,1,1,1
43669,0,0,0.0,1,0.025,5,0.07532437432312275,7,0.08534039996414838,1,1,1,1
43691,1,1,0.125,2,0.15625,3,0.17708333333333334,7,0.20343750000000002,0,0,0,0
43711,0,1,0.1,3,0.1488095238095238,4,0.16100464576074333,8,0.18622510431453523,1,1,1,1
43717,0,1,0.16666666666666666,1,0.16666666666666666,5,0.2279164122914123,9,0.2513702407805996,1,1,0,0
43721,0,0,0.0,0,0.0,2,0.03246124031007752,8,0.06636966813297902,1,1,1,1
43753,0,1,0.16666666666666666,1,0.16666666666666666,2,0.18840579710144928,4,0.20124363493928712,1,1,1,1
43759,0,0,0.0,2,0.04880952380952381,6,0.09259403590276503,10,0.11622867421131639,1,1,1,1
43777,0,1,0.0625,2,0.09583333333333333,3,0.11757246376811593,9,0.15740022708214457,1,1,1,1
43781,0,1,0.125,1,0.125,1,0.125,3,0.13485436893203884,0,0,0,0
43783,0,0,0.0,1,0.029411764705882353,4,0.06591244221265742,7,0.08680705005579467,1,1,1,1
43787,0,1,0.05555555555555555,1,0.05555555555555555,2,0.06432748538011696,6,0.08965533633683209,1,1,1,1
43789,0,0,0.0,0,0.0,3,0.04538690476190475,5,0.05929626364178685,1,1,1,1
43793,0,0,0.0,1,0.03125,2,0.049107142857142856,7,0.08302393087840848,1,1,1,1
43801,0,1,0.16666666666666666,1,0.16666666666666666,3,0.18988095238095237,7,0.21251794014951908,0,0,0,0
43853,0,1,0.16666666666666666,3,0.24166666666666664,6,0.27782775020678246,12,0.31420874385510117,1,1,1,1
43867,0,1,0.1,2,0.125,4,0.15167534157449578,7,0.17245456235371656,0,0,0,0
43889,0,0,0.0,1,0.03333333333333333,7,0.1248184909475232,9,0.13697966310869536,1,1,0,0
43891,0,1,0.0625,2,0.08630952380952381,5,0.1288034283723939,8,0.1490207238885486,1,1,1,1
43913,0,0,0.0,0,0.0,1,0.017857142857142856,4,0.03647546897546897,1,1,1,1
43933,0,1,0.045454545454545456,2,0.08712121212121213,3,0.10140692640692642,6,0.12293992557150453,1,0,0,0
43943,1,0,0.0,0,0.0,3,0.037124624624624625,8,0.06602692755492917,0,0,0,0
43951,0,2,0.1625,2,0.1625,2,0.1625,9,0.20308936172155426,1,1,1,1
43961,0,0,0.0,2,0.05964912280701754,4,0.07854395346655409,9,0.10970782431792495,1,0,0,0
43963,0,1,0.1,3,0.17107843137254902,9,0.24501180851721238,13,0.26923038116812825,1,1,1,1
43969,0,1,0.045454545454545456,2,0.07045454545454546,5,0.11278894716394718,8,0.1336427504882737,1,1,1,1
43973,0,1,0.07142857142857142,2,0.10476190476190475,4,0.13130760368663594,7,0.15041322029225254,1,0,0,0
43987,0,0,0.0,2,0.06666666666666667,4,0.0950191570881226,7,0.11481798571048063,1,1,1,1
43991,0,1,0.125,2,0.1488095238095238,4,0.17242063492063492,10,0.21009473481771707,0,0,0,0
43997,0,1,0.16666666666666666,1,0.16666666666666666,4,0.20643523143523143,5,0.21437173937173937,1,1,1,1
44017,0,0,0.0,0,0.0,3,0.03460081585081585,6,0.051203537608481044,1,1,1,1
44021,0,1,0.16666666666666666,2,0.19298245614035087,3,0.20911148839841537,9,0.24888578208718273,1,1,1,1
44027,0,2,0.18055555555555555,2,0.18055555555555555,5,0.22606421356421358,7,0.23886183261183264,1,1,1,1
44029,0,0,0.0,2,0.058333333333333334,4,0.09345238095238095,8,0.11700347285734611,1,1,0,0
44041,0,1,0.0625,1,0.0625,3,0.09812801932367149,8,0.13086606360832595,1,1,1,1
44053,0,2,0.10795454545454546,2,0.10795454545454546,6,0.15808584797555383,8,0.17207254594112503,1,1,1,1
44059,0,0,0.0,1,0.025,1,0.025,4,0.04311797752808989,1,1,1,1
44071,0,3,0.21805555555555556,3,0.21805555555555556,5,0.24362373737373735,8,0.26232844751866485,1,1,1,1
44087,0,0,0.0,1,0.038461538461538464,3,0.06239171864171864,7,0.08850875772115252,1,1,1,1
44089,0,0,0.0,0,0.0,2,0.020442219440967878,7,0.04979370480208307,1,1,1,1
44101,0,0,0.0,0,0.0,4,0.05183525979561786,5,0.056339764300122365,1,1,1,1
44111,1,1,0.05555555555555555,2,0.07936507936507936,5,0.13237373737373737,10,0.1613514154011398,0,0,0,0
44119,0,1,0.1,2,0.12941176470588237,4,0.15614787581699346,8,0.18450855023029947,1,1,1,0
44123,0,0,0.0,2,0.05505952380952381,4,0.09291666666666668,7,0.11103395061728397,1,1,1,1
44129,0,0,0.0,1,0.03333333333333333,2,0.046153846153846156,3,0.051204351204351205,1,1,1,1
44131,0,0,0.0,1,0.023809523809523808,3,0.04711575687185443,6,0.06150357385868132,1,1,1,1
44159,0,0,0.0,2,0.05505952380952381,4,0.08755952380952381,7,0.10746259432734842,1,1,1,1
44171,0,1,0.05555555555555555,1,0.05555555555555555,3,0.07986111111111112,6,0.09690417833800187,1,1,1,1
44179,0,0,0.0,1,0.023809523809523808,4,0.06460966143472452,7,0.0863622110858249,1,1,1,1
44189,0,0,0.0,0,0.0,3,0.04283843396746623,8,0.07186523212141956,1,1,0,0
44201,0,1,0.16666666666666666,1,0.16666666666666666,4,0.20240384615384616,7,0.22102217227217227,0,0,0,0
44203,0,2,0.1625,2,0.1625,3,0.178125,8,0.20578795925511512,0,0,0,0
44207,0,2,0.18055555555555555,2,0.18055555555555555,3,0.1984126984126984,8,0.23028158639752982,1,1,1,1
44221,0,0,0.0,1,0.03333333333333333,5,0.08221986346986347,8,0.09899846435991015,1,1,1,1
44249,0,0,0.0,0,0.0,3,0.03632478632478632,6,0.052824240324240324,1,1,1,1
44257,0,1,0.16666666666666666,2,0.20833333333333331,6,0.2748542801589749,10,0.30233966027593395,1,1,1,1
44263,0,0,0.0,1,0.025,4,0.05654036004645761,9,0.08760445161779556,1,1,1,1
44267,0,0,0.0,1,0.041666666666666664,7,0.11602256870114014,10,0.13364528959875585,1,1,1,1
44269,0,1,0.045454545454545456,1,0.045454545454545456,2,0.05681818181818182,4,0.06675423690918035,1,1,1,1
44273,0,0,0.0,0,0.0,2,0.028935185185185182,5,0.047441104835056126,1,1,1,1
44279,0,0,0.0,1,0.041666666666666664,5,0.09620835513692658,8,0.11668663416783719,1,1,1,1
44281,0,1,0.0625,1,0.0625,2,0.07291666666666667,8,0.11073267875816217,1,1,1,1
44293,0,1,0.0625,2,0.10416666666666666,3,0.11979166666666666,8,0.1492509201748332,1,1,1,1
44351,0,1,0.05555555555555555,2,0.08680555555555555,6,0.1407596371882086,9,0.1594436861502592,1,1,1,1
44357,0,1,0.07142857142857142,1,0.07142857142857142,4,0.11439550974434695,6,0.12454161364045084,1,1,1,1
44371,0,1,0.1,2,0.12380952380952381,2,0.12380952380952381,4,0.1358178053830228,1,1,1,1
44381,0,1,0.125,3,0.18464912280701753,6,0.22298643149316344,11,0.25784615223729457,1,0,0,0
44383,0,0,0.0,1,0.023809523809523808,4,0.05436717945346568,8,0.08071965961463316,1,1,1,1
44389,0,1,0.045454545454545456,1,0.045454545454545456,4,0.09762691012691012,7,0.11925249698137022,1,1,0,0
44417,0,0,0.0,0,0.0,1,0.010416666666666666,7,0.04828479592171024,1,1,1,0
44449,0,0,0.0,1,0.041666666666666664,2,0.05595238095238095,8,0.09137982634726781,1,1,1,1
44453,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,6,0.19704342273307787,1,1,1,0
44483,0,0,0.0,2,0.06547619047619047,5,0.10413197913197911,9,0.1297288382459951,1,1,1,1
44491,0,0,0.0,0,0.0,4,0.05234663710273467,7,0.06726737024747771,1,1,0,0
44497,0,1,0.16666666666666666,2,0.19166666666666665,4,0.2310185185185185,10,0.26597992703541906,1,1,1,1
44501,0,0,0.0,0,0.0,2,0.030017921146953404,7,0.05806724888378114,1,1,1,1
44507,0,1,0.05555555555555555,2,0.09401709401709402,4,0.127025752025752,9,0.15765162135973992,1,1,0,0
44519,0,0,0.0,0,0.0,3,0.04684684684684684,4,0.05561877667140824,1,1,1,1
44531,0,0,0.0,0,0.0,1,0.020833333333333332,7,0.06074730546389385,1,1,1,1
44533,0,1,0.16666666666666666,3,0.22499999999999998,6,0.2680457052797478,8,0.28096237194641444,1,1,1,1
44537,0,0,0.0,2,0.06798245614035087,4,0.09330296896086368,12,0.13988304915320565,1,0,0,0
44543,1,0,0.0,1,0.023809523809523808,2,0.033424908424908424,5,0.050209982669660085,0,0,0,0
44549,0,0,0.0,1,0.02631578947368421,1,0.02631578947368421,3,0.040143628301523036,1,1,1,1
44563,0,1,0.1,1,0.1,2,0.11041666666666668,4,0.12287087912087913,1,1,1,1
44579,0,0,0.0,1,0.023809523809523808,3,0.048434148434148436,8,0.08021809868754386,1,1,0,0
44587,0,1,0.1,1,0.1,2,0.11724137931034484,4,0.13226330913490625,1,1,1,1
44617,0,1,0.0625,1,0.0625,3,0.0946969696969697,6,0.11474067392564913,1,1,1,1
44621,0,2,0.29166666666666663,2,0.29166666666666663,5,0.3313948306595365,7,0.3439609682256741,0,0,0,0
44623,0,1,0.1,1,0.1,4,0.13894785115303984,5,0.14415618448637318,1,1,1,1
44633,0,0,0.0,2,0.07291666666666666,4,0.10929232804232802,5,0.11379683254683252,1,1,1,0
44641,0,2,0.10795454545454546,2,0.10795454545454546,4,0.13506077256077256,6,0.14627631140789035,1,1,1,1
44647,0,0,0.0,1,0.041666666666666664,3,0.062464265294453966,7,0.08828878865218415,1,1,1,1
44651,1,0,0.0,1,0.038461538461538464,3,0.06866562009419153,5,0.0821599382760097,0,0,0,0
44657,0,1,0.07142857142857142,2,0.10476190476190475,6,0.15132570917454635,10,0.1743215128600052,1,1,1,1
44683,0,0,0.0,0,0.0,3,0.040625,4,0.0471185064935065,1,1,1,1
44687,0,1,0.05555555555555555,1,0.05555555555555555,6,0.13311514204371347,11,0.16344357885827046,1,1,1,1
44699,1,1,0.125,1,0.125,4,0.16212462462462462,7,0.1790393071643072,0,0,0,0
44701,0,1,0.16666666666666666,2,0.19166666666666665,4,0.22729468599033814,8,0.2556180986887508,1,1,1,1
44711,0,1,0.125,1,0.125,4,0.1671626984126984,7,0.18362586081722498,1,1,1,1
44729,0,1,0.07142857142857142,3,0.13107769423558896,4,0.1519110275689223,7,0.16874160587862946,0,0,0,0
44741,0,0,0.0,1,0.03125,5,0.08827614379084966,9,0.11556259898474157,1,1,1,1
44753,0,1,0.16666666666666666,2,0.19999999999999998,5,0.24043458781362007,8,0.25735803792672535,1,1,1,1
44771,0,0,0.0,0,0.0,1,0.0125,3,0.024376006441223834,1,1,1,1
44773,0,1,0.045454545454545456,1,0.045454545454545456,3,0.07377698554169143,6,0.09706298668913836,1,1,1,1
44777,0,0,0.0,3,0.1013157894736842,6,0.13284259600049073,10,0.15770427246664478,1,1,1,1
44789,0,1,0.125,1,0.125,3,0.14389483065953654,8,0.17396718046136397,1,1,1,1
44797,0,1,0.16666666666666666,2,0.19999999999999998,5,0.23762693423597675,6,0.24596026756931008,1,1,1,1
44809,0,1,0.045454545454545456,2,0.0787878787878788,5,0.11424115100585691,12,0.15914686058547955,1,1,1,1
44819,0,0,0.0,0,0.0,2,0.030204081632653063,3,0.03801658163265306,1,1,1,1
44839,0,0,0.0,1,0.041666666666666664,1,0.041666666666666664,6,0.07920774401037559,1,1,1,1
44843,0,0,0.0,2,0.06227106227106227,3,0.07268772893772894,7,0.09892095907188789,1,1,1,1
44851,0,0,0.0,2,0.04880952380952381,4,0.08183797909407665,6,0.0942921915482891,1,1,1,1
44867,0,1,0.05555555555555555,1,0.05555555555555555,3,0.0859126984126984,7,0.10713405351020028,1,1,1,1
44879,1,0,0.0,0,0.0,4,0.05176391069248212,7,0.07011730763171499,0,0,0,0
44887,0,1,0.1,2,0.14166666666666666,6,0.1934617400419287,8,0.2065303918202579,0,0,0,0
44893,0,0,0.0,0,0.0,3,0.038591269841269836,5,0.0521494708994709,1,1,1,1
44909,0,0,0.0,0,0.0,1,0.016129032258064516,5,0.038054537308569565,1,1,1,1
44917,0,0,0.0,1,0.041666666666666664,3,0.07678571428571429,6,0.09900793650793652,1,1,1,1
44927,0,1,0.125,1,0.125,3,0.15101351351351353,8,0.17866711331815494,0,0,0,0
44939,0,0,0.0,1,0.041666666666666664,2,0.05416666666666667,5,0.07145989974937343,1,1,1,1
44953,0,1,0.16666666666666666,2,0.20833333333333331,3,0.22685185185185183,8,0.2572723121469425,1,1,1,1
44959,0,1,0.1,2,0.12380952380952381,4,0.15575396825396826,8,0.1827041871807318,1,1,1,1
44963,0,0,0.0,1,0.03125,3,0.06021825396825397,6,0.07868983614951357,1,1,1,1
44971,0,0,0.0,0,0.0,0,0.0,6,0.038242080914620225,1,1,1,1
44983,0,0,0.0,2,0.06547619047619047,2,0.06547619047619047,6,0.09514272814388912,1,1,1,1
44987,0,1,0.125,1,0.125,4,0.16358363858363856,9,0.1906910586912464,0,0,0,0
45007,0,1,0.1,1,0.1,2,0.12083333333333333,4,0.13108094049105284,0,0,0,0
45013,0,1,0.045454545454545456,1,0.045454545454545456,1,0.045454545454545456,5,0.07233784565907979,1,1,1,1
45053,0,0,0.0,1,0.03125,4,0.06264483065953654,8,0.0904357075280833,1,1,1,0
45061,0,1,0.045454545454545456,1,0.045454545454545456,3,0.08057359307359307,6,0.10340559906365503,1,1,1,1
45077,0,1,0.16666666666666666,3,0.2263157894736842,3,0.2263157894736842,7,0.25508067042606514,1,0,0,0
45083,0,0,0.0,1,0.03125,2,0.049107142857142856,5,0.06654113534499084,1,1,1,1
45119,1,1,0.125,1,0.125,2,0.13851351351351351,6,0.16390203929419617,0,0,0,0
