p,killed_Q0,survive_Q1,hazard,rank
89671,0,1,0.0,5545
89681,0,1,0.0,5546
89689,0,1,0.0,5547
89753,0,1,0.0,5548
89767,0,1,0.0,5549
89779,0,1,0.0,5550
89783,0,1,0.0,5551
89797,0,1,0.0,5552
89809,0,1,0.0,5553
89819,0,1,0.0,5554
89821,0,1,0.0,5555
89833,0,1,0.0,5556
89839,0,1,0.0,5557
89849,0,1,0.0,5558
89867,0,1,0.0,5559
89891,0,1,0.0,5560
89897,0,1,0.0,5561
89899,0,1,0.0,5562
89917,0,1,0.0,5563
89923,0,1,0.0,5564
89939,0,1,0.0,5565
89959,0,1,0.0,5566
89963,0,1,0.0,5567
89977,0,1,0.0,5568
89983,0,1,0.0,5569
89989,0,1,0.0,5570
90001,0,1,0.0,5571
90007,0,1,0.0,5572
90017,0,1,0.0,5573
90019,0,1,0.0,5574
90023,0,1,0.0,5575
90031,0,1,0.0,5576
90053,0,1,0.0,5577
90059,0,1,0.0,5578
90067,0,1,0.0,5579
90071,0,1,0.0,5580
90073,0,1,0.0,5581
90107,0,1,0.0,5582
90121,0,1,0.0,5583
90127,0,1,0.0,5584
90149,0,1,0.0,5585
90163,0,1,0.0,5586
90187,0,1,0.0,5587
90191,0,1,0.0,5588
90197,0,1,0.0,5589
90199,0,1,0.0,5590
90203,0,1,0.0,5591
90217,0,1,0.0,5592
90227,0,1,0.0,5593
90239,0,1,0.0,5594
90247,0,1,0.0,5595
90263,0,1,0.0,5596
90271,0,1,0.0,5597
90289,0,1,0.0,5598
90313,0,1,0.0,5599
90353,0,1,0.0,5600
90359,0,1,0.0,5601
90371,0,1,0.0,5602
90373,0,1,0.0,5603
90379,0,1,0.0,5604
90397,0,1,0.0,5605
90401,0,1,0.0,5606
90403,0,1,0.0,5607
90407,0,1,0.0,5608
90437,0,1,0.0,5609
90439,0,1,0.0,5610
90469,0,1,0.0,5611
90473,0,1,0.0,5612
90481,0,1,0.0,5613
90499,0,1,0.0,5614
90511,0,1,0.0,5615
90523,0,1,0.0,5616
90527,0,1,0.0,5617
90529,0,1,0.0,5618
90533,0,1,0.0,5619
90547,0,1,0.0,5620
90583,0,1,0.0,5621
90617,0,1,0.0,5622
90619,0,1,0.0,5623
90631,0,1,0.0,5624
90647,0,1,0.0,5625
90659,0,1,0.0,5626
90677,0,1,0.0,5627
90679,0,1,0.0,5628
90697,0,1,0.0,5629
90703,0,1,0.0,5630
90709,0,1,0.0,5631
90731,0,1,0.0,5632
90787,0,1,0.0,5633
90793,0,1,0.0,5634
90821,0,1,0.0,5635
90823,0,1,0.0,5636
90841,0,1,0.0,5637
90847,0,1,0.0,5638
90863,0,1,0.0,5639
90887,0,1,0.0,5640
90901,0,1,0.0,5641
90907,0,1,0.0,5642
90911,0,1,0.0,5643
90917,0,1,0.0,5644
90931,0,1,0.0,5645
90947,0,1,0.0,5646
90977,0,1,0.0,5647
90989,0,1,0.0,5648
90997,0,1,0.0,5649
91009,0,1,0.0,5650
91019,0,1,0.0,5651
91033,0,1,0.0,5652
91081,0,1,0.0,5653
91097,0,1,0.0,5654
91099,0,1,0.0,5655
91127,0,1,0.0,5656
91129,0,1,0.0,5657
91141,0,1,0.0,5658
91151,0,1,0.0,5659
91153,0,1,0.0,5660
91159,0,1,0.0,5661
91163,0,1,0.0,5662
91183,0,1,0.0,5663
91199,0,1,0.0,5664
91229,0,1,0.0,5665
91237,0,1,0.0,5666
91243,0,1,0.0,5667
91249,0,1,0.0,5668
91253,0,1,0.0,5669
91283,0,1,0.0,5670
91291,0,1,0.0,5671
91297,0,1,0.0,5672
91303,0,1,0.0,5673
91309,0,1,0.0,5674
91331,0,1,0.0,5675
91367,0,1,0.0,5676
91369,0,1,0.0,5677
91381,0,1,0.0,5678
91387,0,1,0.0,5679
91393,0,1,0.0,5680
91397,0,1,0.0,5681
91411,0,1,0.0,5682
91423,0,1,0.0,5683
91453,0,1,0.0,5684
91457,0,1,0.0,5685
91459,0,1,0.0,5686
91493,0,1,0.0,5687
91513,0,1,0.0,5688
91541,0,1,0.0,5689
91571,0,1,0.0,5690
91573,0,1,0.0,5691
91577,0,1,0.0,5692
91591,0,1,0.0,5693
91621,0,1,0.0,5694
91639,0,1,0.0,5695
91673,0,1,0.0,5696
91703,0,1,0.0,5697
91711,0,1,0.0,5698
91733,0,1,0.0,5699
91753,0,1,0.0,5700
91757,0,1,0.0,5701
91771,0,1,0.0,5702
91781,0,1,0.0,5703
91801,0,1,0.0,5704
91807,0,1,0.0,5705
91811,0,1,0.0,5706
91813,0,1,0.0,5707
91823,0,1,0.0,5708
91837,0,1,0.0,5709
91867,0,1,0.0,5710
91873,0,1,0.0,5711
91909,0,1,0.0,5712
91921,0,1,0.0,5713
91939,0,1,0.0,5714
91943,0,1,0.0,5715
91951,0,1,0.0,5716
91957,0,1,0.0,5717
91961,0,1,0.0,5718
91967,0,1,0.0,5719
91969,0,1,0.0,5720
91997,0,1,0.0,5721
92009,0,1,0.0,5722
92033,0,1,0.0,5723
92041,0,1,0.0,5724
92051,0,1,0.0,5725
92077,0,1,0.0,5726
92083,0,1,0.0,5727
92107,0,1,0.0,5728
92111,0,1,0.0,5729
92119,0,1,0.0,5730
92143,0,1,0.0,5731
92153,0,1,0.0,5732
92173,0,1,0.0,5733
92177,0,1,0.0,5734
92179,0,1,0.0,5735
92189,0,1,0.0,5736
92203,0,1,0.0,5737
92219,0,1,0.0,5738
92221,0,1,0.0,5739
92227,0,1,0.0,5740
92233,0,1,0.0,5741
92237,0,1,0.0,5742
92251,0,1,0.0,5743
92269,0,1,0.0,5744
92297,0,1,0.0,5745
92311,0,1,0.0,5746
92317,0,1,0.0,5747
92333,0,1,0.0,5748
92347,0,1,0.0,5749
92353,0,1,0.0,5750
92357,0,1,0.0,5751
92369,0,1,0.0,5752
92377,0,1,0.0,5753
92381,0,1,0.0,5754
92383,0,1,0.0,5755
92387,0,1,0.0,5756
92399,0,1,0.0,5757
92401,0,1,0.0,5758
92413,0,1,0.0,5759
92419,0,1,0.0,5760
92431,0,1,0.0,5761
92459,0,1,0.0,5762
92461,0,1,0.0,5763
92467,0,1,0.0,5764
92479,0,1,0.0,5765
92489,0,1,0.0,5766
92503,0,1,0.0,5767
92507,0,1,0.0,5768
92551,0,1,0.0,5769
92557,0,1,0.0,5770
92567,0,1,0.0,5771
92569,0,1,0.0,5772
92581,0,1,0.0,5773
92593,0,1,0.0,5774
92623,0,1,0.0,5775
92627,0,1,0.0,5776
92639,0,1,0.0,5777
92641,0,1,0.0,5778
92647,0,1,0.0,5779
92657,0,1,0.0,5780
92669,0,1,0.0,5781
92671,0,1,0.0,5782
92683,0,1,0.0,5783
92693,0,1,0.0,5784
92699,0,1,0.0,5785
92707,0,1,0.0,5786
92717,0,1,0.0,5787
92723,0,1,0.0,5788
92737,0,1,0.0,5789
92753,0,1,0.0,5790
92761,0,1,0.0,5791
92767,0,1,0.0,5792
92779,0,1,0.0,5793
92789,0,1,0.0,5794
92791,0,1,0.0,5795
92801,0,1,0.0,5796
92809,0,1,0.0,5797
92821,0,1,0.0,5798
92831,0,1,0.0,5799
92857,0,1,0.0,5800
92863,0,1,0.0,5801
92867,0,1,0.0,5802
92893,0,1,0.0,5803
92899,0,1,0.0,5804
92921,0,1,0.0,5805
92927,0,1,0.0,5806
92941,0,1,0.0,5807
92957,0,1,0.0,5808
92959,0,1,0.0,5809
92987,0,1,0.0,5810
93001,0,1,0.0,5811
93047,0,1,0.0,5812
93077,0,1,0.0,5813
93083,0,1,0.0,5814
93089,0,1,0.0,5815
93097,0,1,0.0,5816
93103,0,1,0.0,5817
93131,0,1,0.0,5818
93133,0,1,0.0,5819
93139,0,1,0.0,5820
93151,0,1,0.0,5821
93169,0,1,0.0,5822
93179,0,1,0.0,5823
93187,0,1,0.0,5824
93199,0,1,0.0,5825
93229,0,1,0.0,5826
93241,0,1,0.0,5827
93251,0,1,0.0,5828
93253,0,1,0.0,5829
93257,0,1,0.0,5830
93263,0,1,0.0,5831
93281,0,1,0.0,5832
93283,0,1,0.0,5833
93287,0,1,0.0,5834
93307,0,1,0.0,5835
93319,0,1,0.0,5836
93329,0,1,0.0,5837
93337,0,1,0.0,5838
93377,0,1,0.0,5839
93383,0,1,0.0,5840
93407,0,1,0.0,5841
93419,0,1,0.0,5842
93427,0,1,0.0,5843
93463,0,1,0.0,5844
93481,0,1,0.0,5845
93487,0,1,0.0,5846
93491,0,1,0.0,5847
93493,0,1,0.0,5848
93497,0,1,0.0,5849
93503,0,1,0.0,5850
93523,0,1,0.0,5851
93529,0,1,0.0,5852
93553,0,1,0.0,5853
93557,0,1,0.0,5854
93559,0,1,0.0,5855
93601,0,1,0.0,5856
93607,0,1,0.0,5857
93629,0,1,0.0,5858
93637,0,1,0.0,5859
93701,0,1,0.0,5860
93703,0,1,0.0,5861
93719,0,1,0.0,5862
93739,0,1,0.0,5863
93761,0,1,0.0,5864
93763,0,1,0.0,5865
93787,0,1,0.0,5866
93809,0,1,0.0,5867
93811,0,1,0.0,5868
93827,0,1,0.0,5869
93851,0,1,0.0,5870
93871,0,1,0.0,5871
93887,0,1,0.0,5872
93889,0,1,0.0,5873
93901,0,1,0.0,5874
93913,0,1,0.0,5875
93923,0,1,0.0,5876
93937,0,1,0.0,5877
93949,0,1,0.0,5878
93967,0,1,0.0,5879
93971,0,1,0.0,5880
93979,0,1,0.0,5881
93983,0,1,0.0,5882
93997,0,1,0.0,5883
94007,0,1,0.0,5884
94009,0,1,0.0,5885
94033,0,1,0.0,5886
94049,0,1,0.0,5887
94057,0,1,0.0,5888
94063,0,1,0.0,5889
94099,0,1,0.0,5890
94109,0,1,0.0,5891
94111,0,1,0.0,5892
94117,0,1,0.0,5893
94121,0,1,0.0,5894
94153,0,1,0.0,5895
94169,0,1,0.0,5896
94201,0,1,0.0,5897
94207,0,1,0.0,5898
94219,0,1,0.0,5899
94253,0,1,0.0,5900
94261,0,1,0.0,5901
94273,0,1,0.0,5902
94291,0,1,0.0,5903
94307,0,1,0.0,5904
94309,0,1,0.0,5905
94321,0,1,0.0,5906
94327,0,1,0.0,5907
94331,0,1,0.0,5908
94349,0,1,0.0,5909
94351,0,1,0.0,5910
94379,0,1,0.0,5911
94397,0,1,0.0,5912
94399,0,1,0.0,5913
94427,0,1,0.0,5914
94433,0,1,0.0,5915
94439,0,1,0.0,5916
94441,0,1,0.0,5917
94447,0,1,0.0,5918
94477,0,1,0.0,5919
94483,0,1,0.0,5920
94513,0,1,0.0,5921
94529,0,1,0.0,5922
94531,0,1,0.0,5923
94541,0,1,0.0,5924
94543,0,1,0.0,5925
94547,0,1,0.0,5926
94559,0,1,0.0,5927
94561,0,1,0.0,5928
94573,0,1,0.0,5929
94583,0,1,0.0,5930
94597,0,1,0.0,5931
94603,0,1,0.0,5932
94613,0,1,0.0,5933
94621,0,1,0.0,5934
94649,0,1,0.0,5935
94651,0,1,0.0,5936
94687,0,1,0.0,5937
94693,0,1,0.0,5938
94709,0,1,0.0,5939
94723,0,1,0.0,5940
94727,0,1,0.0,5941
94747,0,1,0.0,5942
94771,0,1,0.0,5943
94777,0,1,0.0,5944
94781,0,1,0.0,5945
94789,0,1,0.0,5946
94793,0,1,0.0,5947
94811,0,1,0.0,5948
94819,0,1,0.0,5949
94823,0,1,0.0,5950
94837,0,1,0.0,5951
94841,0,1,0.0,5952
94847,0,1,0.0,5953
94849,0,1,0.0,5954
94873,0,1,0.0,5955
94889,0,1,0.0,5956
94903,0,1,0.0,5957
94907,0,1,0.0,5958
94933,0,1,0.0,5959
94949,0,1,0.0,5960
94951,0,1,0.0,5961
94961,0,1,0.0,5962
94993,0,1,0.0,5963
94999,0,1,0.0,5964
95003,0,1,0.0,5965
95009,0,1,0.0,5966
95021,0,1,0.0,5967
95027,0,1,0.0,5968
95063,0,1,0.0,5969
95071,0,1,0.0,5970
95083,0,1,0.0,5971
95087,0,1,0.0,5972
95089,0,1,0.0,5973
95093,0,1,0.0,5974
95101,0,1,0.0,5975
95107,0,1,0.0,5976
95111,0,1,0.0,5977
95131,0,1,0.0,5978
95143,0,1,0.0,5979
95153,0,1,0.0,5980
95177,0,1,0.0,5981
95189,0,1,0.0,5982
95191,0,1,0.0,5983
95203,0,1,0.0,5984
95213,0,1,0.0,5985
95219,0,1,0.0,5986
95231,0,1,0.0,5987
95233,0,1,0.0,5988
95239,0,1,0.0,5989
95257,0,1,0.0,5990
95267,0,1,0.0,5991
95273,0,1,0.0,5992
95279,0,1,0.0,5993
95287,0,1,0.0,5994
95311,0,1,0.0,5995
95317,0,1,0.0,5996
95327,0,1,0.0,5997
95339,0,1,0.0,5998
95369,0,1,0.0,5999
95383,0,1,0.0,6000
95401,0,1,0.0,6001
95413,0,1,0.0,6002
95419,0,1,0.0,6003
95429,0,1,0.0,6004
95441,0,1,0.0,6005
95443,0,1,0.0,6006
95461,0,1,0.0,6007
95467,0,1,0.0,6008
95471,0,1,0.0,6009
95479,0,1,0.0,6010
95483,0,1,0.0,6011
95507,0,1,0.0,6012
95527,0,1,0.0,6013
95531,0,1,0.0,6014
95539,0,1,0.0,6015
95569,0,1,0.0,6016
95581,0,1,0.0,6017
95597,0,1,0.0,6018
95603,0,1,0.0,6019
95617,0,1,0.0,6020
95621,0,1,0.0,6021
95629,0,1,0.0,6022
95633,0,1,0.0,6023
95651,0,1,0.0,6024
95701,0,1,0.0,6025
95707,0,1,0.0,6026
95713,0,1,0.0,6027
95717,0,1,0.0,6028
95731,0,1,0.0,6029
95737,0,1,0.0,6030
95747,0,1,0.0,6031
95773,0,1,0.0,6032
95783,0,1,0.0,6033
95791,0,1,0.0,6034
95801,0,1,0.0,6035
95803,0,1,0.0,6036
95819,0,1,0.0,6037
95857,0,1,0.0,6038
95869,0,1,0.0,6039
95881,0,1,0.0,6040
95911,0,1,0.0,6041
95917,0,1,0.0,6042
95923,0,1,0.0,6043
95929,0,1,0.0,6044
95947,0,1,0.0,6045
95957,0,1,0.0,6046
95959,0,1,0.0,6047
95971,0,1,0.0,6048
95987,0,1,0.0,6049
95989,0,1,0.0,6050
96001,0,1,0.0,6051
96013,0,1,0.0,6052
96017,0,1,0.0,6053
96043,0,1,0.0,6054
96053,0,1,0.0,6055
96059,0,1,0.0,6056
96079,0,1,0.0,6057
96097,0,1,0.0,6058
96137,0,1,0.0,6059
96149,0,1,0.0,6060
96157,0,1,0.0,6061
96167,0,1,0.0,6062
96179,0,1,0.0,6063
96181,0,1,0.0,6064
96199,0,1,0.0,6065
96211,0,1,0.0,6066
96221,0,1,0.0,6067
96223,0,1,0.0,6068
96233,0,1,0.0,6069
96259,0,1,0.0,6070
96263,0,1,0.0,6071
96281,0,1,0.0,6072
96289,0,1,0.0,6073
96323,0,1,0.0,6074
96329,0,1,0.0,6075
96331,0,1,0.0,6076
96337,0,1,0.0,6077
96353,0,1,0.0,6078
96377,0,1,0.0,6079
96401,0,1,0.0,6080
96419,0,1,0.0,6081
96431,0,1,0.0,6082
96451,0,1,0.0,6083
96457,0,1,0.0,6084
96469,0,1,0.0,6085
96479,0,1,0.0,6086
96487,0,1,0.0,6087
96493,0,1,0.0,6088
96497,0,1,0.0,6089
96517,0,1,0.0,6090
96527,0,1,0.0,6091
96553,0,1,0.0,6092
96557,0,1,0.0,6093
96587,0,1,0.0,6094
96589,0,1,0.0,6095
96601,0,1,0.0,6096
96643,0,1,0.0,6097
96661,0,1,0.0,6098
96667,0,1,0.0,6099
96671,0,1,0.0,6100
96697,0,1,0.0,6101
96703,0,1,0.0,6102
96737,0,1,0.0,6103
96739,0,1,0.0,6104
96749,0,1,0.0,6105
96757,0,1,0.0,6106
96763,0,1,0.0,6107
96769,0,1,0.0,6108
96787,0,1,0.0,6109
96797,0,1,0.0,6110
96799,0,1,0.0,6111
96821,0,1,0.0,6112
96823,0,1,0.0,6113
96827,0,1,0.0,6114
96847,0,1,0.0,6115
96857,0,1,0.0,6116
96893,0,1,0.0,6117
96907,0,1,0.0,6118
96911,0,1,0.0,6119
96931,0,1,0.0,6120
96953,0,1,0.0,6121
96959,0,1,0.0,6122
96973,0,1,0.0,6123
96979,0,1,0.0,6124
96997,0,1,0.0,6125
97003,0,1,0.0,6126
97007,0,1,0.0,6127
97021,0,1,0.0,6128
97039,0,1,0.0,6129
97073,0,1,0.0,6130
97081,0,1,0.0,6131
97103,0,1,0.0,6132
97117,0,1,0.0,6133
97127,0,1,0.0,6134
97151,0,1,0.0,6135
97157,0,1,0.0,6136
97159,0,1,0.0,6137
97169,0,1,0.0,6138
97171,0,1,0.0,6139
97177,0,1,0.0,6140
97187,0,1,0.0,6141
97213,0,1,0.0,6142
97231,0,1,0.0,6143
97259,0,1,0.0,6144
97283,0,1,0.0,6145
97301,0,1,0.0,6146
97303,0,1,0.0,6147
97327,0,1,0.0,6148
97367,0,1,0.0,6149
97369,0,1,0.0,6150
97373,0,1,0.0,6151
97379,0,1,0.0,6152
97381,0,1,0.0,6153
97387,0,1,0.0,6154
97397,0,1,0.0,6155
97423,0,1,0.0,6156
97429,0,1,0.0,6157
97441,0,1,0.0,6158
97453,0,1,0.0,6159
97459,0,1,0.0,6160
97463,0,1,0.0,6161
97499,0,1,0.0,6162
97501,0,1,0.0,6163
97547,0,1,0.0,6164
97549,0,1,0.0,6165
97553,0,1,0.0,6166
97561,0,1,0.0,6167
97571,0,1,0.0,6168
97577,0,1,0.0,6169
97579,0,1,0.0,6170
97583,0,1,0.0,6171
97607,0,1,0.0,6172
97609,0,1,0.0,6173
97613,0,1,0.0,6174
97649,0,1,0.0,6175
97651,0,1,0.0,6176
97673,0,1,0.0,6177
97687,0,1,0.0,6178
97711,0,1,0.0,6179
97729,0,1,0.0,6180
97771,0,1,0.0,6181
97777,0,1,0.0,6182
97787,0,1,0.0,6183
97789,0,1,0.0,6184
97813,0,1,0.0,6185
97841,0,1,0.0,6186
97843,0,1,0.0,6187
97847,0,1,0.0,6188
97849,0,1,0.0,6189
97859,0,1,0.0,6190
97861,0,1,0.0,6191
97879,0,1,0.0,6192
97883,0,1,0.0,6193
97919,0,1,0.0,6194
97927,0,1,0.0,6195
97961,0,1,0.0,6196
97967,0,1,0.0,6197
97973,0,1,0.0,6198
97987,0,1,0.0,6199
98009,0,1,0.0,6200
98011,0,1,0.0,6201
98017,0,1,0.0,6202
98041,0,1,0.0,6203
98047,0,1,0.0,6204
98057,0,1,0.0,6205
98081,0,1,0.0,6206
98101,0,1,0.0,6207
98129,0,1,0.0,6208
98143,0,1,0.0,6209
98179,0,1,0.0,6210
98207,0,1,0.0,6211
98213,0,1,0.0,6212
98221,0,1,0.0,6213
98227,0,1,0.0,6214
98251,0,1,0.0,6215
98257,0,1,0.0,6216
98269,0,1,0.0,6217
98297,0,1,0.0,6218
98299,0,1,0.0,6219
98317,0,1,0.0,6220
98323,0,1,0.0,6221
98327,0,1,0.0,6222
98347,0,1,0.0,6223
98377,0,1,0.0,6224
98387,0,1,0.0,6225
98389,0,1,0.0,6226
98407,0,1,0.0,6227
98411,0,1,0.0,6228
98419,0,1,0.0,6229
98429,0,1,0.0,6230
98443,0,1,0.0,6231
98467,0,1,0.0,6232
98473,0,1,0.0,6233
98479,0,1,0.0,6234
98491,0,1,0.0,6235
98507,0,1,0.0,6236
98519,0,1,0.0,6237
98533,0,1,0.0,6238
98543,0,1,0.0,6239
98563,0,1,0.0,6240
98597,0,1,0.0,6241
98627,0,1,0.0,6242
98641,0,1,0.0,6243
98663,0,1,0.0,6244
98689,0,1,0.0,6245
98713,0,1,0.0,6246
98717,0,1,0.0,6247
98729,0,1,0.0,6248
98731,0,1,0.0,6249
98737,0,1,0.0,6250
98773,0,1,0.0,6251
98779,0,1,0.0,6252
98801,0,1,0.0,6253
98807,0,1,0.0,6254
98809,0,1,0.0,6255
98837,0,1,0.0,6256
98867,0,1,0.0,6257
98869,0,1,0.0,6258
98873,0,1,0.0,6259
98887,0,1,0.0,6260
98893,0,1,0.0,6261
98897,0,1,0.0,6262
98899,0,1,0.0,6263
98909,0,1,0.0,6264
98911,0,1,0.0,6265
98927,0,1,0.0,6266
98929,0,1,0.0,6267
98939,0,1,0.0,6268
98947,0,1,0.0,6269
98953,0,1,0.0,6270
98993,0,1,0.0,6271
98999,0,1,0.0,6272
99013,0,1,0.0,6273
99017,0,1,0.0,6274
99053,0,1,0.0,6275
99079,0,1,0.0,6276
99083,0,1,0.0,6277
99103,0,1,0.0,6278
99109,0,1,0.0,6279
99119,0,1,0.0,6280
99131,0,1,0.0,6281
99133,0,1,0.0,6282
99137,0,1,0.0,6283
99139,0,1,0.0,6284
99149,0,1,0.0,6285
99181,0,1,0.0,6286
99191,0,1,0.0,6287
99223,0,1,0.0,6288
99233,0,1,0.0,6289
99241,0,1,0.0,6290
99257,0,1,0.0,6291
99259,0,1,0.0,6292
99277,0,1,0.0,6293
99289,0,1,0.0,6294
99317,0,1,0.0,6295
99347,0,1,0.0,6296
99349,0,1,0.0,6297
99367,0,1,0.0,6298
99371,0,1,0.0,6299
99377,0,1,0.0,6300
99391,0,1,0.0,6301
99397,0,1,0.0,6302
99401,0,1,0.0,6303
99409,0,1,0.0,6304
99431,0,1,0.0,6305
99439,0,1,0.0,6306
99469,0,1,0.0,6307
99487,0,1,0.0,6308
99497,0,1,0.0,6309
99523,0,1,0.0,6310
99527,0,1,0.0,6311
99529,0,1,0.0,6312
99559,0,1,0.0,6313
99563,0,1,0.0,6314
99571,0,1,0.0,6315
99577,0,1,0.0,6316
99581,0,1,0.0,6317
99607,0,1,0.0,6318
99611,0,1,0.0,6319
99643,0,1,0.0,6320
99661,0,1,0.0,6321
99667,0,1,0.0,6322
99679,0,1,0.0,6323
99707,0,1,0.0,6324
99709,0,1,0.0,6325
99713,0,1,0.0,6326
99719,0,1,0.0,6327
99721,0,1,0.0,6328
99733,0,1,0.0,6329
99767,0,1,0.0,6330
99787,0,1,0.0,6331
99793,0,1,0.0,6332
99809,0,1,0.0,6333
99817,0,1,0.0,6334
99823,0,1,0.0,6335
99829,0,1,0.0,6336
99833,0,1,0.0,6337
99859,0,1,0.0,6338
99871,0,1,0.0,6339
99877,0,1,0.0,6340
99881,0,1,0.0,6341
99901,0,1,0.0,6342
99907,0,1,0.0,6343
99923,0,1,0.0,6344
99929,0,1,0.0,6345
99961,0,1,0.0,6346
99971,0,1,0.0,6347
99989,0,1,0.0,6348
99991,0,1,0.0,6349
3631,0,1,0.020833333333333332,6350
3307,0,1,0.021739130434782608,6351
3853,0,1,0.021739130434782608,6352
3929,0,1,0.022727272727272728,6353
3331,0,1,0.025,6354
3943,0,1,0.025,6355
4219,0,1,0.025,6356
5167,0,1,0.027777777777777776,6357
5449,0,1,0.029411764705882353,6358
4133,0,1,0.03125,6359
5693,0,1,0.03125,6360
5741,0,1,0.03125,6361
5927,0,1,0.03333333333333333,6362
6011,0,1,0.03333333333333333,6363
4591,0,1,0.03571428571428571,6364
5347,0,1,0.03571428571428571,6365
5737,0,1,0.03571428571428571,6366
5857,0,1,0.03571428571428571,6367
6247,0,1,0.03571428571428571,6368
6529,0,1,0.03571428571428571,6369
6547,0,1,0.03571428571428571,6370
2887,0,1,0.03598484848484848,6371
2437,0,1,0.03840579710144927,6372
5657,0,1,0.038461538461538464,6373
5987,0,1,0.038461538461538464,6374
6863,0,1,0.038461538461538464,6375
6911,0,1,0.038461538461538464,6376
7013,0,1,0.038461538461538464,6377
7481,0,1,0.038461538461538464,6378
3469,0,1,0.041666666666666664,6379
4787,0,0,0.041666666666666664,6380
5683,0,1,0.041666666666666664,6381
6037,0,1,0.041666666666666664,6382
6653,0,1,0.041666666666666664,6383
6833,0,1,0.041666666666666664,6384
7187,0,1,0.041666666666666664,6385
7207,0,0,0.041666666666666664,6386
7297,0,1,0.041666666666666664,6387
7393,0,1,0.041666666666666664,6388
7433,0,1,0.041666666666666664,6389
7487,0,0,0.041666666666666664,6390
7927,0,1,0.041666666666666664,6391
2503,0,1,0.043697478991596636,6392
6043,0,1,0.045454545454545456,6393
6829,0,1,0.045454545454545456,6394
7933,0,1,0.045454545454545456,6395
8053,0,1,0.045454545454545456,6396
8179,0,1,0.045454545454545456,6397
8269,0,1,0.045454545454545456,6398
8779,0,1,0.045454545454545456,6399
3083,0,1,0.04563492063492063,6400
5591,0,1,0.05,6401
5849,0,1,0.05,6402
6053,0,1,0.05,6403
6473,0,1,0.05,6404
6689,0,1,0.05,6405
6761,0,1,0.05,6406
7949,0,1,0.05,6407
8087,0,1,0.05,6408
8537,0,1,0.05,6409
8609,0,1,0.05,6410
8693,0,1,0.05,6411
8963,0,1,0.05,6412
8969,0,1,0.05,6413
9173,0,1,0.05,6414
9623,0,1,0.05,6415
9833,0,1,0.05,6416
1831,0,1,0.053620168215062776,6417
1907,0,1,0.05428781744571218,6418
3391,0,1,0.054945054945054944,6419
2801,0,1,0.05505952380952381,6420
5009,0,1,0.05555555555555555,6421
5147,0,1,0.05555555555555555,6422
5471,0,1,0.05555555555555555,6423
5749,0,1,0.05555555555555555,6424
6091,0,1,0.05555555555555555,6425
6299,0,1,0.05555555555555555,6426
6337,0,1,0.05555555555555555,6427
6961,0,1,0.05555555555555555,6428
7349,0,1,0.05555555555555555,6429
7459,0,0,0.05555555555555555,6430
7589,0,1,0.05555555555555555,6431
8009,0,1,0.05555555555555555,6432
8059,0,1,0.05555555555555555,6433
8089,0,1,0.05555555555555555,6434
8147,0,1,0.05555555555555555,6435
8291,0,1,0.05555555555555555,6436
8387,0,1,0.05555555555555555,6437
8467,0,1,0.05555555555555555,6438
8527,0,1,0.05555555555555555,6439
8641,0,1,0.05555555555555555,6440
8719,0,1,0.05555555555555555,6441
8831,0,1,0.05555555555555555,6442
8861,0,1,0.05555555555555555,6443
9029,0,1,0.05555555555555555,6444
9041,0,1,0.05555555555555555,6445
9187,0,1,0.05555555555555555,6446
9257,0,1,0.05555555555555555,6447
9649,0,1,0.05555555555555555,6448
9739,0,1,0.05555555555555555,6449
9769,0,1,0.05555555555555555,6450
9811,0,1,0.05555555555555555,6451
9829,0,1,0.05555555555555555,6452
10139,0,1,0.05555555555555555,6453
10531,0,1,0.05555555555555555,6454
10567,0,1,0.05555555555555555,6455
10657,0,1,0.05555555555555555,6456
10667,0,1,0.05555555555555555,6457
10711,0,1,0.05555555555555555,6458
10889,0,1,0.05555555555555555,6459
10987,0,0,0.05555555555555555,6460
1051,0,1,0.05585536198065727,6461
4013,0,0,0.05606060606060606,6462
4003,0,1,0.05714285714285714,6463
4723,0,1,0.05718954248366013,6464
3209,0,1,0.05779569892473118,6465
4507,0,1,0.058333333333333334,6466
1759,0,1,0.05846161740558292,6467
2377,0,1,0.058557905920989084,6468
1949,0,1,0.05915032679738562,6469
3739,0,1,0.060714285714285714,6470
3163,0,1,0.060897435897435896,6471
3049,0,1,0.061079545454545456,6472
1979,0,1,0.06146069538926681,6473
4091,0,1,0.06227106227106227,6474
3079,0,1,0.0625,6475
3967,0,0,0.0625,6476
6883,0,1,0.0625,6477
6997,0,1,0.0625,6478
7351,0,1,0.0625,6479
7417,0,0,0.0625,6480
8317,0,1,0.0625,6481
8713,0,1,0.0625,6482
8971,0,1,0.0625,6483
9127,0,0,0.0625,6484
9343,0,0,0.0625,6485
9697,0,1,0.0625,6486
9721,0,1,0.0625,6487
9883,0,0,0.0625,6488
10453,0,1,0.0625,6489
10477,0,1,0.0625,6490
10663,0,0,0.0625,6491
10831,0,1,0.0625,6492
11047,0,1,0.0625,6493
11383,0,1,0.0625,6494
11617,0,1,0.0625,6495
11923,0,1,0.0625,6496
12457,0,1,0.0625,6497
2137,0,1,0.06396807992202728,6498
4649,0,1,0.06547619047619047,6499
3463,0,1,0.06552706552706553,6500
5237,0,1,0.06623931623931624,6501
