t,n_top,dt,dy,dx,dy_residual,dx_residual,confidence,q_eff
220,1000220,5,5.0001054,-0.00021553334,10.000105,-0.00021553334,0.9593204,
221,1000221,5,5.000243,-0.0004036646,10.000243,-0.0004036646,0.96021615,
222,1000222,5,5.000157,-0.00045711954,10.000157,-0.00045711954,0.96246041,
223,1000223,5,5.0000228,-0.00035108103,10.000023,-0.00035108103,0.96479483,
224,1000224,5,5.0001053,-0.0005672273,10.000105,-0.0005672273,0.9556801,
225,1000225,5,4.9998124,-0.00029798522,9.9998124,-0.00029798522,0.96846745,
226,1000226,5,4.999941,-0.00041233111,9.999941,-0.00041233111,0.957726,
227,1000227,5,4.9999991,0.00012929634,9.9999991,0.00012929634,0.95774191,38670.856
228,1000228,5,4.9999852,0.00010544975,9.9999852,0.00010544975,0.96116594,47415.95
229,1000229,5,4.9999801,-0.00011473413,9.9999801,-0.00011473413,0.96364815,
230,1000230,5,5.0001185,-0.00014114193,10.000119,-0.00014114193,0.95949989,
231,1000231,5,5.0001482,0.00029765994,10.000148,0.00029765994,0.97447939,16797.692
232,1000232,5,4.9998145,0.00049121016,9.9998145,0.00049121016,0.95915616,10178.943
233,1000233,5,4.9998191,-0.00064090087,9.9998191,-0.00064090087,0.95561786,
234,1000234,5,4.9999217,8.7645936e-05,9.9999217,8.7645936e-05,0.95837286,57047.711
235,1000235,5,4.9999893,8.9011714e-05,9.9999893,8.9011714e-05,0.9619575,56172.382
236,1000236,5,5.0002049,-0.00011203033,10.000205,-0.00011203033,0.95810925,
237,1000237,5,5.0000729,0.00038702877,10.000073,0.00038702877,0.97206914,12918.936
238,1000238,5,5.0000494,0.00024786509,10.000049,0.00024786509,0.97455584,20172.264
239,1000239,5,5.0001942,-3.9591945e-05,10.000194,-3.9591945e-05,0.96633387,
240,1000240,5,5.000249,9.1942442e-05,10.000249,9.1942442e-05,0.9627923,54381.849
241,1000241,5,4.9998505,0.00020575121,9.9998505,0.00020575121,0.96538142,24301.194
242,1000242,5,4.999795,-0.00010581998,9.999795,-0.00010581998,0.9538262,
243,1000243,5,5.0000245,-0.00019438422,10.000025,-0.00019438422,0.95696064,
244,1000244,5,4.9997262,-0.00033348891,9.9997262,-0.00033348891,0.9571808,
245,1000245,5,4.9997125,0.00024066621,9.9997125,0.00024066621,0.95965381,20775.663
246,1000246,5,4.9996833,0.00028754982,9.9996833,0.00028754982,0.95518366,17388.291
247,1000247,5,5.0001946,-4.9565376e-05,10.000195,-4.9565376e-05,0.97105744,
248,1000248,5,5.0001137,-6.5813189e-05,10.000114,-6.5813189e-05,0.96540024,
249,1000249,5,5.0000553,0.00060843788,10.000055,0.00060843788,0.97309323,8217.7658
250,1000250,5,4.9997755,0.00063525512,9.9997755,0.00063525512,0.96818652,7870.8535
251,1000251,5,5.000205,0.00029846308,10.000205,0.00029846308,0.97237518,16752.491
252,1000252,5,5.0000275,-0.00017483583,10.000028,-0.00017483583,0.973112,
253,1000253,5,4.9998563,-0.00017487549,9.9998563,-0.00017487549,0.97714571,
254,1000254,5,4.9996586,-0.00040850679,9.9996586,-0.00040850679,0.97059212,
255,1000255,5,5.0002708,-0.00015057281,10.000271,-0.00015057281,0.97142778,
256,1000256,5,4.9999922,-6.341435e-05,9.9999922,-6.341435e-05,0.96093772,
257,1000257,5,5.0002219,0.00028850285,10.000222,0.00028850285,0.95824863,17330.852
258,1000258,5,5.0000158,-0.00016960189,10.000016,-0.00016960189,0.96513015,
259,1000259,5,5.0000494,0.00039409873,10.000049,0.00039409873,0.96712507,12687.176
260,1000260,5,4.999917,0.00026418503,9.999917,0.00026418503,0.94884318,18926.129
261,1000261,5,4.9999224,0.00038965344,9.9999224,0.00038965344,0.95927325,12831.916
262,1000262,5,5.0000978,-0.00010908886,10.000098,-0.00010908886,0.95875589,
263,1000263,5,4.9999563,8.1239076e-05,9.9999563,8.1239076e-05,0.95446819,61546.736
264,1000264,5,4.9999504,-0.00017088963,9.9999504,-0.00017088963,0.95248446,
265,1000265,5,4.9998357,-5.4241449e-05,9.9998357,-5.4241449e-05,0.96588639,
266,1000266,5,5.000246,-0.00026842142,10.000246,-0.00026842142,0.95799759,
267,1000267,5,5.0000454,-0.00019025532,10.000045,-0.00019025532,0.96244275,
268,1000268,5,5.0001194,-0.0002986701,10.000119,-0.0002986701,0.95045864,
269,1000269,5,5.0000428,0.00063764346,10.000043,0.00063764346,0.9543731,7841.3727
270,1000270,5,4.9997466,2.9722881e-05,9.9997466,2.9722881e-05,0.95239914,168220.57
271,1000271,5,4.9997746,-5.8789637e-07,9.9997746,-5.8789637e-07,0.96227465,
272,1000272,5,4.9998599,-0.00022573453,9.9998599,-0.00022573453,0.95965672,
273,1000273,5,5.0000897,-0.00038817444,10.00009,-0.00038817444,0.97257291,
274,1000274,5,4.9999984,-0.00010855618,9.9999984,-0.00010855618,0.96471191,
275,1000275,5,4.9997146,0.0001525419,9.9997146,0.0001525419,0.95997292,32777.879
276,1000276,5,4.9997738,-0.00020223515,9.9997738,-0.00020223515,0.95551013,
277,1000277,5,4.9997889,-0.00012016301,9.9997889,-0.00012016301,0.95812473,
278,1000278,5,4.9998842,3.3989954e-05,9.9998842,3.3989954e-05,0.95483605,147102.29
279,1000279,5,5.0000696,9.1000643e-05,10.00007,9.1000643e-05,0.97685496,54944.667
280,1000280,5,4.9999372,0.00010015748,9.9999372,0.00010015748,0.97737415,49921.384
281,1000281,5,4.9998725,-0.00026742444,9.9998725,-0.00026742444,0.98457907,
282,1000282,5,5.0001237,0.00017038149,10.000124,0.00017038149,0.97587237,29345.911
283,1000283,5,5.0001429,0.00040550607,10.000143,0.00040550607,0.97250102,12330.272
284,1000284,5,5.0000406,0.00050040551,10.000041,0.00050040551,0.95275128,9991.8964
285,1000285,5,4.9999373,-6.1209701e-05,9.9999373,-6.1209701e-05,0.95637985,
286,1000286,5,4.9999861,0.00040372651,9.9999861,0.00040372651,0.95671573,12384.621
287,1000287,5,5.0000353,0.00020192377,10.000035,0.00020192377,0.95752716,24761.819
288,1000288,5,4.9999565,-0.0001932105,9.9999565,-0.0001932105,0.9600767,
289,1000289,5,5.0004287,-0.00017003772,10.000429,-0.00017003772,0.96650226,
290,1000290,5,5.00063,-4.0930584e-05,10.00063,-4.0930584e-05,0.9625936,
291,1000291,5,5.0002941,-0.00018698616,10.000294,-0.00018698616,0.96587834,
292,1000292,5,5.0005489,-0.00086037542,10.000549,-0.00086037542,0.95030176,
293,1000293,5,5.000517,-0.00045647743,10.000517,-0.00045647743,0.94968709,
294,1000294,5,5.000134,-0.00043009661,10.000134,-0.00043009661,0.95768756,
295,1000295,5,4.9998655,-0.00053121467,9.9998655,-0.00053121467,0.95913847,
296,1000296,5,4.9998977,-0.00027040769,9.9998977,-0.00027040769,0.95303335,
297,1000297,5,4.9999444,3.6996103e-05,9.9999444,3.6996103e-05,0.96273069,135149.37
298,1000298,5,5.000042,-1.7877785e-05,10.000042,-1.7877785e-05,0.96920211,
299,1000299,5,5.0001797,0.00023442565,10.00018,0.00023442565,0.97169175,21328.724
300,1000300,5,5.0001982,0.00019164275,10.000198,0.00019164275,0.96886576,26090.211
301,1000301,5,5.0003442,8.1007896e-05,10.000344,8.1007896e-05,0.97696125,61722.378
302,1000302,5,4.9995628,-0.00016539045,9.9995628,-0.00016539045,0.96456704,
303,1000303,5,4.9996018,0.00013876441,9.9996018,0.00013876441,0.96648745,36032.295
304,1000304,5,4.9997977,0.00049316641,9.9997977,0.00049316641,0.95793438,10138.566
305,1000305,5,4.9996542,0.00066374174,9.9996542,0.00066374174,0.95965035,7533.0504
306,1000306,5,5.0000617,0.00042247596,10.000062,0.00042247596,0.95707805,11834.993
307,1000307,5,4.9999884,0.0002387498,9.9999884,0.0002387498,0.96880813,20942.426
308,1000308,5,4.9999187,0.00052948616,9.9999187,0.00052948616,0.95417229,9443.1174
309,1000309,5,4.9997208,-2.9869723e-05,9.9997208,-2.9869723e-05,0.95476608,
